Código Cliente,nome_cliente,volume_total,preco_liquido_ponderado,margem_pct_ponderada,frequencia_mensal,taxa_devolucao,produtos,cluster
64215,RAYTAK INDUSTRIA E COMERCIO DE ARTE,0.6000000000000001,12293.416666666664,0.20205258912290452,1.0,0.0,1,0
64196,EMPRESA SAO JOSE LTDA,3.48,13069.637931034482,0.19330711656436322,1.4666666666666666,0.0,7,0
64195,TURIN TRANSPORTES LTDA,13.22,14223.870650529501,0.22451019218986729,2.121212121212121,0.0,13,0
64979,TRANSJC LOGISTICA E TRANSPORTE LTDA,9.22,10099.882863340563,0.10002521452751971,1.6875,0.0,7,0
1771424,EMPA S/A SERVICOS DE ENGENHARIA,6.140000000000001,13084.540716612377,0.16408564798103242,5.0,0.16666666666666666,13,0
1771415,CONSORCIO SQ CONTAGEM AMBIENTAL,0.22,11694.454545454544,0.018011644991021376,1.0,0.0,1,0
1771412,COLPAR PARTICIPACOES S/A,2.48,14835.129032258066,0.13538266842651162,3.75,0.0,8,0
1771310,BIOPETRO PRESTACAO DE SERVICOS AMBI,0.38,9307.052631578947,0.18669203886130495,1.0,0.0,2,0
1771228,"ARMAC LOCACAO, LOGISTICA E SERVICOS",4.14,12436.410628019325,0.16264595505561238,2.75,0.0,12,0
1771226,"ARMAC LOCACAO, LOGISTICA E SERVICOS",0.9,10021.155555555557,0.06380945200376092,5.0,0.0,8,0
1771224,"ARMAC LOCACAO, LOGISTICA E SERVICOS",3.45,11909.315942028985,0.12669000568060956,4.8,0.0,15,0
1771217,"ARMAC LOCACAO, LOGISTICA E SERVICOS",0.56,13363.821428571428,0.07981036219857986,3.0,0.0,3,0
1771129,ZEG BIOGAS AROEIRA SPE LTDA.,1.2,14397.041666666668,0.1797273166651714,1.5,0.0,3,0
1771127,SOUSA E FRANCA ENGENHARIA DE MANUTE,4.8,9137.589583333334,0.14335769165965767,1.0,0.0,2,0
1771122,"ARMAC LOCACAO, LOGISTICA E SERVICOS",1.07,11662.130841121494,0.08733756034388805,1.6666666666666667,0.0,6,0
1771115,I.V TRANSPORTES E LOCACOES LTDA,2.19,13995.954337899544,0.19830551163839258,3.8,0.0,11,0
1771108,"ARMAC LOCACAO, LOGISTICA E SERVICOS",3.58,12041.756983240222,0.17402107981328474,3.4166666666666665,0.0,17,0
1771103,"ARMAC LOCACAO, LOGISTICA E SERVICOS",0.1,8624.199999999999,0.16575450476565942,1.0,0.0,1,0
1771099,CONSTRUTORA LUIZ COSTA LTDA,11.63,15594.058469475493,0.21526282967089017,2.8125,0.04081632653061224,16,0
69601,TRANSPORTADORA RODOMEU LTDA,8.82,14095.51814058957,0.08646506138431773,1.6428571428571428,0.041666666666666664,9,0
67511,GENERAL WEST COMERCIO E MANUTENCAO,6.8,10313.576470588237,0.17622844930839301,1.0,0.0,1,0
67498,EXPRESSO TRANSAMAZONICA LTDA,2.06,15237.368932038837,0.1990536169063155,2.5,0.0,7,0
67447,TRANSPORTE COLETIVO JUATUBA LTDA,7.0,12541.111428571428,0.10009866976930047,1.0769230769230769,0.0,2,0
67431,NOTARO ALIMENTOS LTDA,0.1,14505.8,0.1866012215803334,1.0,0.0,1,0
67314,VIACAO GARCIA LTDA,2.68,14358.432835820895,0.1540433361226176,1.0,0.0,3,0
67310,VIACAO GARCIA LTDA,1.0,10876.12,0.12623527507971594,1.0,0.0,1,0
67242,INTERMARITIMA PORTOS E LOGISTICA S/,13.8,11984.07463768116,0.19549464890694612,1.588235294117647,0.0,6,0
67241,EMPRESA DE TRANSPORTES E LOGISTICA,9.59,13519.710114702815,0.18757420710904296,1.5416666666666667,0.0,8,0
67238,PRODUTOS ALIMENTICIOS ORLANDIA S A,11.620000000000001,12879.918244406195,0.20042628636755574,2.7058823529411766,0.0,13,0
66096,CERAMICA WM LTDA,3.5,13115.345714285713,0.17555552699335197,3.4615384615384617,0.0,14,0
66020,AGENCIA DE TURISMO MONTE ALEGRE LTD,10.0,11365.358,0.09931574526732902,2.5,0.16216216216216217,12,0
65908,EMPRESA DE TRANSPORTES COSTA VERDE,8.68,11763.412442396313,0.10033169314916732,2.066666666666667,0.0,6,0
65421,A ALVES DE SOUSA IND.E COM.DE MOTOS,2.4,12940.045833333334,0.09045434215682517,1.0,0.0,2,0
65208,F.D.M TRANSPORTES LTDA,0.4,10734.349999999999,0.057451079944290995,1.0,0.0,1,0
65185,PEDRO MUFFATO & CIA LTDA,4.28,13361.105140186915,0.17946480517011906,1.5454545454545454,0.0,2,0
1853117,CONCRELUZ CONCRETO LTDA,2.08,15307.822115384615,0.17055225976412886,2.0,0.09090909090909091,9,0
1853113,CONCRELUZ CONCRETO LTDA,2.56,13541.83984375,0.14934212860547072,2.25,0.0,7,0
1853005,FX MINAS CONSTRUCOES E EMPREENDIMEN,0.4,10928.3,0.16838620828491166,1.0,0.0,1,0
1853002,M.M. DISTRIBUIDORA DE BEBIDAS LTDA,1.2000000000000002,11507.166666666666,0.12369103312428487,1.5,0.0,3,0
1852991,TECNOPEDRAS MINERACAO LTDA,1.28,9912.1328125,0.09830203357154624,1.25,0.0,2,0
1852624,EPENG - EMPRESA PROJETOS DE ENGENHA,1.23,12273.878048780487,0.21373569488244915,2.5,0.0,4,0
1852344,RJ BLOCOS INDUSTRIA E COMERCIO DE A,1.32,12845.022727272726,0.19437313002383305,2.8333333333333335,0.0,11,0
1852329,ECO PRIMOS SOLUCOES AMBIENTAIS LTDA,0.25,8758.64,0.18475014385795058,1.0,0.0,1,0
1852323,MOINHO GERACAO E COMERCIO DE ENERGI,0.6,10789.5,0.1475323230918949,1.0,0.0,1,0
1851596,TECNOSONDA S A,0.38,11670.605263157895,0.18871298336125625,5.0,0.0,5,0
69805,FRIGORIFICO NORDESTE ALIMENTOS LTDA,2.9,12029.24827586207,0.18755149087769407,2.1666666666666665,0.0,8,0
69789,GUIDONI BRASIL S/A,8.8,9696.977272727272,0.1990616804205622,1.0,0.0,1,0
69694,VITAPELLI LTDA,0.94,10674.606382978725,0.21683294914456958,1.0,0.0,2,0
69683,RTK LAMINACAO DE METAIS LTDA,8.31,10891.690734055353,0.17530150000082864,1.7777777777777777,0.0,10,0
69682,M. S. AMBROGIO DO BRASIL LTDA.,4.34,15069.926267281106,0.40073280504340136,1.8888888888888888,0.0,6,0
69616,SUPERMIX CONCRETO S/A,0.2,11516.8,0.10619703389830508,1.0,0.0,1,0
70696,MARIA LIDIANE COUTO DA SILVA,1.5,10751.34,0.12155074003178519,1.0,0.0,1,0
70689,MANUEL MESSIAS MOURA,0.16,11476.5625,0.11452688904016337,1.0,0.0,2,0
70630,ROUXINOL VIAGENS E TURISMO LTDA,11.21,14759.841213202497,0.15693256444452128,2.2903225806451615,0.0,8,0
70249,VALETUR TRANSPORTES E TURISMO LTDA,5.71,11501.73905429072,0.19769583309795682,1.9565217391304348,0.0,15,0
70185,QUIMITRANS LOGISTICA & TRANSPORTES,2.9,12065.889655172416,0.15936432942338447,1.2142857142857142,0.05555555555555555,5,0
70173,TRANSPORTES COLETIVO FARROUPILHA LT,1.26,14347.595238095239,0.09542387779158831,3.857142857142857,0.0,8,0
70142,ENGARRAFAMENTO PITU LTDA,11.56,13965.440311418684,0.19852070567922583,1.0256410256410255,0.0,3,0
69997,EMFLORA SERVICOS E EMPREENDIMENTOS,0.18000000000000002,9202.777777777777,0.1412616963477211,3.0,0.0,3,0
69969,TRANSPORTES POLONI LTDA,6.9,13512.502898550725,0.10729440377655605,1.9411764705882353,0.05714285714285714,12,0
69927,PEDREIRA MURIAE LTDA,2.16,11556.032407407407,0.19011915774308993,4.7,0.0,9,0
69909,LUIZINHO TRANSPORTES E LOGISTICA LT,0.2,13406.25,0.10849790209790211,1.0,0.0,1,0
69865,IMPACTO SUSPENSOES ESPECIAIS LTDA,1.5,11543.606666666667,0.3103351292288199,3.6666666666666665,0.0,4,0
69856,METALFAMA INDUSTRIA E COMERCIO DE M,11.82,15145.098984771574,0.2716904783491133,1.096774193548387,0.0,3,0
69850,CELESTE TRANSPORTES COLETIVOS LTDA,8.52,12371.103286384978,0.17139251891333923,2.5,0.0,6,0
69848,TRANSPORTES TRAVISANI LTDA,17.44,11662.638188073393,0.12257005912739562,1.6666666666666667,0.0,8,0
1853125,J P M VEICULOS DIESEL LTDA,1.8199999999999998,10171.076923076924,0.150547015454294,2.0,0.0,4,0
71103,LIDERMAC CONSTRUCOES E EQUIPAMENTOS,1.46,16093.479452054795,0.3955320116034402,2.3333333333333335,0.0,7,0
71078,ELUS ENGENHARIA AMBIENTAL LTDA,18.3,12382.820218579234,0.20216785453811142,1.8181818181818181,0.023809523809523808,9,0
71037,INTERMARITIMA PORTOS E LOGISTICA S/,0.06,12126.500000000002,0.24858780357069227,1.0,0.0,1,0
71003,TQUIM TRANSPORTES LTDA.,9.540000000000001,11375.33962264151,0.14629351034650148,1.8333333333333333,0.02127659574468085,8,0
70960,ANTONIO CESAR BRAGA DE COUTO,0.36,11210.583333333334,0.12682212492659467,1.0,0.0,1,0
70898,COMERCIO LUBRIFICANTES PECAS LTDA,2.0,12200.645,0.20866724669064626,2.5,0.0,3,0
1770989,BOMLOG BRASIL TRANSPORTES LTDA,0.2,10641.7,0.11095031808827535,1.0,0.0,1,0
1770876,SEMENTES FORTUNA S.A.,0.30000000000000004,10440.566666666666,0.1676154231730717,2.0,0.0,2,0
1770873,J I S TERRAPLANAGEM E PAVIMENTACAO,1.19,10524.411764705883,0.13283163194014716,4.0,0.0,4,0
1770871,EXPLOFORT - EXPLOSIVOS FORTALEZA LT,2.26,11597.86725663717,0.2445719727230899,2.25,0.0,4,0
1770225,TRACOMIX CONCRETO E ARGAMASSA LTDA,10.780000000000001,10645.388682745825,0.16248693220273852,1.2692307692307692,0.0,3,0
1769951,AB AMBIENTAL JACAREI LTDA,0.06,9990.166666666666,0.33417860896548274,1.0,0.5,1,0
1769840,CONSORCIO R3 MINERACAO E CONSTRUCAO,3.35,11353.343283582088,0.08198729021893743,3.0,0.0,5,0
1769754,HEY TRANSPORTES DE CARGAS E ENCOMEN,7.2,12102.925,0.14034750093698656,4.166666666666667,0.0,10,0
1769740,COTRAMOL - COOP. DOS TRANSPORTADORE,0.6,11466.266666666668,0.05082154028628905,1.0,0.0,2,0
70742,EMPRESA GAZOMETRO DE TRANSPORTES LT,0.04,14786.75,0.12325223595448628,1.0,0.0,1,0
1851464,TERRAPLANAGEM PEREIRA E CUNHA LTDA,0.8799999999999999,13912.397727272728,0.13230841360428197,1.5,0.0,3,0
1851463,IPIRANGA MAQUINAS REDUTORAS E EQUIP,0.7000000000000001,15010.457142857142,0.16305965745784845,1.3333333333333333,0.0,6,0
1851455,MARCIA MIRANDA TRANSPORTES LTDA,4.9399999999999995,11209.473684210529,0.10070645853348455,4.333333333333333,0.17391304347826086,10,0
1851449,COSAMPA CONSTRUCOES LTDA,0.64,11241.3125,0.14601831414258787,3.0,0.0,3,0
1850928,VDA LOGISTICA MARABA LTDA,1.2000000000000002,12031.183333333332,0.20586365153884836,3.0,0.0,3,0
1850907,NOVA TRANSPORTADORA DO SUDESTE S/A,5.2,13048.71923076923,0.1532717475661478,1.0,0.0,1,0
1850895,COOPERATIVA DOS ACOUGUEIROS DE UNAI,0.6000000000000001,12728.933333333332,0.2837367886285313,1.0,0.0,1,0
1850604,SAO FRANCISCO DE AVARE EMPREENDIMEN,0.81,12697.172839506171,0.13599411164729,2.0,0.0,3,0
1850500,TRONCUS WOOD TRANSPORTES E REFLORES,5.12,12973.828125,0.1281100773793394,2.375,0.0,8,0
1850418,EMBRAPAV - EMPRESA BRASILEIRA DE PA,1.28,8804.265625,0.10861212515950189,3.0,0.0,3,0
71571,EXPRESSO PALMARES TURISMO LTDA,2.5700000000000003,13070.770428015561,0.11254862782315252,1.6666666666666667,0.0,8,0
71565,ALUISIO PEREIRA & CIA LTDA,10.57,14818.752128666034,0.14125196532737005,2.5217391304347827,0.0,19,0
71535,M S TRANSPORTES E TURISMO LTDA,6.6000000000000005,10942.769696969695,0.15851936549219992,1.0,0.0,1,0
71522,AMBIPAR ENVIRONMENTAL SOLUTIONS - S,4.75,12651.465263157894,0.1937173576399555,3.25,0.0,5,0
71295,VITOR BALDASSO,8.1,13214.99135802469,0.1278517112486259,1.3793103448275863,0.0,7,0
71269,RODOVIARIO CAMILO DOS SANTOS FILHO,0.2,11119.749999999998,0.09892308729962455,1.0,0.0,1,0
1769634,CONSORCIO RIACHO DOS MACHADOS,10.27,12340.782862706914,0.12473670473309735,3.0,0.0,5,0
1769536,GRID SERVICOS EM ENERGIA LTDA,4.2,9347.530952380954,0.1541400160928669,1.0,0.0,1,0
1769526,EXPRESSO PLANALTO TRANSPORTE E LOGI,0.17,15054.235294117647,0.1474863434952837,1.2,0.0,4,0
1769520,FERTICEL INDUSTRIA DE FERTILIZANTES,1.3800000000000001,11177.1884057971,0.15461421165780198,1.1666666666666667,0.0,5,0
1769338,ECO MUNDI SOLUCOES AMBIENTAIS LTDA,1.4000000000000001,14354.357142857141,0.13922999985071732,2.5,0.0,5,0
1769329,VILASA CONSTRUTORA S/A.,3.8,10560.107894736844,0.12460124884090847,1.3333333333333333,0.0,3,0
1769328,VALFRIDO DA LUZ,0.1,10435.8,0.1768431744571571,3.0,0.0,3,0
1769242,COOPERATIVA DOS TRANSPORTADORES AUT,0.45,10612.066666666666,0.07981480201782878,2.0,0.0,2,0
1768957,IRMAOS DALACORTE LTDA,1.0,13352.27,0.17527356771545213,2.25,0.0,3,0
1768566,"ARMAC LOCACAO, LOGISTICA E SERVICOS",1.21,11394.322314049587,0.08306079655446784,6.0,0.3333333333333333,8,0
1768560,VIACAO LEAO - SERVICOS DE TRANSPORT,0.43000000000000005,14443.441860465115,0.2756541956758358,2.0,0.0,2,0
1768483,"SO O'RINGS COMERCIO, IMPORTACAO E E",0.6000000000000001,8942.833333333332,0.19980244888830906,1.0,0.0,1,0
71691,ADRIJOIVE TRANSPORTES URBANOS LTDA,16.26,12471.695571955717,0.1439443912777257,2.5652173913043477,0.0,10,0
71640,TB TRANSPORTES BLANCO - EM RECUPERA,1.4,8812.292857142857,0.03370129875393221,2.0,0.0,2,0
1851497,PAVIDEZ ENGENHARIA LTDA,3.8000000000000003,13167.792105263157,0.12336140754924146,5.333333333333333,0.18604651162790697,9,0
1851477,FX MINAS CONSTRUCOES E EMPREENDIMEN,2.19,13690.02283105023,0.13916510874332705,1.75,0.0,3,0
72481,SANTA BRANCA TRANSPORTES LTDA,0.52,13933.576923076922,0.10139728878497707,2.5,0.09090909090909091,10,0
72461,AUTO LOTACAO PRINCESA DO NORTE LTDA,4.32,13087.074074074075,0.10326789085074048,1.7857142857142858,0.037037037037037035,12,0
72402,JOSE MARIA RODRIGUES & FILHOS LTDA,0.89,12004.202247191011,0.1606291429780208,4.5,0.0,8,0
72362,VIACAO BASSAMAR LTDA,9.59,14917.442127215849,0.16430479691946506,2.142857142857143,0.0,6,0
72247,COOPERATIVA DOS TRANSPORTADORES DE,2.08,13166.788461538461,0.10500779204087207,1.75,0.0,4,0
72181,VIACAO GETULIO VARGAS LTDA,7.3,12263.699999999999,0.17488185703637454,1.8181818181818181,0.0,9,0
72099,EXPRESSO FLOR DE MINAS LTDA,0.45,12444.244444444445,0.12464307462084212,3.0,0.0,5,0
72081,LENARGE TRANSPORTES E SERVICOS LTDA,6.4799999999999995,11022.543209876545,0.024512615000011194,1.8333333333333333,0.0,6,0
72041,CIDADE BH TRANSPORTES LTDA.,10.38,12132.105973025047,0.15552151229170583,1.8695652173913044,0.0,6,0
72035,SAO DIMAS TRANSPORTES LTDA,3.3600000000000003,11874.229166666664,0.1405620064059296,1.8181818181818181,0.0,7,0
72003,"HYTEC CONSTRUCOES, TERRAPLENAGEM E",3.99,10908.426065162907,0.11500847106763941,1.8333333333333333,0.0,6,0
71822,TRANSPORTE FABIO S LTDA,14.86,11699.452893674294,0.10568116775312507,2.4285714285714284,0.05263157894736842,7,0
71778,TCS TERRAPLENAGEM LTDA,4.38,11068.64611872146,0.1586151759041284,1.75,0.0,3,0
71748,ARISMILDO GONZAGA DE OLIVEIRA,11.84,11292.130067567568,0.15913147176616815,2.857142857142857,0.0,13,0
1769643,GLOBAL MANUTENCAO E MECANICA LTDA,1.02,10993.186274509802,0.16207989797601904,2.125,0.0,4,0
1769637,"ARMAC LOCACAO, LOGISTICA E SERVICOS",3.8,11894.926315789475,0.09436553223046006,8.0,0.0,11,0
1850066,MR PARNAIBA LOTEAMENTO E EMPREENDIM,2.38,12024.844537815126,0.16891673506497226,1.5,0.0,4,0
1850061,BRAGO FLORESTAL LTDA,0.30000000000000004,11810.266666666665,0.1724488298316719,2.0,0.0,2,0
1849777,UTM JABOATAO DOS GUARARAPES LTDA,1.8,9100.188888888888,0.09930685199452514,2.0,0.0,3,0
1849596,TUCANO SERVICOS DE APOIO A OLEO E G,1.3800000000000001,14511.41304347826,0.17185823252562324,2.25,0.0,5,0
1849310,JANE APARECIDA LETKI RUDNICKLTDA,2.27,10019.25550660793,0.13459105836294957,2.5,0.0,4,0
1849304,"ARMAC LOCACAO, LOGISTICA E SERVICOS",1.56,13183.5,0.20454667012864758,1.5,0.0,2,0
73022,BAESA-ENERGETICA BARRA GRANDE S/A,3.0,13315.413333333332,0.09375200269161754,1.25,0.0,3,0
72987,JANIO PESSOA DO NASCIMENTO,1.6,14487.962499999998,0.1788553773520604,1.0,0.0,2,0
72948,EXPRESSO SAO GERALDO LTDA,1.12,12684.812499999998,0.195350316991847,1.6,0.0,3,0
72822,SOLOTEST APARELHOS PARA MECANICA DO,0.76,13057.63157894737,0.25244059735182084,2.6,0.0,5,0
72776,TOMBINI & CIA. LTDA.,3.0,13225.38,0.1259154746404262,1.0,0.0,1,0
72554,COOPERATIVA DOS TRANSPORTADORES DE,1.7000000000000002,10845.611764705882,0.08568171241933577,1.3333333333333333,0.0,3,0
72530,ASTRA S A INDUSTRIA E COMERCIO,10.16,12043.897637795275,0.23268407891080858,1.5833333333333333,0.0,4,0
72529,ARFRIO S/A ARMAZENS GERAIS FRIGORIF,1.4000000000000001,10630.535714285714,0.22365288673128284,1.0,0.0,1,0
72525,GRECA DISTRIBUIDORA DE ASFALTOS LTD,6.0,10245.896666666666,0.21244602310713656,1.0,0.0,2,0
72494,VIACAO RIO GUAMA LTDA,10.540000000000001,12729.223908918404,0.12722886167451342,3.05,0.0,14,0
74007,ADEMIR COMERCIO DE VEICULOS E TRANS,15.21,12614.845496383956,0.07874606898981508,2.4516129032258065,0.0,9,0
73893,HP MOBILIDADE LTDA.,12.85,12397.768093385215,0.12106346240806992,1.8484848484848484,0.015151515151515152,11,0
73793,J.L.I TRANSPORTES LTDA,10.01,12858.42857142857,0.1317156551633104,2.45,0.0,7,0
73753,MASTROTTO BRASIL S/A,0.1,12647.0,0.12939827627105244,2.0,0.0,2,0
73654,PAVSANTOS CONSTRUTORA LTDA,0.4,10172.875,0.13762087905336495,1.0,0.0,1,0
73533,RIMA AGROFLORESTAL LTDA,0.15000000000000002,14958.066666666664,0.14344099727683166,1.2,0.0,4,0
73400,TRANSPORTADORA TRANSBABI LTDA,0.24000000000000002,14933.333333333332,0.19483537946428572,2.0,0.0,2,0
73142,VIACAO GATO PRETO LTDA,6.75,11295.597037037036,0.08904931557730525,1.8,0.0,7,0
73108,LAGUNA AUTO ONIBUS LTDA,10.4,11166.7125,0.13156272062373567,1.619047619047619,0.0,10,0
73077,CIPLAN CIMENTO PLANALTO SA,0.4,9888.375,0.1516882197529928,1.0,0.0,1,0
73055,LOK EQUIPAMENTOS E SERVICOS LTDA,2.4,10875.045833333334,0.19310148501289842,1.0,0.0,1,0
73036,CIPLAN CIMENTO PLANALTO SA,7.59,11511.68906455863,0.17366835245197296,2.0,0.0,8,0
1850248,VALLE SUL SERVICOS E MINERACAO LTDA,0.08,11184.0,0.18504113018597998,1.0,0.0,1,0
1850224,M1 TRANSPORTES LTDA,1.2000000000000002,11806.70833333333,0.13663277585835737,1.0,0.2,2,0
1850073,NEURITUR TRANSPORTES LTDA,1.6400000000000001,13498.536585365851,0.06656006071118821,1.3333333333333333,0.0,6,0
1850069,CALHEIROS E VELASQUEZ LTDA,1.34,14575.89552238806,0.153196598350374,1.6,0.15384615384615385,5,0
1767458,MARIA LUIZA CONSTRUCOES E EMPREENDI,1.81,14645.270718232045,0.2752975146314651,2.0,0.0,8,0
74935,MILDO ALVES ADMINISTRACAO COMERCIO,0.1,14809.2,0.10555600572617022,1.5,0.0,3,0
74794,TRANSPORTADORA TRANS VARZEA LTDA,7.48,15076.491978609625,0.16006016023812972,3.8,0.0,19,0
74713,VIACAO TINDIQUERA LTDA,0.16,11732.124999999998,0.22387248686832098,1.0,0.0,1,0
74561,TRANSPORTADORA JOLIVAN LTDA,17.92,12796.515624999998,0.103582186766452,2.3,0.07692307692307693,8,0
74542,LOURENCO TRANSPORTE E COMERCIO LTDA,0.22,9970.0,0.10030090270812436,2.0,0.0,2,0
74452,EXPRESSO FENIX VIACAO LTDA,10.46,12508.820267686422,0.15368360344738774,2.4615384615384617,0.030303030303030304,18,0
74369,TATUZAO TRANSPORTES RODOVIARIO LTDA,6.34,12522.220820189275,0.1692559649168771,2.4615384615384617,0.0,12,0
74310,LINAVE TRANSPORTES LTDA,1.38,13999.521739130436,0.09095755859154608,1.5,0.0,3,0
74308,EMPRESA RODOVIARIA PIRACICABANA LTD,0.6000000000000001,13015.266666666665,0.16902458138903545,3.0,0.0,3,0
74304,EXPRESSO FENIX VIACAO LTDA,0.2,13047.699999999999,0.11356790852027561,1.0,0.0,1,0
74302,EXPRESSO FENIX VIACAO LTDA,2.4000000000000004,13167.337499999998,0.21556433358933294,1.5,0.0,3,0
74271,ALDORO INDUSTRIA DE POS E PIGMENTOS,2.74,11485.412408759123,0.21448215969288878,1.8571428571428572,0.0,6,0
74231,TRANSPORTADORA ELOS DE OURO LTDA,10.48,12433.454198473282,0.1709963577089022,2.1666666666666665,0.0,7,0
74124,"COMERCIO, INDUSTRIA E TRANSPORTE LO",3.06,11058.392156862745,0.21879665518867758,2.2222222222222223,0.0,4,0
74080,STN - SISTEMA DE TRANSMISSAO NORDES,0.18,13975.500000000002,0.2657865550427534,1.0,0.0,1,0
75637,REV.DE PROD.AVIACAO ITAIPU LTDA,0.08,12863.499999999998,0.10914603335017686,1.0,0.0,1,0
75506,TRANSPORTADORA SILVA COUTO LTDA,15.97,15109.17845961177,0.25357603795343414,3.0277777777777777,0.0,8,0
75493,TRANSPORTES COLETIVOS PEROLA DO OES,2.0,12414.02,0.18626762321955337,1.0,0.0,1,0
75330,COOP.DE TRANSP.AUTONOMOS DE BENS DE,7.0200000000000005,13132.341880341879,0.24000000433891058,3.3333333333333335,0.0,11,0
75284,CIVIL INDUSTRIAL E COMERCIAL LTDA.,0.8,10894.074999999999,0.166053565814445,1.0,0.0,1,0
75185,VIACAO RESENDENSE INTERMUNICIPAL LT,0.52,12935.134615384615,0.09767077444110926,3.25,0.0,5,0
1768470,M4 CONSTRUCOES LTDA.,0.65,13571.892307692307,0.2578201781283263,1.0,0.3333333333333333,4,0
1768462,VIACAO JEQUIE CIDADE SOL LTDA,10.0,14044.314999999999,0.1308321552172534,1.9565217391304348,0.021739130434782608,7,0
1767855,M4 CONSTRUCOES LTDA.,1.8399999999999999,10612.222826086958,0.15185934594491893,1.6666666666666667,0.0,5,0
1767854,"ARMAC LOCACAO, LOGISTICA E SERVICOS",2.01,10341.014925373136,0.0783971857223133,3.5,0.0,13,0
1767846,"ARMAC LOCACAO, LOGISTICA E SERVICOS",3.8,10203.007894736842,0.05305014542925035,3.75,0.0,10,0
1767824,COCAMAR COOPERATIVA AGROINDUSTRIAL,0.4,9932.874999999998,0.12081094345796158,2.0,0.0,2,0
1767543,CONVEM MINERACAO LTDA,0.98,14864.306122448981,0.1770217930640584,1.5,0.0,2,0
1767534,RIALMA TRANSMISSORA DE ENERGIA V S.,1.69,9443.69822485207,0.13466166661967374,5.0,0.0,10,0
1767471,CONSTRUTORA CONTORNO LTDA,14.200000000000001,10273.098591549295,0.1379933231878693,2.7222222222222223,0.0196078431372549,12,0
1767467,PRIME SEAFOOD LTDA,0.2,13960.3,0.350601348108565,1.0,0.0,1,0
77269,EXPRESSO SERRANO LTDA,1.2,9666.383333333333,0.13846612745545991,2.0,0.0,2,0
76980,VIACAO PENHA RIO LTDA,7.8,9633.433333333334,0.10195262812017655,1.6666666666666667,0.0,4,0
76950,AVINE COMERCIAL E AVICOLA DO NORDES,0.95,12604.652631578949,0.15894966102742344,1.0,0.0,1,0
76925,TRANS NEW ABC TRANSPORTADORA LTDA,1.02,13794.676470588234,0.2661185723108588,1.2,0.0,3,0
76904,A PAULA DA SILVA TRANSPORTES,0.2,10277.95,0.019429944687413343,1.0,0.0,1,0
76693,PEF COMERCIO E TRANSPORTE LTDA,5.99,13472.13021702838,0.12806937366276216,2.85,0.0,16,0
76531,METROL EQUIPAMENTOS DE SINALIZACAO,3.0,9808.043333333333,0.2048057155810554,1.0,0.0,1,0
76309,D.C.A. TRANSPORTES E SERVICOS LTDA,6.08,13984.779605263157,0.21324710863996174,3.9375,0.0,9,0
76270,EMPREMON EQUIP.LTDA,9.950000000000001,10635.970854271356,0.15190567403249294,2.347826086956522,0.0,13,0
76145,MALIBU TRANSPORTES LTDA,13.81,12414.418537291816,0.14938937182197803,3.260869565217391,0.0,12,0
76003,ELO'S - TRANSPORTES RODOVIARIOS DE,8.46,11676.367612293143,0.13005062558417738,2.0,0.0,11,0
75957,HISAMITSU FARMACEUTICA DO BRASIL LT,0.04,14169.25,0.2470137798401468,1.0,0.0,1,0
75822,PEDREIRA SANTA ISABEL LTDA.,1.0,12655.960000000001,0.10091925069295414,1.1666666666666667,0.0,6,0
75773,VIACAO GUAJARA LTDA,3.5700000000000003,12485.955182072828,0.1303568872678456,1.6666666666666667,0.0,8,0
75756,2 BATALHAO DE ENGENHARIA DE CONSTRU,5.4,11595.883333333331,0.09992866242282342,3.0,0.0,4,0
75673,SANTINI TRANSPORTES E CENTRO DE DES,0.5700000000000001,14524.333333333334,0.13914942498191177,1.0,0.3333333333333333,2,0
1791511,EXPRESSOLIMA TRANSPORTES LTDA,1.6,11169.5375,0.2882331743816608,2.0,0.0,3,0
1791508,"ARMAC LOCACAO, LOGISTICA E SERVICOS",0.76,10780.842105263158,0.1349274541584487,1.75,0.125,5,0
1791178,VIVIANE DE SA SOUSA GOMES,0.44,12554.477272727274,0.15559823822359642,4.0,0.0,6,0
1791173,"ARMAC LOCACAO, LOGISTICA E SERVICOS",0.06,12367.5,0.09527659861195338,2.0,0.3333333333333333,2,0
1790928,HLA TRANSPORTES LTDA,1.87,9915.197860962568,0.28394912579511167,3.25,0.0,8,0
1790915,CENTRAIS ELETRICAS BRASILEIRAS SA E,12.2,11724.918852459017,0.21726453278260305,1.0,0.0,2,0
1790888,CENTRAIS ELETRICAS BRASILEIRAS SA E,15.62,11043.572343149808,0.08360863672358242,1.2,0.0,2,0
1790887,MINERAJIL LOCACOES E COMERCIO LTDA,0.04,11320.0,0.19147526501766785,1.0,0.0,1,0
1790547,RESIDENCIAL PARK DOS BURITIS IV RED,4.6000000000000005,12812.602173913043,0.15249931410939332,1.1666666666666667,0.0,2,0
1790543,CENTRAIS ELETRICAS BRASILEIRAS SA E,0.4,15484.5,0.2214504827408053,1.0,0.0,1,0
1790527,CONSORCIO PONTE RIO TOCANTINS,0.2,14338.499999999998,0.3249782055305646,1.0,0.0,1,0
1790508,TRANSPORTADORA CARGOBLUE LTDA,2.63,8912.74524714829,0.10935209628455342,1.0,0.0,1,0
1790503,EMPRESA BRASILEIRA DE SERVICOS E PE,7.28,12677.041208791208,0.1948079107272535,2.4444444444444446,0.0,13,0
