Código Cliente,nome_cliente,transacoes,meses_ativos,produtos,volume_total,segmento_b2b,receita_liquida_total,lucro_reposicao_total,volume_medio,volume_std,ultima_compra,preco_liquido_ponderado,margem_pct_ponderada,frequencia_mensal,cv_volume,registros_totais,devolucoes,ajustes,inconsistencias,taxa_devolucao,taxa_ajuste,taxa_inconsistencia,recencia_dias,concentracao_familia,intensidade_desconto,frequencia_mensal_corrigida,cnpj_14,cnae_codigo,cnae_descricao,cnae_divisao,cnae_divisao_nome,estado_cliente,frete_por_m3
1836218,MASSA FORT CONCRETOS ESPECIAIS LTDA,4,2,3,0.52,CONSTRUÇÃO E CIMENTO,5344.0,922.04,0.13,0.06831300510639732,2025-11-01,10276.923076923076,0.17253742514970058,2.0,0.5254846546645947,4,0,0,0,0.0,0.0,0.0,314,0.6923076923076923,0.18397284796643254,1.0,08419352001240,4399199,Serviços especializados para construção não especificados anteriormente,43,Serviços especializados para construção,Bahia,734.7307692307692
1836220,MASSA FORT CONCRETOS ESPECIAIS LTDA,6,1,6,0.44,CONSTRUÇÃO E CIMENTO,5083.889999999999,916.0,0.07333333333333333,0.06889605697474034,2025-09-01,11554.295454545454,0.18017699045416014,6.0,0.9394916860191864,6,0,0,0,0.0,0.0,0.0,350,0.4545454545454546,0.16015742701649813,1.0,08419352001755,4399199,Serviços especializados para construção não especificados anteriormente,43,Serviços especializados para construção,Paraíba,733.2727272727273
1836222,MASSA FORT CONCRETOS ESPECIAIS LTDA,4,2,3,0.32,CONSTRUÇÃO E CIMENTO,4211.57,686.3199999999999,0.08,0.06324555320336758,2025-10-01,13161.156249999998,0.1629606061397531,2.0,0.7905694150420948,4,0,0,0,0.0,0.0,0.0,349,0.5625,0.1552140881020291,1.0,08419352001593,4399199,Serviços especializados para construção não especificados anteriormente,43,Serviços especializados para construção,Pernambuco,1637.2872318840537
1836228,COMERCIAL AREIA PRETA LTDA,2,1,2,0.39,OUTROS,5239.139999999999,786.0,0.195,0.007071067811865481,2025-09-01,13433.692307692305,0.15002462236168534,2.0,0.036261886214694776,2,0,0,0,0.0,0.0,0.0,373,0.5128205128205129,0.17932970098459752,2.0,16817108000101,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Minas Gerais,543.4102564102565
1836229,MASSA FORT CONCRETOS ESPECIAIS LTDA,1,1,1,0.2,CONSTRUÇÃO E CIMENTO,1996.15,360.0,0.2,,2025-10-01,9980.75,0.1803471682989755,1.0,,1,0,0,0,0.0,0.0,0.0,316,1.0,0.1625704785311551,1.0,08419352002131,4399199,Serviços especializados para construção não especificados anteriormente,43,Serviços especializados para construção,Bahia,967.8499999999999
1836320,CONSORCIO MONTE ALEGRE,11,3,8,2.8200000000000003,CONSTRUÇÃO E CIMENTO,33276.68,2221.5699999999997,0.2563636363636364,0.1493501072830366,2025-11-01,11800.241134751772,0.06676056625841278,3.6666666666666665,0.5825713404657455,11,0,0,0,0.0,0.0,0.0,295,0.42553191489361697,0.23154697744017652,1.3333333333333333,59499919000114,4211101,Construção de rodovias e ferrovias,42,Obras de infraestrutura,Piauí,922.1312056737587
1836402,MASSA FORT CONCRETOS ESPECIAIS LTDA,2,1,2,0.36,CONSTRUÇÃO E CIMENTO,3610.2,477.69,0.18,0.16970562748477142,2025-09-01,10028.333333333334,0.13231676915406348,2.0,0.9428090415820635,2,0,0,0,0.0,0.0,0.0,372,0.8333333333333334,0.2364568345323741,1.0,08419352001674,4399199,Serviços especializados para construção não especificados anteriormente,43,Serviços especializados para construção,Bahia,1165.5555555555557
1836403,MASSA FORT CONCRETOS ESPECIAIS LTDA,3,1,3,0.34,OUTROS,3798.9900000000002,590.0,0.11333333333333334,0.08082903768654762,2025-10-01,11173.5,0.1553044361790897,3.0,0.7131973913518906,3,0,0,0,0.0,0.0,0.0,316,0.5882352941176471,0.16470084620735517,1.0,08419352002484,4399199,Serviços especializados para construção não especificados anteriormente,43,Serviços especializados para construção,Rio Grande do Norte,780.9411764705882
1836410,MASSA FORT CONCRETOS ESPECIAIS LTDA,3,1,3,0.14,OUTROS,1629.2,287.0,0.04666666666666667,0.030550504633038933,2025-10-01,11637.142857142857,0.17616007856616744,3.0,0.6546536707079771,3,0,0,0,0.0,0.0,0.0,316,0.5714285714285714,0.13712430862158295,2.0,08419352001160,4399199,Serviços especializados para construção não especificados anteriormente,43,Serviços especializados para construção,Bahia,1043.5
1836498,MASSA FORT CONCRETOS ESPECIAIS LTDA,3,1,3,0.30000000000000004,CONSTRUÇÃO E CIMENTO,3492.59,650.0,0.10000000000000002,0.0,2025-10-01,11641.966666666665,0.1861083035798648,3.0,0.0,3,0,0,0,0.0,0.0,0.0,329,0.6666666666666666,0.18302003718240034,1.0,08419352002301,4399199,Serviços especializados para construção não especificados anteriormente,43,Serviços especializados para construção,Bahia,753.7333333333332
1836502,MASSA FORT CONCRETOS ESPECIAIS LTDA,8,3,6,0.58,CONSTRUÇÃO E CIMENTO,7644.16,1792.94,0.0725,0.039910614413425693,2025-10-01,13179.586206896553,0.2345502972203617,2.6666666666666665,0.5504912332886303,8,0,0,0,0.0,0.0,0.0,314,0.48275862068965525,0.0797291647200617,1.5,08419352001089,4399199,Serviços especializados para construção não especificados anteriormente,43,Serviços especializados para construção,Bahia,1001.0517241379312
1836530,BRASIL LOGISTICA TRANSPORTE INTEGRA,6,2,4,0.56,TRANSPORTE DE CARGAS,6147.27,772.39,0.09333333333333334,0.08262364471909156,2025-10-01,10977.267857142857,0.12564764521486774,3.0,0.8852533362759809,6,0,0,0,0.0,0.0,0.0,329,0.7142857142857143,0.2106560258669964,1.0,21642529000260,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Pará,439.2678571428571
1836783,JOSIMIX USINAGEM DE CONCRETO LTDA,4,3,3,0.14,CONSTRUÇÃO E CIMENTO,1740.82,230.27,0.035,0.019148542155126763,2026-04-01,12434.42857142857,0.1322767431440356,1.3333333333333333,0.5471012044321932,4,0,0,0,0.0,0.0,0.0,163,0.857142857142857,0.24991984953085258,1.0,37325767000109,2330305,Preparação de massa de concreto e argamassa para construção,23,Produtos de minerais não-metálicos,Minas Gerais,655.0714285714286
1836791,CONSTRUTORA LANCELLOTI LTDA,19,3,15,13.09,CONSTRUÇÃO E CIMENTO,162010.52,28288.63,0.6889473684210526,0.6645708284034986,2025-11-01,12376.663101604277,0.17460983397868238,6.333333333333333,0.9646177035650476,20,1,0,0,0.05,0.0,0.0,321,0.3170359052711994,0.2532536881149088,2.0,20658296000140,4110700,Incorporação de empreendimentos imobiliários,41,Construção de edifícios,São Paulo,629.5584415584416
1836798,MACRO CONCRETEIRA ITUIUTABA LTDA,9,8,2,1.5,CONSTRUÇÃO E CIMENTO,15783.95,3031.92,0.16666666666666666,0.07937253933193772,2026-08-01,10522.633333333333,0.19208879906487286,1.125,0.4762352359916263,9,0,0,0,0.0,0.0,0.0,28,0.96,0.2115825339344756,1.375,40289239000148,2330305,Preparação de massa de concreto e argamassa para construção,23,Produtos de minerais não-metálicos,Minas Gerais,641.4333333333333
1836866,PEDREIRA VARGEM GRANDE LTDA,3,1,3,0.46,MINERAÇÃO,5395.69,1493.18,0.15333333333333335,0.21385353243127253,2025-09-01,11729.760869565216,0.27673569089402844,3.0,1.3946969506387337,3,0,0,0,0.0,0.0,0.0,363,0.8695652173913043,0.0651706498998043,4.0,43817093000154,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,08,Extração de minerais não-metálicos,Minas Gerais,830.2826086956521
1836868,ECO FORTE BIOENERGIA LTDA,14,2,12,9.4,OUTROS,168841.66,29213.3,0.6714285714285715,0.8287419301647447,2026-08-01,17961.878723404254,0.1730218714978282,7.0,1.234296491734726,14,0,0,0,0.0,0.0,0.0,2,0.5531914893617021,0.20447636705282982,1.3333333333333333,13096055000350,1610203,Serrarias com desdobramento de madeira em bruto,16,Fabricação de produtos de madeira,Amapá,1206.3691489361702
1837239,BRASIL WEB TRANSPORTES E LOGISTICA,1,1,1,0.08,TRANSPORTE DE CARGAS,849.64,139.24,0.08,,2025-11-01,10620.5,0.16388117320276824,1.0,,1,0,0,0,0.0,0.0,0.0,288,1.0,0.18117021276595746,1.0,40261035003467,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Espírito Santo,519.0
1837240,SANCETUR - SANTA CECILIA TURISMO LT,6,2,6,1.33,OUTROS,21197.19,3688.04,0.22166666666666668,0.19538850187937537,2026-07-01,15937.736842105262,0.17398721245599064,3.0,0.8814518881776332,6,0,0,0,0.0,0.0,0.0,68,0.3007518796992481,0.17594520081778714,1.5,69144434002458,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",49,Transporte terrestre,Rio de Janeiro,0.0
1837246,VANGUARDA CONSTRUCOES E SERVICOS DE,4,1,4,1.2,OUTROS,13595.08,1436.42,0.3,0.19999999999999998,2025-09-01,11329.233333333334,0.10565734074385734,4.0,0.6666666666666666,4,0,0,0,0.0,0.0,0.0,355,0.5,0.19992897575563387,1.0,38848107000671,4299599,Outras obras de engenharia civil não especificadas anteriormente,42,Obras de infraestrutura,Alagoas,1022.95
1837274,DIARIOS DO PARA LTDA,2,1,2,0.19,OUTROS,2542.5299999999997,347.09,0.095,0.007071067811865481,2026-02-01,13381.736842105262,0.136513630124325,2.0,0.07443229275647875,2,0,0,0,0.0,0.0,0.0,219,0.5263157894736842,0.19778945785919141,1.0,04218335000131,5822101,Edição integrada à impressão de jornais diários,58,Edição e edição integrada à impressão,Pará,304.9473684210526
1837277,SISA SALVACAO EMPREENDIMENTOS IMOBI,2,1,2,0.79,OUTROS,11077.12,1719.41,0.395,0.28991378028648446,2025-09-01,14021.67088607595,0.15522175439103306,2.0,0.7339589374341379,2,0,0,0,0.0,0.0,0.0,356,0.7594936708860759,0.1252977892919284,1.0,15748239000111,6810201,Compra e venda de imóveis próprios,68,Atividades imobiliárias,Pará,1637.2872318840537
1837459,CENTRAIS ELETRICAS DO NORTE DO BRAS,5,2,3,14.4,OUTROS,207981.69999999998,35179.649999999994,2.88,4.262862887778588,2025-10-01,14443.17361111111,0.16914781444713645,2.5,1.4801607249231208,5,0,0,0,0.0,0.0,0.0,343,0.9166666666666666,0.25661476920575443,2.5,00357038003646,3511501,Geração de energia elétrica,35,"Eletricidade, gás e outras utilidades",Pará,1268.561111111111
1837765,CONSAG CS S.A,50,5,23,48.74,OUTROS,654907.61,80798.92,0.9748,1.3660642707562245,2026-03-01,13436.75851456709,0.12337453217256095,10.0,1.4013790221134843,51,0,0,0,0.0,0.0,0.0,173,0.3652031185884284,0.21355160762318431,1.2,39978755000281,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",77,Aluguel de máquinas e equipamentos,Mato Grosso,1132.7589249076732
1837792,TRANSRADAR LTDA,8,3,7,0.76,TRANSPORTE DE CARGAS,10659.1,1693.4,0.095,0.06654751256486924,2026-03-01,14025.131578947368,0.15886894765974613,2.6666666666666665,0.7005001322617814,8,0,0,0,0.0,0.0,0.0,191,0.5263157894736842,0.20179796004687317,1.0,02325282000122,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Minas Gerais,191.71052631578945
1837808,VEIGA & SANTOS IMPORT. EXPORT. DE H,15,7,10,7.01,TRANSPORTE DE CARGAS,96137.97,9196.86,0.4673333333333333,0.3950672034453065,2026-06-01,13714.403708987162,0.0956631391322284,2.142857142857143,0.8453649146475888,15,0,0,0,0.0,0.0,0.0,83,0.48502139800285304,0.27853344753387627,1.1666666666666667,31499115000104,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Rio Grande do Sul,1349.2610556348075
1837816,CONSTRUMIX TERRAPLENAGEM LTDA,5,1,5,7.199999999999999,OUTROS,69471.68000000001,8142.21,1.44,2.329806858947754,2025-09-01,9648.844444444447,0.11720185836876262,5.0,1.6179214298248292,9,0,0,0,0.0,0.0,0.0,344,0.7777777777777778,0.2431592420793521,2.0,11427268000120,4313400,Obras de terraplenagem,43,Serviços especializados para construção,Pará,0.0
1837849,SANCAR PONTUAL LTDA,2,1,2,0.48,COMÉRCIO,5809.18,1254.96,0.24,0.0,2025-08-01,12102.458333333334,0.21603048967324132,2.0,0.0,2,0,0,0,0.0,0.0,0.0,376,0.5,0.16477555198128385,1.0,35478685000403,4511104,Comércio por atacado de caminhões novos e usados,45,Comércio e reparação de veículos automotores,Rio de Janeiro,223.91666666666666
1837858,JSL S.A.,2,2,1,0.22,SERVIÇOS,2858.5299999999997,407.78999999999996,0.11,0.014142135623730944,2025-10-01,12993.31818181818,0.1426572399100237,1.0,0.12856486930664493,2,0,0,0,0.0,0.0,0.0,334,1.0,0.19859991283504033,1.0,52548435022652,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Rio de Janeiro,318.0909090909091
1837868,INDUSTRIA DE URNAS GAUCHA LTDA,7,4,4,0.30000000000000004,OUTROS,4764.5599999999995,646.21,0.042857142857142864,0.011126972805283736,2026-08-01,15881.866666666663,0.13562847356314123,1.75,0.25962936545662046,7,0,0,0,0.0,0.0,0.0,15,0.6666666666666666,0.2904248793782685,1.25,19843524000172,1629301,"Fabricação de artefatos diversos de madeira, exceto móveis",16,Fabricação de produtos de madeira,Rio Grande do Sul,1268.033333333333
1837875,R&D MINERACAO E CONSTRUCAO LTDA,49,4,21,63.04,CONSTRUÇÃO E CIMENTO,843422.77,60998.0,1.2865306122448978,1.05352889341095,2025-11-01,13379.168305837564,0.07232197442333695,12.25,0.8188914304748818,49,0,0,0,0.0,0.0,0.0,312,0.1967005076142132,0.27291464388119946,12.25,22192546000477,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Bahia,1100.8178934010152
1837972,"ARMAC LOCACAO, LOGISTICA E SERVICOS",2,1,2,0.04,SERVIÇOS,609.7,49.24,0.02,0.0,2025-08-01,15242.5,0.08076103001476136,2.0,0.0,2,0,0,0,0.0,0.0,0.0,404,0.5,0.24465904706790123,2.0,00242184001682,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",77,Aluguel de máquinas e equipamentos,Pará,1126.5
1837974,CENTRAL DE GERENCIAMENTO AMBIENTAL,3,1,3,0.31,SERVIÇOS,4397.6900000000005,535.2,0.10333333333333333,0.005773502691896261,2025-12-01,14186.096774193551,0.12170025627090586,3.0,0.055872606695770266,3,0,0,0,0.0,0.0,0.0,279,0.3548387096774194,0.20052706836924714,1.0,13796559000111,3821100,Tratamento e disposição de resíduos não-perigosos,38,Coleta e tratamento de resíduos,Goiás,803.1935483870968
1838232,JOTA ELE CONSTRUCOES CIVIS S/A,9,5,7,1.82,CONSTRUÇÃO E CIMENTO,23016.64,4067.21,0.20222222222222222,0.1316033603083312,2026-01-01,12646.505494505494,0.1767073734480793,1.8,0.6507858476785608,9,0,0,0,0.0,0.0,0.0,251,0.43956043956043955,0.16409565688860667,1.8,77591402002003,4120400,Construção de edifícios,41,Construção de edifícios,São Paulo,278.6098901098901
1838233,TRANSPORTADORA RORATO LTDA,31,9,10,6.8100000000000005,TRANSPORTE DE CARGAS,88297.70999999999,13599.82,0.21967741935483873,0.14372389898616356,2026-06-01,12965.889867841408,0.15402234100974987,3.4444444444444446,0.6542497604362805,31,0,0,0,0.0,0.0,0.0,1,0.3524229074889868,0.1888830957239577,1.0,79469714000101,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Paraná,574.9603524229075
1838316,PH COMERCIO DE PECAS E LUBRIFICANTE,148,13,69,47.44,OUTROS,669983.67,66270.31,0.32054054054054054,0.5407236066175097,2026-09-01,14122.758642495786,0.0989133212754275,11.384615384615385,1.6869117575757049,149,0,0,0,0.0,0.0,0.0,26,0.24451939291736932,0.2885025721100312,5.75,53640248000183,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,45,Comércio e reparação de veículos automotores,Mato Grosso do Sul,0.0
1838437,ACO VERDE DO BRASIL S/A,1,1,1,0.19,OUTROS,4968.79,57.9,0.19,,2026-08-01,26151.526315789473,0.011652736380487,1.0,,1,0,0,0,0.0,0.0,0.0,19,1.0,0.21280400411554068,1.0,07636657002213,0210108,Produção de carvão vegetal - florestas plantadas,02,Produção florestal,Minas Gerais,962.421052631579
1838456,EXTRAFRUTI S/A - COMERCIO DE HORTIF,1,1,1,0.1,OUTROS,1325.23,250.0,0.1,,2025-12-01,13252.3,0.18864649909826972,1.0,,1,0,0,0,0.0,0.0,0.0,275,1.0,0.19921564169603273,1.0,06175064000703,4633801,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",46,Comércio por atacado,Espírito Santo,522.8
1838463,"VAMOS LOCACAO DE CAMINHOES, MAQUINA",1,1,1,0.05,SERVIÇOS,536.97,72.0,0.05,,2025-08-01,10739.4,0.13408570311190568,1.0,,1,0,0,0,0.0,0.0,0.0,378,1.0,0.3723218492752017,1.0,23373000000809,7711000,Locação de automóveis sem condutor,77,Aluguel de máquinas e equipamentos,São Paulo,607.5999999999999
1838470,COLORADO POCOS ARTESIANOS LTDA,1,1,1,0.04,OUTROS,476.24,161.2,0.04,,2025-09-01,11906.0,0.33848479758105154,1.0,,1,0,0,0,0.0,0.0,0.0,378,1.0,0.06562705084533892,1.0,53039634000114,3314702,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",33,"Manutenção, reparação e instalação de máquinas",Minas Gerais,591.25
1838577,EXPRESSO BARROS LTDA,13,8,5,3.8600000000000003,TRANSPORTE DE CARGAS,49570.94,8979.93,0.29692307692307696,0.2291791371898344,2026-08-01,12842.21243523316,0.18115311107677198,1.625,0.7718468350952972,13,0,0,0,0.0,0.0,0.0,13,0.9326424870466321,0.18117968841478244,1.1428571428571428,31366649000154,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",49,Transporte terrestre,Minas Gerais,717.3601036269429
1838588,TERRA JUNIOR TERRAPLENAGEM LTDA,3,3,2,0.42000000000000004,CONSTRUÇÃO E CIMENTO,5085.69,841.76,0.14,0.10392304845413264,2026-04-01,12108.785714285712,0.1655153971240874,1.0,0.7423074889580902,3,0,0,0,0.0,0.0,0.0,161,0.9523809523809523,0.13543362979665122,1.0,07360865000108,4313400,Obras de terraplenagem,43,Serviços especializados para construção,Rio de Janeiro,319.8333333333333
1839129,EMPRESA DE TRANSPORTES SANTAFE LTDA,15,11,7,3.2800000000000002,TRANSPORTE DE PASSAG,44797.81,6869.5199999999995,0.21866666666666668,0.13233435288080325,2026-07-01,13657.868902439022,0.15334499610583643,1.3636363636363635,0.6051875893939173,15,0,0,0,0.0,0.0,0.0,0,0.4268292682926829,0.20881957396649434,1.0,01676274000915,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",49,Transporte terrestre,Minas Gerais,599.8810975609756
1839221,DRESTE CONSTRUTORA LIMITADA,25,6,11,6.050000000000001,CONSTRUÇÃO E CIMENTO,78466.6,15472.65,0.24200000000000002,0.13641236503093604,2026-08-01,12969.685950413223,0.19718772063527665,4.166666666666667,0.5636874588055207,25,0,0,0,0.0,0.0,0.0,39,0.2644628099173554,0.1310908862784193,4.166666666666667,23138373000129,4120400,Construção de edifícios,41,Construção de edifícios,Minas Gerais,656.3768595041322
1839231,CONSORCIO SANCHES TRIPOLONI - JARDI,22,7,17,6.380000000000001,CONSTRUÇÃO E CIMENTO,86211.59,12944.31,0.29000000000000004,0.18799696046175093,2026-08-01,13512.788401253916,0.1501458214608964,3.142857142857143,0.6482653809025893,22,0,0,0,0.0,0.0,0.0,39,0.21943573667711594,0.17560488292392135,3.142857142857143,59131566000103,4211101,Construção de rodovias e ferrovias,42,Obras de infraestrutura,Maranhão,582.5799373040752
1839405,RETRO GOMES MAQUINAS E EQUIPAMENTOS,1,1,1,0.23,OUTROS,3631.37,514.2,0.23,,2025-11-01,15788.565217391304,0.1415994514466992,1.0,,1,0,0,0,0.0,0.0,0.0,294,1.0,0.1701879136867559,1.0,13996019000181,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",77,Aluguel de máquinas e equipamentos,Minas Gerais,569.0434782608695
1839664,VILASA CONSTRUTORA S/A.,14,5,8,6.37,OUTROS,74638.72,12349.32,0.455,0.19739651621896626,2026-05-01,11717.224489795919,0.16545460586676727,2.8,0.4338384971845412,14,0,0,0,0.0,0.0,0.0,131,0.40816326530612246,0.24228970678638165,2.8,17551250000384,4211101,Construção de rodovias e ferrovias,42,Obras de infraestrutura,Goiás,619.5808477237049
1839667,TIJUCA ALIMENTOS LTDA,22,9,9,9.63,OUTROS,136349.77,25423.31,0.43772727272727274,0.6138475987237177,2026-08-01,14158.854620976113,0.18645656681342407,2.4444444444444446,1.4023517312483686,30,0,0,0,0.0,0.0,0.0,27,0.6874350986500519,0.16092740708477973,1.9090909090909092,09524502002059,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Ceará,421.74558670820346
1839671,ZIGURATE CONSTRUÇÃO LTDA,19,5,12,2.7600000000000002,CONSTRUÇÃO E CIMENTO,27317.3,4670.37,0.14526315789473684,0.22750747047692085,2026-05-01,9897.572463768114,0.17096748214501434,3.8,1.5661746156019913,23,2,0,0,0.08695652173913043,0.0,0.0,131,0.6521739130434783,0.2198530729748092,3.8,32836259000163,4299599,Outras obras de engenharia civil não especificadas anteriormente,42,Obras de infraestrutura,São Paulo,478.6557971014492
1840076,ELETRO HIDRO LTDA,8,2,6,2.39,CONSTRUÇÃO E CIMENTO,26805.68,3547.77,0.29875,0.1521688441924205,2025-10-01,11215.76569037657,0.1323514270109917,4.0,0.5093517797235833,8,0,0,0,0.0,0.0,0.0,343,0.41841004184100417,0.2528490438653212,4.0,03014011000119,4211101,Construção de rodovias e ferrovias,42,Obras de infraestrutura,Goiás,948.7489539748955
1840081,CS BRASIL FROTAS S.A.,2,1,2,0.8,OUTROS,10261.36,1248.3400000000001,0.4,0.0,2026-02-01,12826.7,0.12165443956746474,2.0,0.0,4,2,0,0,0.5,0.0,0.0,184,1.0,0.4227599308240918,2.5,27595780000620,7711000,Locação de automóveis sem condutor,77,Aluguel de máquinas e equipamentos,Santa Catarina,500.025
1840092,DELTA PRODUTOS E SERVICOS LTDA,5,5,3,0.89,OUTROS,14743.53,1045.58,0.178,0.1357203006185884,2026-08-01,16565.764044943822,0.07091788737161317,1.0,0.7624735989808337,6,0,0,0,0.0,0.0,0.0,26,0.9438202247191012,0.18476565875766976,1.0,11676271000188,3102100,Fabricação de móveis com predominância de metal,31,Fabricação de móveis,Rio de Janeiro,329.80898876404495
1840117,KM LOG TRANSPORTES E LOGISTICA LTDA,23,9,10,3.08,OUTROS,35953.03,2824.82,0.13391304347826088,0.09233039145249385,2026-06-01,11673.061688311687,0.07856973390003569,2.5555555555555554,0.6894801959114799,24,1,0,0,0.041666666666666664,0.0,0.0,16,0.5324675324675325,0.2936024526153213,1.0,17870729000111,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Minas Gerais,713.9058441558441
1840131,ALEXANDRE MAIA NODA,12,6,6,2.16,PESSOA FÍSICA,31733.190000000002,6230.11,0.18000000000000002,0.12827527218659665,2026-03-01,14691.291666666666,0.19632788257341915,2.0,0.7126404010366479,12,0,0,0,0.0,0.0,0.0,175,0.5092592592592593,0.12936607671290626,1.1666666666666667,00008230273928,,,,,Pará,913.1574074074074
1840286,BELAPAN INDUSTRIA E COMERCIO DE ALI,6,3,4,1.06,OUTRAS INDÚSTRIAS,14287.64,1541.58,0.17666666666666667,0.1353021310499826,2026-08-01,13478.905660377357,0.10789605561170354,2.0,0.7658611191508449,6,0,0,0,0.0,0.0,0.0,19,0.8490566037735848,0.1982478439402319,1.0,08868097000322,4637104,"Comércio atacadista de pães, bolos, biscoitos e similares",46,Comércio por atacado,Santa Catarina,607.0754716981132
1840289,TRANSDOURADA NAVEGACAO LTDA.,1,1,1,4.6,OUTROS,46138.12,8162.23,4.6,,2025-10-01,10030.026086956523,0.17690859532204606,1.0,,1,0,0,0,0.0,0.0,0.0,327,1.0,0.18655704137905324,1.0,01259730000689,5021102,"Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia",50,Transporte aquaviário,Pará,653.1565217391304
1840295,TRANSPORTES MAF LTDA,4,2,3,3.14,OUTROS,37177.240000000005,6081.4400000000005,0.785,0.3112876483254676,2025-11-01,11839.885350318473,0.1635796524970654,2.0,0.39654477493690143,4,0,0,0,0.0,0.0,0.0,286,0.5732484076433121,0.37533573450824703,1.5,13390962000146,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Goiás,0.0
1840302,CONCRETO SANTA LUZIA LTDA,1,1,1,0.4,MINERAÇÃO,3659.63,805.38,0.4,,2025-09-01,9149.074999999999,0.22007142798588927,1.0,,1,0,0,0,0.0,0.0,0.0,371,1.0,0.18831116079890756,1.0,12609494000276,2330305,Preparação de massa de concreto e argamassa para construção,23,Produtos de minerais não-metálicos,Rio de Janeiro,248.325
1840732,SERMAC SERVICOS EM MAQUINAS E CAMIN,22,6,11,1.46,OUTROS,18981.6,3148.98,0.06636363636363636,0.04348458452036873,2026-04-01,13001.095890410958,0.1658964470855987,3.6666666666666665,0.6552471640055562,22,0,0,0,0.0,0.0,0.0,147,0.410958904109589,0.411891206924341,3.3333333333333335,61658147000168,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,45,Comércio e reparação de veículos automotores,Piauí,0.0
1840736,CONSORCIO CURRAIS II,6,2,4,1.3800000000000001,OUTROS,16929.45,1249.1100000000001,0.23,0.08342661445845685,2025-10-01,12267.717391304348,0.07378325934983121,3.0,0.36272441068894284,6,0,0,0,0.0,0.0,0.0,315,0.4347826086956522,0.22613508947069527,1.0,61414749000170,4211101,Construção de rodovias e ferrovias,42,Obras de infraestrutura,Piauí,1019.9202898550724
1840741,VIX LOGISTICA S/A,3,2,3,0.62,OUTROS,7778.54,697.78,0.20666666666666667,0.19008769905844342,2026-07-01,12546.032258064517,0.08970578026210574,1.5,0.9197791889924681,3,0,0,0,0.0,0.0,0.0,71,0.6451612903225807,0.318879902701279,1.5,32681371007851,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Espírito Santo,539.1451612903226
1840742,PADRAO MAQUINAS LTDA,5,4,2,1.46,OUTROS,18871.86,5065.85,0.292,0.11798304963002101,2026-03-01,12925.931506849316,0.26843406002376025,1.25,0.4040515398288391,5,0,0,0,0.0,0.0,0.0,190,0.684931506849315,0.074863564853387,1.2,40587565000212,4669999,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,46,Comércio por atacado,Pará,806.2465753424657
1840743,"THERMO BRASIL COMERCIO, SERV E REPR",3,3,2,0.6000000000000001,OUTROS,7559.33,1123.1,0.20000000000000004,0.0,2026-07-01,12598.883333333331,0.1485713680974372,1.0,0.0,3,0,0,0,0.0,0.0,0.0,47,1.0,0.1904382317067315,1.0,03614931000330,4530701,Comércio por atacado de peças e acessórios novos para veículos automotores,45,Comércio e reparação de veículos automotores,Ceará,401.74999999999994
