Código Cliente,nome_cliente,transacoes,meses_ativos,produtos,volume_total,segmento_b2b,receita_liquida_total,lucro_reposicao_total,volume_medio,volume_std,ultima_compra,preco_liquido_ponderado,margem_pct_ponderada,frequencia_mensal,cv_volume,registros_totais,devolucoes,ajustes,inconsistencias,taxa_devolucao,taxa_ajuste,taxa_inconsistencia,recencia_dias,concentracao_familia,intensidade_desconto,frequencia_mensal_corrigida,cnpj_14,cnae_codigo,cnae_descricao,cnae_divisao,cnae_divisao_nome,estado_cliente,frete_por_m3
73489,LIGAS DE ALUMINIO SA LIASA,24,19,11,4.75,METALURGIA E SIDERUR,53645.270000000004,9679.04,0.19791666666666666,0.248123026404008,2026-07-01,11293.74105263158,0.180426717956681,1.263157894736842,1.2536742386728825,36,0,0,0,0.0,0.0,0.0,43,0.5810526315789474,0.3271911584848877,1.2307692307692308,17221771000101,2412100,Produção de ferroligas,24,Metalurgia,Minas Gerais,534.9326315789473
73533,RIMA AGROFLORESTAL LTDA,6,5,4,0.15000000000000002,COMÉRCIO,2243.71,321.84,0.025000000000000005,0.012247448713915891,2025-09-01,14958.066666666664,0.14344099727683166,1.2,0.48989794855663554,9,0,0,0,0.0,0.0,0.0,371,0.5999999999999999,0.3545893975536888,1.0,17866823000105,0151201,Criação de bovinos para corte,01,Agricultura e pecuária,Minas Gerais,0.0
73654,PAVSANTOS CONSTRUTORA LTDA,1,1,1,0.4,CONSTRUÇÃO E CIMENTO,4069.15,560.0,0.4,,2023-11-01,10172.875,0.13762087905336495,1.0,,1,0,0,0,0.0,0.0,0.0,1043,1.0,0.30982359365455453,1.0,03575041000102,4211101,Construção de rodovias e ferrovias,42,Obras de infraestrutura,Goiás,244.725
73753,MASTROTTO BRASIL S/A,2,1,2,0.1,OUTRAS INDÚSTRIAS,1264.7,163.65,0.05,0.042426406871192854,2023-05-01,12647.0,0.12939827627105244,2.0,0.848528137423857,2,0,0,0,0.0,0.0,0.0,1227,0.7999999999999999,0.2456683851693413,2.0,03384037000159,1510600,Curtimento e outras preparações de couro,15,Couro e calçados,Bahia,737.5999999999999
73793,J.L.I TRANSPORTES LTDA,49,20,7,10.01,TRANSPORTE DE CARGAS,128712.87,16953.5,0.2042857142857143,0.16922618000770445,2024-12-01,12858.42857142857,0.1317156551633104,2.45,0.8283799021356162,61,0,0,0,0.0,0.0,0.0,637,0.5594405594405594,0.27377055691762725,1.6666666666666667,86418621000105,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Minas Gerais,593.945054945055
73801,PEDREIRA SANTO ONOFRE LTDA,5,2,4,0.5,OUTROS,13892.970000000001,5580.84,0.1,0.06480740698407861,2025-12-01,27785.940000000002,0.40170244375392733,2.5,0.6480740698407861,5,0,0,0,0.0,0.0,0.0,292,0.4,0.014336315148625298,1.0,05219549000195,0810009,Extração de basalto e beneficiamento associado,08,Extração de minerais não-metálicos,Mato Grosso do Sul,561.1800000000001
73862,SOCAL S/A MINERACAO E INTERCAMBIO C,159,37,20,76.05,MINERAÇÃO,900647.15,197313.66,0.47830188679245284,0.40917516218711014,2026-05-01,11842.82905982906,0.21907986940279553,4.297297297297297,0.8554746980637805,159,0,0,0,0.0,0.0,0.0,119,0.4444444444444444,0.15131012877856456,1.92,60419785000244,0899199,Extração de outros minerais não-metálicos não especificados anteriormente,08,Extração de minerais não-metálicos,São Paulo,340.94437869822485
73893,HP MOBILIDADE LTDA.,61,33,11,12.85,TRANSPORTE DE PASSAG,159311.32,19286.78,0.21065573770491802,0.12515149289905966,2026-06-01,12397.768093385215,0.12106346240806992,1.8484848484848484,0.5941043631784155,66,1,0,0,0.015151515151515152,0.0,0.0,135,0.5618677042801556,0.3281066937645349,1.55,01082569000297,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",49,Transporte terrestre,Goiás,253.5525291828794
73998,TRANSCORP TRANSPORTES E SERVICOS LT,87,15,13,19.89,TRANSPORTE DE PASSAG,334232.73,43916.770000000004,0.22862068965517243,0.15398710617868724,2026-08-01,16804.05882352941,0.13139577922245976,5.8,0.6735484282325686,88,0,0,0,0.0,0.0,0.0,5,0.38210155857214684,0.3555932037123617,1.125,53906335000130,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,São Paulo,400.6038210155857
74007,ADEMIR COMERCIO DE VEICULOS E TRANS,76,31,9,15.21,TRANSPORTE DE CARGAS,191871.8,15109.15,0.20013157894736844,0.08593786004709265,2026-08-01,12614.845496383956,0.07874606898981508,2.4516129032258065,0.4294067957645655,76,0,0,0,0.0,0.0,0.0,15,0.26298487836949375,0.2741278714419382,1.1818181818181819,55753578000372,4930203,Transporte rodoviário de produtos perigosos,49,Transporte terrestre,São Paulo,368.48191978961205
74080,STN - SISTEMA DE TRANSMISSAO NORDES,1,1,1,0.18,TÉRMICA,2515.59,668.61,0.18,,2024-08-01,13975.500000000002,0.2657865550427534,1.0,,1,0,0,0,0.0,0.0,0.0,769,1.0,0.03288311688311688,1.0,05991437000310,3512300,Transmissão de energia elétrica,35,"Eletricidade, gás e outras utilidades",Ceará,0.0
74124,"COMERCIO, INDUSTRIA E TRANSPORTE LO",20,9,4,3.06,OUTRAS INDÚSTRIAS,33838.68,7403.79,0.153,0.08897663797460073,2024-05-01,11058.392156862745,0.21879665518867758,2.2222222222222223,0.581546653428763,20,0,0,0,0.0,0.0,0.0,856,0.5163398692810458,0.2559541441670268,1.0,21473590000140,3101200,Fabricação de móveis com predominância de madeira,31,Fabricação de móveis,Minas Gerais,329.218954248366
74231,TRANSPORTADORA ELOS DE OURO LTDA,39,18,7,10.48,TRANSPORTE DE CARGAS,130302.6,22281.27,0.26871794871794874,0.277414562354264,2026-07-01,12433.454198473282,0.1709963577089022,2.1666666666666665,1.0323633522725473,39,0,0,0,0.0,0.0,0.0,43,0.7919847328244274,0.16754078008667275,1.0666666666666667,66036146000103,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,São Paulo,568.304389312977
74271,ALDORO INDUSTRIA DE POS E PIGMENTOS,13,7,6,2.74,OUTRAS INDÚSTRIAS,31470.03,6749.76,0.2107692307692308,0.25805236995816494,2026-07-01,11485.412408759123,0.21448215969288878,1.8571428571428572,1.224336061845308,13,0,0,0,0.0,0.0,0.0,57,0.8029197080291971,0.17170526019090607,1.0,47340930000158,2532202,Metalurgia do pó,25,"Produtos de metal, exceto máquinas e equipamentos",São Paulo,610.2335766423357
74284,BRASMAQ PORTUARIA LTDA,216,43,13,216.87,SERVIÇOS,2978835.99,757706.94,1.0040277777777777,0.7832080594204106,2026-08-01,13735.583483192697,0.25436343005913525,5.023255813953488,0.7800661264112542,216,0,0,0,0.0,0.0,0.0,14,0.26153917093189466,0.13318019729104774,2.7096774193548385,06098906000177,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",77,Aluguel de máquinas e equipamentos,Santa Catarina,500.26117028634667
74302,EXPRESSO FENIX VIACAO LTDA,9,6,3,2.4000000000000004,TRANSPORTE DE PASSAG,31601.61,6812.18,0.2666666666666667,0.1,2024-03-01,13167.337499999998,0.21556433358933294,1.5,0.37499999999999994,9,0,0,0,0.0,0.0,0.0,895,0.6666666666666666,0.16228908024699176,1.0,05849495000222,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,São Paulo,260.7458333333333
74304,EXPRESSO FENIX VIACAO LTDA,1,1,1,0.2,TRANSPORTE DE PASSAG,2609.54,296.36,0.2,,2023-03-01,13047.699999999999,0.11356790852027561,1.0,,1,0,0,0,0.0,0.0,0.0,1288,1.0,0.5043330719327012,1.0,05849495000303,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,São Paulo,201.79999999999998
74308,EMPRESA RODOVIARIA PIRACICABANA LTD,3,1,3,0.6000000000000001,TRANSPORTE DE PASSAG,7809.16,1319.94,0.20000000000000004,0.0,2023-05-01,13015.266666666665,0.16902458138903545,3.0,0.0,3,0,0,0,0.0,0.0,0.0,1227,0.3333333333333333,0.45064827149835246,3.0,07022473000210,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,São Paulo,222.05
74310,LINAVE TRANSPORTES LTDA,3,2,3,1.38,TRANSPORTE DE PASSAG,19319.34,1757.24,0.45999999999999996,0.10392304845413261,2023-03-01,13999.521739130436,0.09095755859154608,1.5,0.2259196705524622,3,0,0,0,0.0,0.0,0.0,1288,0.5797101449275364,0.4361633803356947,1.5,28662500000108,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,Rio de Janeiro,157.47101449275362
74369,TATUZAO TRANSPORTES RODOVIARIO LTDA,32,13,12,6.34,TRANSPORTE DE CARGAS,79390.88,13437.380000000001,0.198125,0.1856016806792647,2026-05-01,12522.220820189275,0.1692559649168771,2.4615384615384617,0.9367908173085915,32,0,0,0,0.0,0.0,0.0,117,0.6624605678233438,0.32466336913088434,1.0,00132104000583,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Pernambuco,355.95741324921136
74445,EMPRESA RODOVIARIA PIRACICABANA LTD,32,16,18,16.03,TRANSPORTE DE PASSAG,214365.79,39621.55,0.5009375,0.45125173129861784,2026-01-01,13372.787897691827,0.18483149760043335,2.0,0.9008144355306157,33,0,1,0,0.0,0.030303030303030304,0.0,237,0.7298814722395508,0.14396322360446231,1.0,07022473000562,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,São Paulo,602.4903306300686
74452,EXPRESSO FENIX VIACAO LTDA,32,13,18,10.46,TRANSPORTE DE PASSAG,130842.26,20108.31,0.326875,0.2677196113895668,2026-03-01,12508.820267686422,0.15368360344738774,2.4615384615384617,0.8190274918227665,33,1,0,0,0.030303030303030304,0.0,0.0,187,0.5831739961759083,0.2551668070484753,1.1111111111111112,05849495000494,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,São Paulo,611.2734225621415
74460,MOVEIS B P LTDA,65,23,23,20.060000000000002,OUTRAS INDÚSTRIAS,310629.4,43895.05,0.3086153846153846,0.2598730274280411,2026-06-01,15485.014955134595,0.141310030537998,2.8260869565217392,0.8420611556741111,65,0,0,0,0.0,0.0,0.0,78,0.17946161515453637,0.2957948283999944,1.25,01610917000170,3101200,Fabricação de móveis com predominância de madeira,31,Fabricação de móveis,Minas Gerais,514.7582253240279
74542,LOURENCO TRANSPORTE E COMERCIO LTDA,2,1,2,0.22,TRANSPORTE DE CARGAS,2193.4,220.0,0.11,0.12727922061357858,2024-06-01,9970.0,0.10030090270812436,2.0,1.1570838237598051,2,0,0,0,0.0,0.0,0.0,819,0.9090909090909092,0.2262987189230268,1.0,45217882000180,4930203,Transporte rodoviário de produtos perigosos,49,Transporte terrestre,São Paulo,296.59090909090907
74561,TRANSPORTADORA JOLIVAN LTDA,23,10,8,17.92,TRANSPORTE DE CARGAS,229313.56,23752.8,0.7791304347826088,0.7500661367413983,2026-08-01,12796.515624999998,0.103582186766452,2.3,0.9626964924694286,26,2,0,0,0.07692307692307693,0.0,0.0,23,0.5245535714285714,0.25217956757450266,1.4545454545454546,32438772000104,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Espírito Santo,475.2014508928571
74713,VIACAO TINDIQUERA LTDA,3,3,1,0.16,TRANSPORTE DE PASSAG,1877.1399999999999,420.24,0.05333333333333334,0.023094010767585032,2024-05-01,11732.124999999998,0.22387248686832098,1.0,0.4330127018922193,3,0,0,0,0.0,0.0,0.0,852,1.0,0.26090147487097803,1.0,79764643000161,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,Paraná,383.81249999999994
74794,TRANSPORTADORA TRANS VARZEA LTDA,95,25,19,7.48,TRANSPORTE DE CARGAS,112772.16,18050.33,0.07873684210526316,0.06900882005396672,2026-05-01,15076.491978609625,0.16006016023812972,3.8,0.8764489177977056,101,0,0,0,0.0,0.0,0.0,166,0.516042780748663,0.2158445042215431,1.1333333333333333,54764337000366,4930203,Transporte rodoviário de produtos perigosos,49,Transporte terrestre,Bahia,1196.3409090909092
74884,JSL S/A.,68,31,9,33.02,SERVIÇOS,397710.02999999997,48926.9,0.4855882352941177,0.4721319773523398,2026-07-01,12044.519382192608,0.12302153908464417,2.193548387096774,0.9722887480302574,74,2,1,0,0.02702702702702703,0.013513513513513514,0.0,43,0.6826165960024226,0.24541769213630263,2.0434782608695654,52548435002627,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Bahia,172.6826165960024
74929,MINERACAO SAO JUDAS LTDA,99,19,25,33.85,MINERAÇÃO,402866.27,52423.1,0.34191919191919196,0.2281588990141308,2026-06-01,11901.514623338257,0.1301253142885355,5.2105263157894735,0.6672889513264091,99,0,0,0,0.0,0.0,0.0,6,0.224519940915805,0.3122390743916853,3.5,43363381000771,0899199,Extração de outros minerais não-metálicos não especificados anteriormente,08,Extração de minerais não-metálicos,Paraná,278.7264401772526
74935,MILDO ALVES ADMINISTRACAO COMERCIO,3,2,3,0.1,TRANSPORTE DE CARGAS,1480.92,156.32,0.03333333333333333,0.011547005383792516,2026-07-01,14809.2,0.10555600572617022,1.5,0.34641016151377546,3,0,0,0,0.0,0.0,0.0,55,0.7999999999999999,0.2191427791959779,1.0,19059849002102,5240199,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",52,Armazenamento e atividades auxiliares dos transportes,Pernambuco,1637.2872318840537
74937,DARCY TRAVAGLIA LTDA,46,29,19,10.72,TRANSPORTE DE CARGAS,167028.46,16989.5,0.23304347826086957,0.19307879295731853,2026-08-01,15581.01305970149,0.10171619854484679,1.5862068965517242,0.8285097458989414,46,0,0,0,0.0,0.0,0.0,12,0.22388059701492538,0.2624969068938525,1.0909090909090908,27191022000132,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Espírito Santo,461.91511194029846
75131,PRENSA JUNDIAI S/A,170,41,18,22.9,OUTRAS INDÚSTRIAS,287102.79,64426.82,0.13470588235294118,0.16780580658186303,2026-08-01,12537.239737991265,0.22440332258700796,4.146341463414634,1.2457199615247474,171,0,0,0,0.0,0.0,0.0,0,0.6052401746724891,0.20061670196222364,1.7586206896551724,50925890000110,2840200,"Fabricação de máquinas-ferramenta, peças e acessórios",28,Fabricação de máquinas e equipamentos,São Paulo,549.1768558951966
75132,VETRUS S/A EM RECUPERACAO JUDICIAL,89,37,11,49.94,CONSTRUÇÃO E CIMENTO,563043.56,139283.95,0.561123595505618,0.7977787888344727,2026-07-01,11274.400480576694,0.24737686370127385,2.4054054054054053,1.4217523469416915,89,0,0,0,0.0,0.0,0.0,55,0.9022827392871446,0.3227426179849136,2.392857142857143,03428529000107,2342701,Fabricação de azulejos e pisos,23,Produtos de minerais não-metálicos,Pernambuco,137.84661593912693
75185,VIACAO RESENDENSE INTERMUNICIPAL LT,13,4,5,0.52,TRANSPORTE DE PASSAG,6726.27,656.96,0.04,0.025819888974716113,2023-09-01,12935.134615384615,0.09767077444110926,3.25,0.6454972243679028,13,0,0,0,0.0,0.0,0.0,1104,0.5384615384615385,0.5921162955867093,3.25,31879273000181,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",49,Transporte terrestre,Rio de Janeiro,276.25
75204,F. C. OLIVEIRA & CIA. LTDA,334,41,26,92.87,QUÍMICA,1201423.92,261977.38,0.27805389221556887,0.47562582458781105,2026-08-01,12936.62022181544,0.21805573839415485,8.146341463414634,1.7105526586877235,336,0,0,0,0.0,0.0,0.0,6,0.5062991278130721,0.31609705983964054,1.4838709677419355,07069487000370,2061400,Fabricação de sabões e detergentes sintéticos,20,Fabricação de produtos químicos,Maranhão,0.0
75273,L. F. TIMBERS LTDA,4,1,4,0.08,AGRONEGOCIO,1274.35,267.66,0.02,0.01414213562373095,2023-01-01,15929.374999999998,0.21003648919056778,4.0,0.7071067811865476,4,0,0,0,0.0,0.0,0.0,1347,0.5,0.28616056219287556,4.0,83386797000134,4692300,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",46,Comércio por atacado,Pará,0.0
75284,CIVIL INDUSTRIAL E COMERCIAL LTDA.,1,1,1,0.8,MINERAÇÃO,8715.26,1447.2,0.8,,2025-12-01,10894.074999999999,0.166053565814445,1.0,,1,0,0,0,0.0,0.0,0.0,254,1.0,0.22973509933774833,2.0,15120702000500,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,08,Extração de minerais não-metálicos,Bahia,338.45
75330,COOP.DE TRANSP.AUTONOMOS DE BENS DE,30,9,11,7.0200000000000005,TRANSPORTE DE CARGAS,92189.04,22125.37,0.234,0.264791394797151,2026-08-01,13132.341880341879,0.24000000433891058,3.3333333333333335,1.131587157252782,30,0,0,0,0.0,0.0,0.0,30,0.7834757834757834,0.15873599235290856,1.0,05370882000109,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,São Paulo,147.8418803418803
75493,TRANSPORTES COLETIVOS PEROLA DO OES,2,2,1,2.0,TRANSPORTE DE PASSAG,24828.04,4624.66,1.0,0.0,2026-08-01,12414.02,0.18626762321955337,1.0,0.0,2,0,0,0,0.0,0.0,0.0,35,1.0,0.2342600583358025,1.0,77147387000138,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,Paraná,698.28
75506,TRANSPORTADORA SILVA COUTO LTDA,109,36,8,15.97,TRANSPORTE DE CARGAS,241293.58,61186.27,0.1465137614678899,0.09785075698328467,2026-08-01,15109.17845961177,0.25357603795343414,3.0277777777777777,0.6678605204244226,115,0,0,0,0.0,0.0,0.0,14,0.4383218534752661,0.11996247056514171,1.4,01834378000153,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",49,Transporte terrestre,Brasília,291.4383218534752
75592,SUCATAS S J LTDA,159,41,17,28.5,COMÉRCIO,414906.91,117135.66,0.1792452830188679,0.12960283620222168,2026-08-01,14558.137192982455,0.2823179300629146,3.8780487804878048,0.7230474019702894,159,0,0,0,0.0,0.0,0.0,20,0.34385964912280703,0.07878194096608253,1.7777777777777777,06111433000109,4687703,Comércio atacadista de resíduos e sucatas metálicos,46,Comércio por atacado,São Paulo,342.23052631578946
75637,REV.DE PROD.AVIACAO ITAIPU LTDA,1,1,1,0.08,COMÉRCIO,1029.08,112.32,0.08,,2023-05-01,12863.499999999998,0.10914603335017686,1.0,,1,0,0,0,0.0,0.0,0.0,1227,1.0,0.3265236149604274,1.0,04708905000333,4731800,Comércio varejista de combustíveis para veículos automotores,47,Comércio varejista,Pará,625.625
75673,SANTINI TRANSPORTES E CENTRO DE DES,2,2,2,0.5700000000000001,TRANSPORTE DE CARGAS,8278.87,1152.0,0.28500000000000003,0.13435028842544405,2023-07-01,14524.333333333334,0.13914942498191177,1.0,0.47140452079103173,3,1,0,0,0.3333333333333333,0.0,0.0,1166,1.0,0.5119367782204134,1.0,58739426000141,4930203,Transporte rodoviário de produtos perigosos,49,Transporte terrestre,São Paulo,514.4912280701753
75713,BRAGHETTO & FILHOS LTDA,138,35,22,26.35,MINERAÇÃO,357019.26,82696.6,0.19094202898550725,0.12042435722025487,2026-08-01,13549.118026565464,0.23163064087915033,3.942857142857143,0.6306854381933652,140,0,0,0,0.0,0.0,0.0,16,0.32637571157495254,0.15788739698794033,1.56,44230779000107,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,08,Extração de minerais não-metálicos,São Paulo,350.3305502846299
75756,2 BATALHAO DE ENGENHARIA DE CONSTRU,12,4,4,5.4,GOVERNO,62617.77,6257.3099999999995,0.45,0.3287994691435661,2023-12-01,11595.883333333331,0.09992866242282342,3.0,0.7306654869857024,14,0,2,0,0.0,0.14285714285714285,0.0,932,0.4444444444444444,0.4800325570073932,1.0,07549168000108,8422100,Defesa,84,Administração pública,Piauí,449.2925925925926
75763,TRANSPORTADORA JULE LTDA,157,32,18,34.5,TRANSPORTE DE CARGAS,500032.27,127878.4,0.2197452229299363,0.2425900547684223,2025-12-01,14493.688985507248,0.2557402945213916,4.90625,1.1039605390910812,157,0,0,0,0.0,0.0,0.0,264,0.6028985507246377,0.11432231370899386,2.15,55184691000112,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,São Paulo,254.8
75773,VIACAO GUAJARA LTDA,20,12,8,3.5700000000000003,TRANSPORTE DE PASSAG,44574.86,5810.64,0.17850000000000002,0.05112162998801564,2026-06-01,12485.955182072828,0.1303568872678456,1.6666666666666667,0.2863956862073705,21,0,0,0,0.0,0.0,0.0,89,0.5042016806722689,0.2021877018576386,1.125,04973681000125,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,Pará,285.25210084033614
75789,JOSE HERCULANO DA CRUZ E FILHOS S/A,81,39,17,69.17,TRANSPORTE DE CARGAS,752827.24,59821.14,0.8539506172839506,1.8699603465129586,2026-07-01,10883.724736157294,0.07946197589768404,2.076923076923077,2.1897757419047226,84,1,0,0,0.011904761904761904,0.0,0.0,41,0.6987133150209628,0.39848932104886187,2.1481481481481484,17799438000346,4930203,Transporte rodoviário de produtos perigosos,49,Transporte terrestre,Minas Gerais,109.89157149053057
75822,PEDREIRA SANTA ISABEL LTDA.,7,6,6,1.0,MINERAÇÃO,12655.960000000001,1277.23,0.14285714285714285,0.13387983240133491,2024-12-01,12655.960000000001,0.10091925069295414,1.1666666666666667,0.9371588268093445,7,0,0,0,0.0,0.0,0.0,635,0.4,0.26695097628780146,1.0,56899602000268,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,08,Extração de minerais não-metálicos,São Paulo,297.25
75957,HISAMITSU FARMACEUTICA DO BRASIL LT,1,1,1,0.04,QUÍMICA,566.77,140.0,0.04,,2025-03-01,14169.25,0.2470137798401468,1.0,,1,0,0,0,0.0,0.0,0.0,537,1.0,0.11029129198370609,1.0,49383250000147,2121101,Fabricação de medicamentos alopáticos para uso humano,21,Fabricação de produtos farmoquímicos e farmacêuticos,Amazonas,288.5
76003,ELO'S - TRANSPORTES RODOVIARIOS DE,30,15,11,8.46,TRANSPORTE DE CARGAS,98782.06999999999,12846.67,0.28200000000000003,0.22986352772745475,2026-08-01,11676.367612293143,0.13005062558417738,2.0,0.8151188926505487,30,0,0,0,0.0,0.0,0.0,47,0.5437352245862883,0.20411531210023018,1.6666666666666667,03861236000100,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Paraná,799.8191489361701
76046,TRANSPORTE E TURISMO MACHADO LTDA,103,35,14,49.13,TRANSPORTE DE PASSAG,663254.97,108626.73,0.47699029126213593,0.3891086721320223,2026-08-01,13499.999389375125,0.16377823750042914,2.942857142857143,0.8157580547445207,106,0,0,0,0.0,0.0,0.0,35,0.30775493588438835,0.20113439652472997,1.7037037037037037,40361123000253,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,Rio de Janeiro,307.20211683289233
76076,SOBRAL DISTRIBUIDORA DE BRITA LTDA,123,41,13,28.26,MINERAÇÃO,382243.17,64772.76,0.22975609756097562,0.18098303251072267,2026-08-01,13525.94373673036,0.16945432929514478,3.0,0.7877180820530392,123,0,0,0,0.0,0.0,0.0,15,0.42392073602264685,0.2250764380157573,1.5483870967741935,01270517000163,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,08,Extração de minerais não-metálicos,Ceará,581.470983722576
76096,PORTONAVE S/A - TERMINAIS PORTUARIO,56,34,11,45.7,TRANSPORTE DE CARGAS,537240.66,74619.0,0.8160714285714287,0.5324990092058339,2026-08-01,11755.813129102844,0.13889306144475363,1.6470588235294117,0.6525151972762954,73,7,0,0,0.0958904109589041,0.0,0.0,15,0.46827133479212246,0.3415621045587804,1.4761904761904763,01335341000180,5231102,Atividades do Operador Portuário,52,Armazenamento e atividades auxiliares dos transportes,Santa Catarina,492.85579868708965
76126,TRANSPORTES CAMPO GRANDE LTDA - EM,90,40,12,58.690000000000005,TRANSPORTE DE PASSAG,604900.71,57627.03,0.6521111111111112,0.5583794659235274,2026-08-01,10306.708297836087,0.09526692405436257,2.25,0.8562643028304219,91,1,0,0,0.01098901098901099,0.0,0.0,5,0.464133583233941,0.35994838420984243,2.4827586206896552,33646969000193,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,Rio de Janeiro,426.59925029817686
76145,MALIBU TRANSPORTES LTDA,75,23,12,13.81,TRANSPORTE DE CARGAS,171443.12,25611.78,0.18413333333333334,0.29012156507664594,2025-10-01,12414.418537291816,0.14938937182197803,3.260869565217391,1.5756058928854775,86,0,0,0,0.0,0.0,0.0,316,0.5792903692976104,0.23512888151647135,1.5333333333333334,97442123000114,5250804,Organização logística do transporte de carga,52,Armazenamento e atividades auxiliares dos transportes,Minas Gerais,678.9283128167993
76270,EMPREMON EQUIP.LTDA,54,23,13,9.950000000000001,CONSTRUÇÃO E CIMENTO,105827.91,16075.86,0.1842592592592593,0.12188150527353539,2025-03-01,10635.970854271356,0.15190567403249294,2.347826086956522,0.6614674658061216,66,0,0,0,0.0,0.0,0.0,533,0.3618090452261306,0.2648086458974399,1.0833333333333333,24934739000139,4399104,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,43,Serviços especializados para construção,Brasília,281.69849246231155
76309,D.C.A. TRANSPORTES E SERVICOS LTDA,63,16,9,6.08,TRANSPORTE DE CARGAS,85027.45999999999,18131.86,0.09650793650793651,0.10743578322254213,2026-07-01,13984.779605263157,0.21324710863996174,3.9375,1.1132326222072622,63,0,0,0,0.0,0.0,0.0,67,0.625,0.14383192643939585,1.1,01904566000100,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Minas Gerais,618.3717105263157
76465,SAMBAIBA TRANSPORTES URBANOS LTDA.,105,37,9,156.45,TRANSPORTE DE PASSAG,1819248.44,207799.26,1.49,2.326764012363688,2026-08-01,11628.305784595717,0.11422258523415307,2.8378378378378377,1.5615865854789854,105,0,0,0,0.0,0.0,0.0,7,0.6470437839565357,0.2801612165880672,1.6923076923076923,01751967000925,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,São Paulo,477.23285394694796
76693,PEF COMERCIO E TRANSPORTE LTDA,57,20,16,5.99,TRANSPORTE DE CARGAS,80698.06,10334.95,0.10508771929824562,0.08701647641636497,2026-08-01,13472.13021702838,0.12806937366276216,2.85,0.82803658693369,57,0,0,0,0.0,0.0,0.0,1,0.5342237061769616,0.2927139030549798,2.1052631578947367,03470759000126,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Alagoas,1067.8614357262102
