,volume_total,volume_total,volume_total,volume_total,volume_total,receita_media,receita_media,receita_media,receita_media,receita_media,margem_pct,margem_pct,margem_pct,margem_pct,margem_pct,freq_transacoes,freq_transacoes,freq_transacoes,freq_transacoes,freq_transacoes,desconto_medio,desconto_medio,desconto_medio,desconto_medio,desconto_medio
,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max
cluster,,,,,,,,,,,,,,,,,,,,,,,,,
0,7281,10.63758137618459,20.727281184216192,0.01,271.21,7281,6571.250817874307,10839.042735455843,141.58666666666667,178910.71333333335,7281,12.331662197756241,5.6638541230814345,-31.692846993497266,174.32903286561825,7281,32.07141876115918,49.97863123354419,1,737,7281,1706.1891065131504,3300.211957281805,-5999.266666666666,61453.21
1,18,70.99277777777779,76.18766827848467,10.0,281.53000000000003,18,266960.7061476813,140279.35196272525,131864.19470588234,672300.0,18,8.046468590048171,8.854454627757217,-8.152880551584671,20.613586952284823,18,3.5555555555555554,4.755457820753678,1,17,18,104185.30594708995,52491.16671105878,53880.955714285716,205983.21
