cluster,label,tamanho,receita_media,margem_media_%,desconto_medio_%,freq_media,estrategia_recomendada
0,STANDARD,7281,174438.8278409559,12.33166219775624,1706.1891065131501,32.07141876115918,Precificação padrão; manutenção de relacionamento
1,VOLUME,18,750330.3177777778,8.046468590048171,104185.30594708996,3.5555555555555554,Oferecer descontos por volume; otimizar logística; contratos anuais
