cnpj_14,cnpj_basico,cnpj_ordem,cnpj_dv
08614679000110,08614679,0001,10
02053711000150,02053711,0001,50
06325805000191,06325805,0001,91
29667227001068,29667227,0010,68
27165041000194,27165041,0001,94
03108902000134,03108902,0001,34
03721769000278,03721769,0002,78
01682695002579,01682695,0025,79
01682695001416,01682695,0014,16
01682695001254,01682695,0012,54
10976297000189,10976297,0001,89
03428529000107,03428529,0001,07
31356763000101,31356763,0001,01
19447107000100,19447107,0001,00
00739106000101,00739106,0001,01
11520665000142,11520665,0001,42
22335578000131,22335578,0001,31
00066595991420,00066595,9914,20
11184785000620,11184785,0006,20
12727145000178,12727145,0001,78
11445160000756,11445160,0007,56
20554417000103,20554417,0001,03
02019761000110,02019761,0001,10
09382573000100,09382573,0001,00
07387064000136,07387064,0001,36
13799619000150,13799619,0001,50
03777995000190,03777995,0001,90
08215522000112,08215522,0001,12
07337105000180,07337105,0001,80
17428731015914,17428731,0159,14
03293241000164,03293241,0001,64
36093991000222,36093991,0002,22
08348609000168,08348609,0001,68
10725679000210,10725679,0002,10
11855413000174,11855413,0001,74
22950726000128,22950726,0001,28
17205184000129,17205184,0001,29
10791675000230,10791675,0002,30
10791675000583,10791675,0005,83
35272919000119,35272919,0001,19
02149861000242,02149861,0002,42
41550112000799,41550112,0007,99
41550112001256,41550112,0012,56
08106728000104,08106728,0001,04
15874625000150,15874625,0001,50
08488717000217,08488717,0002,17
35081017000103,35081017,0001,03
10260249000270,10260249,0002,70
73909566000376,73909566,0003,76
18097503000192,18097503,0001,92
21905440000168,21905440,0001,68
28286126000193,28286126,0001,93
10729699000189,10729699,0001,89
00006669655363,00006669,6553,63
44825343000160,44825343,0001,60
11707908000156,11707908,0001,56
09487141000155,09487141,0001,55
21753749000180,21753749,0001,80
07302876000131,07302876,0001,31
10415169000166,10415169,0001,66
23742620000363,23742620,0003,63
07210362000156,07210362,0001,56
08955795000101,08955795,0001,01
05325014000522,05325014,0005,22
00031727492315,00031727,4923,15
00006529051376,00006529,0513,76
03187435000347,03187435,0003,47
17211601000146,17211601,0001,46
10661303000109,10661303,0001,09
06963557000104,06963557,0001,04
00002180148305,00002180,1483,05
14233397000508,14233397,0005,08
21421257000197,21421257,0001,97
06959311000169,06959311,0001,69
07436787000188,07436787,0001,88
27999572000263,27999572,0002,63
15482050000120,15482050,0001,20
01066650000100,01066650,0001,00
17587351000143,17587351,0001,43
15191786000220,15191786,0002,20
06537334000185,06537334,0001,85
06125505000169,06125505,0001,69
15107246001700,15107246,0017,00
14492342000180,14492342,0001,80
42030064000185,42030064,0001,85
60829264000265,60829264,0002,65
08380889000191,08380889,0001,91
03872978000131,03872978,0001,31
96825575001780,96825575,0017,80
14038210000183,14038210,0001,83
00935396000169,00935396,0001,69
29829452000162,29829452,0001,62
14755524000105,14755524,0001,05
16234627000147,16234627,0001,47
07778667000169,07778667,0001,69
14605065000418,14605065,0004,18
60398369000479,60398369,0004,79
33927294000150,33927294,0001,50
27515154001810,27515154,0018,10
06158487000111,06158487,0001,11
15206469000159,15206469,0001,59
00821318000133,00821318,0001,33
34590315000158,34590315,0001,58
02699552000165,02699552,0001,65
04562559001480,04562559,0014,80
01088713000111,01088713,0001,11
84499383000184,84499383,0001,84
15815491000104,15815491,0001,04
29631434000171,29631434,0001,71
61454393000106,61454393,0001,06
04160537000170,04160537,0001,70
00735882000133,00735882,0001,33
06151921000131,06151921,0001,31
07524328000156,07524328,0001,56
00038943727968,00038943,7279,68
09057912000255,09057912,0002,55
84718741000100,84718741,0001,00
30094876000296,30094876,0002,96
24524797000194,24524797,0001,94
22257109000141,22257109,0001,41
22257109000303,22257109,0003,03
01528374001119,01528374,0011,19
01528374001623,01528374,0016,23
05346107000100,05346107,0001,00
05571228000317,05571228,0003,17
05571228000236,05571228,0002,36
83892117000740,83892117,0007,40
05923634000130,05923634,0001,30
03299955000422,03299955,0004,22
04199014000137,04199014,0001,37
11831785000241,11831785,0002,41
04550505000180,04550505,0001,80
05824316000383,05824316,0003,83
01641576000109,01641576,0001,09
44392102000256,44392102,0002,56
09120837000149,09120837,0001,49
15376197000135,15376197,0001,35
10197621000837,10197621,0008,37
44759507000107,44759507,0001,07
01945637000202,01945637,0002,02
10307397000970,10307397,0009,70
46548243000160,46548243,0001,60
69627727000280,69627727,0002,80
34972075000156,34972075,0001,56
06146695000362,06146695,0003,62
35389170000194,35389170,0001,94
17015050000145,17015050,0001,45
11703484000151,11703484,0001,51
00416543000194,00416543,0001,94
06751564000142,06751564,0001,42
10926330000166,10926330,0001,66
37319581000139,37319581,0001,39
28142800001480,28142800,0014,80
37113180001523,37113180,0015,23
53503652002744,53503652,0027,44
06855894001311,06855894,0013,11
06855894000773,06855894,0007,73
03534081000106,03534081,0001,06
23433246000152,23433246,0001,52
15474486000258,15474486,0002,58
42767382000123,42767382,0001,23
04503660000570,04503660,0005,70
03476269000137,03476269,0001,37
03476269000307,03476269,0003,07
43631191000283,43631191,0002,83
61065264000118,61065264,0001,18
61184701000112,61184701,0001,12
02351006000643,02351006,0006,43
43997253000194,43997253,0001,94
00585121000223,00585121,0002,23
03035916000175,03035916,0001,75
05347928000160,05347928,0001,60
54330626000195,54330626,0001,95
03658600000130,03658600,0001,30
58681867000563,58681867,0005,63
07874948000115,07874948,0001,15
22399193000138,22399193,0001,38
88961974000425,88961974,0004,25
44411353000150,44411353,0001,50
05849495001547,05849495,0015,47
61318333000158,61318333,0001,58
00625283000248,00625283,0002,48
66966359000479,66966359,0004,79
07556881000170,07556881,0001,70
05505330000152,05505330,0001,52
47087721000144,47087721,0001,44
77184745000182,77184745,0001,82
50479476000125,50479476,0001,25
10745687000148,10745687,0001,48
57705097000155,57705097,0001,55
61584223001886,61584223,0018,86
26607430000240,26607430,0002,40
22637264000193,22637264,0001,93
60832581000150,60832581,0001,50
56450877000309,56450877,0003,09
55386445000143,55386445,0001,43
60870847000159,60870847,0001,59
04826023000100,04826023,0001,00
17619009000340,17619009,0003,40
48194609000175,48194609,0001,75
53124228000150,53124228,0001,50
46515946000191,46515946,0001,91
01751967000925,01751967,0009,25
12260426000325,12260426,0003,25
67546671000123,67546671,0001,23
56139041000118,56139041,0001,18
71896880000174,71896880,0001,74
61274809000368,61274809,0003,68
22618188000179,22618188,0001,79
54691100000130,54691100,0001,30
08553324000169,08553324,0001,69
50949528001232,50949528,0012,32
00886257000788,00886257,0007,88
07063949000260,07063949,0002,60
04022404000137,04022404,0001,37
88657820000282,88657820,0002,82
00677174000193,00677174,0001,93
04001398000131,04001398,0001,31
03671726000144,03671726,0001,44
44649960000152,44649960,0001,52
80319064000199,80319064,0001,99
26837290000116,26837290,0001,16
02896951000116,02896951,0001,16
00459410000103,00459410,0001,03
51596690000124,51596690,0001,24
54764337000102,54764337,0001,02
00873594001389,00873594,0013,89
01274689000539,01274689,0005,39
52771516007308,52771516,0073,08
61356523000160,61356523,0001,60
40181203000499,40181203,0004,99
06695952000153,06695952,0001,53
24312884000854,24312884,0008,54
00679427001806,00679427,0018,06
48925481000172,48925481,0001,72
50564053000960,50564053,0009,60
48424774000176,48424774,0001,76
05593344000175,05593344,0001,75
62379813000191,62379813,0001,91
51059004000267,51059004,0002,67
75303222000182,75303222,0001,82
52406329000665,52406329,0006,65
02027538000115,02027538,0001,15
33958695000682,33958695,0006,82
61460325000494,61460325,0004,94
92660604017158,92660604,0171,58
46842894000591,46842894,0005,91
43377936000149,43377936,0001,49
08835673000173,08835673,0001,73
23228512000105,23228512,0001,05
23096269000380,23096269,0003,80
01369005000159,01369005,0001,59
60332384000171,60332384,0001,71
47595863000465,47595863,0004,65
05578838000180,05578838,0001,80
06044367000274,06044367,0002,74
55133094000240,55133094,0002,40
11104329000119,11104329,0001,19
00910456000199,00910456,0001,99
05651966000889,05651966,0008,89
50404987000188,50404987,0001,88
05855407000114,05855407,0001,14
07877712000132,07877712,0001,32
22581442000101,22581442,0001,01
07682525000101,07682525,0001,01
54224423001358,54224423,0013,58
08479501000104,08479501,0001,04
08493791000140,08493791,0001,40
65444200000189,65444200,0001,89
14381634000499,14381634,0004,99
02701989000196,02701989,0001,96
01597589000110,01597589,0001,10
01597589000462,01597589,0004,62
01597589001353,01597589,0013,53
12216168000118,12216168,0001,18
23002548000176,23002548,0001,76
13096055000199,13096055,0001,99
51485274000159,51485274,0001,59
50119668000120,50119668,0001,20
56385834000206,56385834,0002,06
56385834000389,56385834,0003,89
56385834001199,56385834,0011,99
56385834001350,56385834,0013,50
24536269000155,24536269,0001,55
57420598000195,57420598,0001,95
51466761000174,51466761,0001,74
21510745000170,21510745,0001,70
08085841000150,08085841,0001,50
45990181001231,45990181,0012,31
04322728000190,04322728,0001,90
45523719000145,45523719,0001,45
57634677000107,57634677,0001,07
54248547000130,54248547,0001,30
52848868000140,52848868,0001,40
06291846002158,06291846,0021,58
60997905000100,60997905,0001,00
08247387000197,08247387,0001,97
55065981000147,55065981,0001,47
54646120000190,54646120,0001,90
54651344000190,54651344,0001,90
36443753000119,36443753,0001,19
43954460001133,43954460,0011,33
09558301000100,09558301,0001,00
00158230000183,00158230,0001,83
58852518001296,58852518,0012,96
03615415000168,03615415,0001,68
06232585000151,06232585,0001,51
46040242000100,46040242,0001,00
27595780000469,27595780,0004,69
27595780002402,27595780,0024,02
76539600000860,76539600,0008,60
76539600006710,76539600,0067,10
61563557000982,61563557,0009,82
61563557002098,61563557,0020,98
25431024000126,25431024,0001,26
14563317000221,14563317,0002,21
49871213000188,49871213,0001,88
49871213000773,49871213,0007,73
03541406000170,03541406,0001,70
52548435002546,52548435,0025,46
52548435003356,52548435,0033,56
52548435014129,52548435,0141,29
52548435024191,52548435,0241,91
52548435025910,52548435,0259,10
52548435002627,52548435,0026,27
52548435004590,52548435,0045,90
52548435005723,52548435,0057,23
52548435009982,52548435,0099,82
52548435018469,52548435,0184,69
52548435015524,52548435,0155,24
52548435022229,52548435,0222,29
52548435024515,52548435,0245,15
52548435024868,52548435,0248,68
77895928000106,77895928,0001,06
78348257000126,78348257,0001,26
76299270000107,76299270,0001,07
86428893000196,86428893,0001,96
23373000002003,23373000,0020,03
02856274000102,02856274,0001,02
54360623006305,54360623,0063,05
54360623007530,54360623,0075,30
54360623009231,54360623,0092,31
02990334000690,02990334,0006,90
01892664000175,01892664,0001,75
73535494000182,73535494,0001,82
88676127000257,88676127,0002,57
89387864003137,89387864,0031,37
10144123000150,10144123,0001,50
91495549000150,91495549,0001,50
90055724000125,90055724,0001,25
32506981000130,32506981,0001,30
94102183000108,94102183,0001,08
02488357000196,02488357,0001,96
12188516000190,12188516,0001,90
26501438000228,26501438,0002,28
83286500001300,83286500,0013,00
78266566000157,78266566,0001,57
75399758000143,75399758,0001,43
95860581000148,95860581,0001,48
83050781000156,83050781,0001,56
84697051000295,84697051,0002,95
07175725003002,07175725,0030,02
79228219000100,79228219,0001,00
04029601000340,04029601,0003,40
01967524000119,01967524,0001,19
08537637000123,08537637,0001,23
83303404000181,83303404,0001,81
89790356000180,89790356,0001,80
12985357000155,12985357,0001,55
89716195000184,89716195,0001,84
89723977011851,89723977,0118,51
89456008000170,89456008,0001,70
77837979000181,77837979,0001,81
09813575000106,09813575,0001,06
14460993000270,14460993,0002,70
07569161000140,07569161,0001,40
00124733000219,00124733,0002,19
00395988001298,00395988,0012,98
75527101000114,75527101,0001,14
14898558000140,14898558,0001,40
81305377000150,81305377,0001,50
82083270000178,82083270,0001,78
00057852000115,00057852,0001,15
76610062000187,76610062,0001,87
75294801000106,75294801,0001,06
81067860000144,81067860,0001,44
77371789001606,77371789,0016,06
02592857000173,02592857,0001,73
00002405441969,00002405,4419,69
45212228000183,45212228,0001,83
05057833000102,05057833,0001,02
81472243000124,81472243,0001,24
35251088000107,35251088,0001,07
80393960000106,80393960,0001,06
39403409000194,39403409,0001,94
02016507003850,02016507,0038,50
26715965000154,26715965,0001,54
03532447000108,03532447,0001,08
07512519000289,07512519,0002,89
10914514000106,10914514,0001,06
33813869000104,33813869,0001,04
01395648000339,01395648,0003,39
04760363000267,04760363,0002,67
04760345000285,04760345,0002,85
10869844000127,10869844,0001,27
06941602000200,06941602,0002,00
03327988000196,03327988,0001,96
03201316000130,03201316,0001,30
14335163000130,14335163,0001,30
07140281000127,07140281,0001,27
02174951000455,02174951,0004,55
02174951000374,02174951,0003,74
07546521000198,07546521,0001,98
02910623000127,02910623,0001,27
06243343000163,06243343,0001,63
17439238000110,17439238,0001,10
06220490000118,06220490,0001,18
01002047000319,01002047,0003,19
01425693000127,01425693,0001,27
37602745000130,37602745,0001,30
01256967000100,01256967,0001,00
00853416000152,00853416,0001,52
00057240002338,00057240,0023,38
00057240001609,00057240,0016,09
00057240001447,00057240,0014,47
01627142000146,01627142,0001,46
25634551000138,25634551,0001,38
55340921000195,55340921,0001,95
00411566000106,00411566,0001,06
19802150000490,19802150,0004,90
29336674000143,29336674,0001,43
29330594000180,29330594,0001,80
28679017000217,28679017,0002,17
32175317000155,32175317,0001,55
33412792020196,33412792,0201,96
08046498000135,08046498,0001,35
31728462000153,31728462,0001,53
17162579001830,17162579,0018,30
02919878000150,02919878,0001,50
86800745000150,86800745,0001,50
42234005001443,42234005,0014,43
42234005000390,42234005,0003,90
73514523000120,73514523,0001,20
33445347000873,33445347,0008,73
22873602000196,22873602,0001,96
05484996000503,05484996,0005,03
32007908000202,32007908,0002,02
07598658000196,07598658,0001,96
06007800000110,06007800,0001,10
40405037000114,40405037,0001,14
10883162000179,10883162,0001,79
00074905562791,00074905,5627,91
34038046000111,34038046,0001,11
17803300000101,17803300,0001,01
24153141000102,24153141,0001,02
17814074000164,17814074,0001,64
27487693000145,27487693,0001,45
04428585000104,04428585,0001,04
27487156000286,27487156,0002,86
27390160000140,27390160,0001,40
13349563000131,13349563,0001,31
07370012000157,07370012,0001,57
61079117014580,61079117,0145,80
42502203000126,42502203,0001,26
08588911001750,08588911,0017,50
36337012000153,36337012,0001,53
07677731000204,07677731,0002,04
06095364000189,06095364,0001,89
20490472000187,20490472,0001,87
06982741000282,06982741,0002,82
18279158000612,18279158,0006,12
07063930000214,07063930,0002,14
07063938000280,07063938,0002,80
09454009000147,09454009,0001,47
66702325001015,66702325,0010,15
21587696000174,21587696,0001,74
04702118000546,04702118,0005,46
04702287000314,04702287,0003,14
21566120000120,21566120,0001,20
05418460000158,05418460,0001,58
33373179000181,33373179,0001,81
02730980000103,02730980,0001,03
17221771000101,17221771,0001,01
09223086000196,09223086,0001,96
07743406000103,07743406,0001,03
44161185000191,44161185,0001,91
19537752001358,19537752,0013,58
19537752002087,19537752,0020,87
19537752005264,19537752,0052,64
18119493000149,18119493,0001,49
06048760000155,06048760,0001,55
20301933000126,20301933,0001,26
19772946000102,19772946,0001,02
20698684000154,20698684,0001,54
10401764000142,10401764,0001,42
13987738000136,13987738,0001,36
07161354000167,07161354,0001,67
01676274000168,01676274,0001,68
28801503000185,28801503,0001,85
03662722000280,03662722,0002,80
19498344000109,19498344,0001,09
04535651000137,04535651,0001,37
04900868000107,04900868,0001,07
06151340000442,06151340,0004,42
20292256000127,20292256,0001,27
19169614000120,19169614,0001,20
17200072000185,17200072,0001,85
23347420000144,23347420,0001,44
09467474000112,09467474,0001,12
00070894787187,00070894,7871,87
11085742000183,11085742,0001,83
23814940001000,23814940,0010,00
18710988000733,18710988,0007,33
45615184000302,45615184,0003,02
10177346000113,10177346,0001,13
07320386000168,07320386,0001,68
00139155000375,00139155,0003,75
00055088112653,00055088,1126,53
00089352769600,00089352,7696,00
27745320000127,27745320,0001,27
22437735000110,22437735,0001,10
32172058001008,32172058,0010,08
00085007838853,00085007,8388,53
61365557000110,61365557,0001,10
10531748000174,10531748,0001,74
03004216000113,03004216,0001,13
01618978000184,01618978,0001,84
60594538000284,60594538,0002,84
01744153000106,01744153,0001,06
14197082000110,14197082,0001,10
23064231000164,23064231,0001,64
18471070000193,18471070,0001,93
86613403000121,86613403,0001,21
39155675000145,39155675,0001,45
07035044000791,07035044,0007,91
15141799008007,15141799,0080,07
27181949000191,27181949,0001,91
20936065000150,20936065,0001,50
34554478000185,34554478,0001,85
04869169000214,04869169,0002,14
01078990000143,01078990,0001,43
08369748000259,08369748,0002,59
24321382000202,24321382,0002,02
14487316000164,14487316,0001,64
32740490000159,32740490,0001,59
39980175000148,39980175,0001,48
07877700000108,07877700,0001,08
40881716000160,40881716,0001,60
24083917000246,24083917,0002,46
10782639000120,10782639,0001,20
03608944000134,03608944,0001,34
40884405000588,40884405,0005,88
03721769001592,03721769,0015,92
02112964000157,02112964,0001,57
18537443000181,18537443,0001,81
07262290000433,07262290,0004,33
17273767000278,17273767,0002,78
09104065000151,09104065,0001,51
58551243000289,58551243,0002,89
11445160000160,11445160,0001,60
24441891000180,24441891,0001,80
09133731000260,09133731,0002,60
08323347000187,08323347,0001,87
10505311000166,10505311,0001,66
10505311000328,10505311,0003,28
03454838000143,03454838,0001,43
20757012000172,20757012,0001,72
20388082000109,20388082,0001,09
00474300002407,00474300,0024,07
41550112003704,41550112,0037,04
00063456060300,00063456,0603,00
73992034000264,73992034,0002,64
10483444000260,10483444,0002,60
41329129000125,41329129,0001,25
46149768000203,46149768,0002,03
07195191000133,07195191,0001,33
05098354000134,05098354,0001,34
21455800000177,21455800,0001,77
01519852000152,01519852,0001,52
46351817000105,46351817,0001,05
00990842000308,00990842,0003,08
00045503427300,00045503,4273,00
05328117000112,05328117,0001,12
24996960000111,24996960,0001,11
03006548001702,03006548,0017,02
02157729000100,02157729,0001,00
20287659000188,20287659,0001,88
73584245000187,73584245,0001,87
04487622000147,04487622,0001,47
10935477000112,10935477,0001,12
00090445546468,00090445,5464,68
06640130000175,06640130,0001,75
08720365000100,08720365,0001,00
07971955000135,07971955,0001,35
04419796000172,04419796,0001,72
34772245000159,34772245,0001,59
17159856007039,17159856,0070,39
14448260000139,14448260,0001,39
27203655000113,27203655,0001,13
00117842000551,00117842,0005,51
61079232001143,61079232,0011,43
61079232001224,61079232,0012,24
61079232000503,61079232,0005,03
36259270000169,36259270,0001,69
34204930000189,34204930,0001,89
96825575001194,96825575,0011,94
96825575000112,96825575,0001,12
96825575000201,96825575,0002,01
24639231000108,24639231,0001,08
15102924000176,15102924,0001,76
15187776000130,15187776,0001,30
24516135000253,24516135,0002,53
13926910000141,13926910,0001,41
35156290000222,35156290,0002,22
10465849000194,10465849,0001,94
07814918000113,07814918,0001,13
17776751000440,17776751,0004,40
04949368000151,04949368,0001,51
04326294000105,04326294,0001,05
05194398000168,05194398,0001,68
05972820000169,05972820,0001,69
07700426000105,07700426,0001,05
30937909000131,30937909,0001,31
07481452000181,07481452,0001,81
79851648002922,79851648,0029,22
05571228000902,05571228,0009,02
40648726000150,40648726,0001,50
03299955000856,03299955,0008,56
10404940000108,10404940,0001,08
04943858000140,04943858,0001,40
46613141000180,46613141,0001,80
01585358000277,01585358,0002,77
41163192000134,41163192,0001,34
14976693000167,14976693,0001,67
32432542000120,32432542,0001,20
49643384000150,49643384,0001,50
34636649000115,34636649,0001,15
43072478000130,43072478,0001,30
00002690401371,00002690,4013,71
00003549365144,00003549,3651,44
09353456000100,09353456,0001,00
10922751000119,10922751,0001,19
01991046000182,01991046,0001,82
49273120000151,49273120,0001,51
10376555000439,10376555,0004,39
15731984000158,15731984,0001,58
25270244000115,25270244,0001,15
07683539000565,07683539,0005,65
10391246000195,10391246,0001,95
12931796000347,12931796,0003,47
04503660002190,04503660,0021,90
51470474000138,51470474,0001,38
03020454000201,03020454,0002,01
02085838000150,02085838,0001,50
58354903000150,58354903,0001,50
42428734000116,42428734,0001,16
07286417000101,07286417,0001,01
05849495000222,05849495,0002,22
05849495000303,05849495,0003,03
05849495001466,05849495,0014,66
61442737000230,61442737,0002,30
14051881000184,14051881,0001,84
72793334000170,72793334,0001,70
07452156000152,07452156,0001,52
44343762000166,44343762,0001,66
33572312000129,33572312,0001,29
43872274000183,43872274,0001,83
53552691000100,53552691,0001,00
66036146000103,66036146,0001,03
29291184001905,29291184,0019,05
03400080000160,03400080,0001,60
48585459000120,48585459,0001,20
61074829000638,61074829,0006,38
61074829000123,61074829,0001,23
46014122002939,46014122,0029,39
50949528000180,50949528,0001,80
48748230000593,48748230,0005,93
66973801000141,66973801,0001,41
12158299000196,12158299,0001,96
60603461000180,60603461,0001,80
04361392000175,04361392,0001,75
04474925000125,04474925,0001,25
61059978001357,61059978,0013,57
00679427000249,00679427,0002,49
20523058000208,20523058,0002,08
14270041000293,14270041,0002,93
14270041000102,14270041,0001,02
04864204000121,04864204,0001,21
07022853000173,07022853,0001,73
43992932000251,43992932,0002,51
66152414000497,66152414,0004,97
58130089002304,58130089,0023,04
58525197000162,58525197,0001,62
29381602000118,29381602,0001,18
92660604017077,92660604,0170,77
92660604017239,92660604,0172,39
10965623000152,10965623,0001,52
07968742000740,07968742,0007,40
00801700000185,00801700,0001,85
47585377000113,47585377,0001,13
52234556000146,52234556,0001,46
11515451000188,11515451,0001,88
34864792000164,34864792,0001,64
55973762000328,55973762,0003,28
49612377000190,49612377,0001,90
60853942001388,60853942,0013,88
45985371000108,45985371,0001,08
45985371006220,45985371,0062,20
55140818000100,55140818,0001,00
49395742000152,49395742,0001,52
01597589000209,01597589,0002,09
03132254000232,03132254,0002,32
06103087000109,06103087,0001,09
18022305000240,18022305,0002,40
46001459000100,46001459,0001,00
56883820000204,56883820,0002,04
64668981000122,64668981,0001,22
58910316000877,58910316,0008,77
72455587000134,72455587,0001,34
56035538000196,56035538,0001,96
03054730000163,03054730,0001,63
04135419000101,04135419,0001,01
06979521000380,06979521,0003,80
57507626000459,57507626,0004,59
18078396000317,18078396,0003,17
48838437000125,48838437,0001,25
44771350000470,44771350,0004,70
45523719001117,45523719,0011,17
09541336000217,09541336,0002,17
50505924000118,50505924,0001,18
05370882000109,05370882,0001,09
07191228000155,07191228,0001,55
07215293000173,07215293,0001,73
01847902000120,01847902,0001,20
27595780001864,27595780,0018,64
76539600000194,76539600,0001,94
80227796000159,80227796,0001,59
19350180000160,19350180,0001,60
19350180001050,19350180,0010,50
52548435016334,52548435,0163,34
52548435010808,52548435,0108,08
52548435010301,52548435,0103,01
52548435006371,52548435,0063,71
02162905000355,02162905,0003,55
44914992001371,44914992,0013,71
54360623002229,54360623,0022,29
10561387000109,10561387,0001,09
83951236000211,83951236,0002,11
91359711000102,91359711,0001,02
91359711004795,91359711,0047,95
89387864000111,89387864,0001,11
89387864003560,89387864,0035,60
89387864004532,89387864,0045,32
89387864003722,89387864,0037,22
92341312000187,92341312,0001,87
90149055000150,90149055,0001,50
88074364000167,88074364,0001,67
94704103000186,94704103,0001,86
19166180000376,19166180,0003,76
19166180000961,19166180,0009,61
16668247000110,16668247,0001,10
41542250000130,41542250,0001,30
31016787000103,31016787,0001,03
26501438000147,26501438,0001,47
00058641000105,00058641,0001,05
81433765002322,81433765,0023,22
01335341000180,01335341,0001,80
14779384000288,14779384,0002,88
36448137000150,36448137,0001,50
07175725004238,07175725,0042,38
04041804000270,04041804,0002,70
18442810000163,18442810,0001,63
82743832000162,82743832,0001,62
96735758000147,96735758,0001,47
89386569000140,89386569,0001,40
02290962000158,02290962,0001,58
75619056000128,75619056,0001,28
01009473000112,01009473,0001,12
23704608000100,23704608,0001,00
12878929000105,12878929,0001,05
80326143000127,80326143,0001,27
02096969000133,02096969,0001,33
08306731000171,08306731,0001,71
82077785000165,82077785,0001,65
23776082000166,23776082,0001,66
79986949000162,79986949,0001,62
87439626000187,87439626,0001,87
02016507004903,02016507,0049,03
27093515000130,27093515,0001,30
78261252000242,78261252,0002,42
24606519000186,24606519,0001,86
13544727000181,13544727,0001,81
10263004000116,10263004,0001,16
59598029000160,59598029,0001,60
01005875000149,01005875,0001,49
02382105000188,02382105,0001,88
08528222000193,08528222,0001,93
01612795000585,01612795,0005,85
09050432000181,09050432,0001,81
03585304001128,03585304,0011,28
02141279000159,02141279,0001,59
09047818000134,09047818,0001,34
29322070000148,29322070,0001,48
33059684000156,33059684,0001,56
28816270000194,28816270,0001,94
07065754000179,07065754,0001,79
28908804000889,28908804,0008,89
27608256000132,27608256,0001,32
29899143000169,29899143,0001,69
23274194003568,23274194,0035,68
23274194000461,23274194,0004,61
23274194000119,23274194,0001,19
00074569005080,00074569,0050,80
33489352000101,33489352,0001,01
28843928000238,28843928,0002,38
21487653000117,21487653,0001,17
03518700000160,03518700,0001,60
00007207453736,00007207,4537,36
02959423000169,02959423,0001,69
06698001000219,06698001,0002,19
27535996000196,27535996,0001,96
27535996001753,27535996,0017,53
06251333000170,06251333,0001,70
61288940001356,61288940,0013,56
32681371004755,32681371,0047,55
09452900002864,09452900,0028,64
09452900001205,09452900,0012,05
09580824000152,09580824,0001,52
09583363000171,09583363,0001,71
09623290000102,09623290,0001,02
36376804000137,36376804,0001,37
30581433000149,30581433,0001,49
07063934000200,07063934,0002,00
30417459000318,30417459,0003,18
21718267000199,21718267,0001,99
18891036000178,18891036,0001,78
07060755000201,07060755,0002,01
07083477000208,07083477,0002,08
04073803000127,04073803,0001,27
07060739000219,07060739,0002,19
17866823000105,17866823,0001,05
18279158003123,18279158,0031,23
19739564000179,19739564,0001,79
07063976000233,07063976,0002,33
20468310007236,20468310,0072,36
31819438000200,31819438,0002,00
22060818000132,22060818,0001,32
04702118000384,04702118,0003,84
19537752005183,19537752,0051,83
19537752005000,19537752,0050,00
22370928000109,22370928,0001,09
06044537000130,06044537,0001,30
07295811000106,07295811,0001,06
08352952001239,08352952,0012,39
00008719497687,00008719,4976,87
07392106000712,07392106,0007,12
25650383000689,25650383,0006,89
01901632000199,01901632,0001,99
04622945000104,04622945,0001,04
22673347000138,22673347,0001,38
18710988002000,18710988,0020,00
18710988002353,18710988,0023,53
25778390000156,25778390,0001,56
14355450000101,14355450,0001,01
81082091000234,81082091,0002,34
17780545000160,17780545,0001,60
10903047000119,10903047,0001,19
15479034000269,15479034,0002,69
27004978000188,27004978,0001,88
17745056000178,17745056,0001,78
39701753000160,39701753,0001,60
01527825000121,01527825,0001,21
49914641000140,49914641,0001,40
42135913000246,42135913,0002,46
42135913000831,42135913,0008,31
26124547000192,26124547,0001,92
16982376000260,16982376,0002,60
01835706000136,01835706,0001,36
52452141001897,52452141,0018,97
13158783000188,13158783,0001,88
05263312001345,05263312,0013,45
10760171000172,10760171,0001,72
01067819000139,01067819,0001,39
26673348000133,26673348,0001,33
01527612000108,01527612,0001,08
09383084000164,09383084,0001,64
33443860000230,33443860,0002,30
12644621000197,12644621,0001,97
10212665000112,10212665,0001,12
35434905000154,35434905,0001,54
00474300000293,00474300,0002,93
07405517000100,07405517,0001,00
07220874007025,07220874,0070,25
49191162000143,49191162,0001,43
09524502000609,09524502,0006,09
04506123000150,04506123,0001,50
19560032000250,19560032,0002,50
06929310000171,06929310,0001,71
00024374954368,00024374,9543,68
00049112872334,00049112,8723,34
00090386280304,00090386,2803,04
24475814000140,24475814,0001,40
03016372000102,03016372,0001,02
00023438231387,00023438,2313,87
00016691385349,00016691,3853,49
00089328558387,00089328,5583,87
11843560000124,11843560,0001,24
05938517000220,05938517,0002,20
00005352013383,00005352,0133,83
23105614000133,23105614,0001,33
33805805000242,33805805,0002,42
10398739000319,10398739,0003,19
96825575002913,96825575,0029,13
00792706000133,00792706,0001,33
33972146000239,33972146,0002,39
24380578004338,24380578,0043,38
07498296000595,07498296,0005,95
05124161000100,05124161,0001,00
66418765000154,66418765,0001,54
21675420000148,21675420,0001,48
06020142000105,06020142,0001,05
01564597000160,01564597,0001,60
00308668000109,00308668,0001,09
00026836319287,00026836,3192,87
06341475000128,06341475,0001,28
07854334000171,07854334,0001,71
04942017000119,04942017,0001,19
04973681000125,04973681,0001,25
04950283000193,04950283,0001,93
14710306000146,14710306,0001,46
12300288000360,12300288,0003,60
