cnpj_14,cnpj_basico,cnpj_ordem,cnpj_dv
02315076000131,02315076,0001,31
53401659000116,53401659,0001,16
44411353000583,44411353,0005,83
72302409000416,72302409,0004,16
11069547000160,11069547,0001,60
60723061033708,60723061,0337,08
05505390000175,05505390,0001,75
50925551000134,50925551,0001,34
13809963000344,13809963,0003,44
00679427003264,00679427,0032,64
13520755000169,13520755,0001,69
02990234000159,02990234,0001,59
10250551000167,10250551,0001,67
08507787000194,08507787,0001,94
58804025000128,58804025,0001,28
55254825000205,55254825,0002,05
26589128000126,26589128,0001,26
08292480001195,08292480,0011,95
08292480001438,08292480,0014,38
08292480000113,08292480,0001,13
79111779007770,79111779,0077,70
17997420000600,17997420,0006,00
00472805003072,00472805,0030,72
58397379000103,58397379,0001,03
76667682002104,76667682,0021,04
76031186000108,76031186,0001,08
10284766000107,10284766,0001,07
08929256000190,08929256,0001,90
73417735000270,73417735,0002,70
06077688000356,06077688,0003,56
03396004000129,03396004,0001,29
38120962000157,38120962,0001,57
11266165000207,11266165,0002,07
00012377000160,00012377,0001,60
01552504000187,01552504,0001,87
41562791000120,41562791,0001,20
34705080000100,34705080,0001,00
02743574000266,02743574,0002,66
21233901000101,21233901,0001,01
03632896000110,03632896,0001,10
30777114000103,30777114,0001,03
30777114000456,30777114,0004,56
52995323000166,52995323,0001,66
07792269000105,07792269,0001,05
11591124000105,11591124,0001,05
57092477000161,57092477,0001,61
16904055000328,16904055,0003,28
31541824000100,31541824,0001,00
01062613000116,01062613,0001,16
28154862002131,28154862,0021,31
48318399000180,48318399,0001,80
08588911002137,08588911,0021,37
26198515000484,26198515,0004,84
32438772000104,32438772,0001,04
27880089000184,27880089,0001,84
08409637000148,08409637,0001,48
17191172000192,17191172,0001,92
41785833000273,41785833,0002,73
47604527000199,47604527,0001,99
10780884000289,10780884,0002,89
07740099000298,07740099,0002,98
07740099000611,07740099,0006,11
07740099000883,07740099,0008,83
15606007002334,15606007,0023,34
52496525000325,52496525,0003,25
24221207000154,24221207,0001,54
08025296000530,08025296,0005,30
27175877000170,27175877,0001,70
00011536531847,00011536,5318,47
22282628000160,22282628,0001,60
01524903000568,01524903,0005,68
58840147000170,58840147,0001,70
08620924000100,08620924,0001,00
43061782000181,43061782,0001,81
43091153000102,43091153,0001,02
51920472000101,51920472,0001,01
56937989000119,56937989,0001,19
00014148803400,00014148,8034,00
14054065000124,14054065,0001,24
03014234000186,03014234,0001,86
02617304000128,02617304,0001,28
00779059000804,00779059,0008,04
30614462000160,30614462,0001,60
21872101000122,21872101,0001,22
26020106000221,26020106,0002,21
00007005987403,00007005,9874,03
35956652000189,35956652,0001,89
42929315000591,42929315,0005,91
42929315000168,42929315,0001,68
28612598000431,28612598,0004,31
48400777000412,48400777,0004,12
03536615000125,03536615,0001,25
53906335000130,53906335,0001,30
14053968000190,14053968,0001,90
14053968001405,14053968,0014,05
14053968000352,14053968,0003,52
13463104000184,13463104,0001,84
75526079000198,75526079,0001,98
35793976000143,35793976,0001,43
10892021000112,10892021,0001,12
25158790000169,25158790,0001,69
44072660000153,44072660,0001,53
40541776000133,40541776,0001,33
00095495576349,00095495,5763,49
33146732000143,33146732,0001,43
13742401000169,13742401,0001,69
53503652004100,53503652,0041,00
03992929001295,03992929,0012,95
03258582000107,03258582,0001,07
59105262000163,59105262,0001,63
56565039000100,56565039,0001,00
17692901002219,17692901,0022,19
46968905000150,46968905,0001,50
07436109000115,07436109,0001,15
26982634000180,26982634,0001,80
14809173000321,14809173,0003,21
39830947000327,39830947,0003,27
48861901000102,48861901,0001,02
00520634000337,00520634,0003,37
15181688000120,15181688,0001,20
15181688001607,15181688,0016,07
06235812000100,06235812,0001,00
03116586000142,03116586,0001,42
00028873000102,00028873,0001,02
22928522000190,22928522,0001,90
28022024000160,28022024,0001,60
51467132000916,51467132,0009,16
51467132000401,51467132,0004,01
20826545000240,20826545,0002,40
41920863000164,41920863,0001,64
09082724000104,09082724,0001,04
19299770000105,19299770,0001,05
27595780001007,27595780,0010,07
10965693000291,10965693,0002,91
59965038005887,59965038,0058,87
76533777004502,76533777,0045,02
76299270000298,76299270,0002,98
17997420000863,17997420,0008,63
10923648000193,10923648,0001,93
09202940000138,09202940,0001,38
07624625000173,07624625,0001,73
09328910000172,09328910,0001,72
11975534000230,11975534,0002,30
11256093000136,11256093,0001,36
03367101000355,03367101,0003,55
03367101001327,03367101,0013,27
03367101001408,03367101,0014,08
03367101002560,03367101,0025,60
83647479000180,83647479,0001,80
83647917000614,83647917,0006,14
76614254000161,76614254,0001,61
34853469000195,34853469,0001,95
86959426000192,86959426,0001,92
00632572000193,00632572,0001,93
03806553000124,03806553,0001,24
03806553000809,03806553,0008,09
46954377000180,46954377,0001,80
53832359000191,53832359,0001,91
05872541000476,05872541,0004,76
04879275000106,04879275,0001,06
07121367000293,07121367,0002,93
05009692000152,05009692,0001,52
10444161000390,10444161,0003,90
43109717000189,43109717,0001,89
01608998000174,01608998,0001,74
39805770000147,39805770,0001,47
08542246000105,08542246,0001,05
04918453000586,04918453,0005,86
17851447001149,17851447,0011,49
03662354000190,03662354,0001,90
00001180007139,00001180,0071,39
03852459000705,03852459,0007,05
04382714000162,04382714,0001,62
14735941000269,14735941,0002,69
51769603000193,51769603,0001,93
14053968000786,14053968,0007,86
30676217000420,30676217,0004,20
34708029000578,34708029,0005,78
07985073000129,07985073,0001,29
03461082000755,03461082,0007,55
32681371005646,32681371,0056,46
86442720000556,86442720,0005,56
86442720001528,86442720,0015,28
05498436000176,05498436,0001,76
30182548000160,30182548,0001,60
05690271000130,05690271,0001,30
64210875000109,64210875,0001,09
19221229000184,19221229,0001,84
20177093000131,20177093,0001,31
42876993000452,42876993,0004,52
18219789000131,18219789,0001,31
13599606000480,13599606,0004,80
00054916950682,00054916,9506,82
19612331000100,19612331,0001,00
78657384000298,78657384,0002,98
26178616001627,26178616,0016,27
27500978000250,27500978,0002,50
66473554000203,66473554,0002,03
12733590000302,12733590,0003,02
70176425000131,70176425,0001,31
18144066000110,18144066,0001,10
03279285002850,03279285,0028,50
29067113040490,29067113,0404,90
04011297000575,04011297,0005,75
05458585000373,05458585,0003,73
33284926000105,33284926,0001,05
61090089000119,61090089,0001,19
08859671000114,08859671,0001,14
19758842000488,19758842,0004,88
41302357000101,41302357,0001,01
07281538000241,07281538,0002,41
21872101000556,21872101,0005,56
10842709000198,10842709,0001,98
42929315000400,42929315,0004,00
05476815000599,05476815,0005,99
14053968001243,14053968,0012,43
14053968000433,14053968,0004,33
42925433000106,42925433,0001,06
04669925000180,04669925,0001,80
06020142000288,06020142,0002,88
84718741000798,84718741,0007,98
12684651000127,12684651,0001,27
43335161000149,43335161,0001,49
19867404000105,19867404,0001,05
44018817000162,44018817,0001,62
02649005000256,02649005,0002,56
43635526000150,43635526,0001,50
00062930052368,00062930,0523,68
00015514617572,00015514,6175,72
00078790514300,00078790,5143,00
05740287000100,05740287,0001,00
44935680000100,44935680,0001,00
59131566000103,59131566,0001,03
15339921000150,15339921,0001,50
04405310000147,04405310,0001,47
06134846000605,06134846,0006,05
61487799000268,61487799,0002,68
45992724002574,45992724,0025,74
00003519000123,00003519,0001,23
56139041000541,56139041,0005,41
00242184000600,00242184,0006,00
01853408000179,01853408,0001,79
59320820000294,59320820,0002,94
65963142000876,65963142,0008,76
10535766000205,10535766,0002,05
58130089001162,58130089,0011,62
46534246000144,46534246,0001,44
04131341000157,04131341,0001,57
15718820000190,15718820,0001,90
28389927000184,28389927,0001,84
07078042001247,07078042,0012,47
07078042001409,07078042,0014,09
21362359000189,21362359,0001,89
06319722000190,06319722,0001,90
51663680001640,51663680,0016,40
20826545000169,20826545,0001,69
54757686000199,54757686,0001,99
07191228006196,07191228,0061,96
52548435015109,52548435,0151,09
87547675000133,87547675,0001,33
03367101002307,03367101,0023,07
89120877000120,89120877,0001,20
05690512000140,05690512,0001,40
01486112000167,01486112,0001,67
88564745000124,88564745,0001,24
76667682001558,76667682,0015,58
26865909000104,26865909,0001,04
76816792000139,76816792,0001,39
17079975000150,17079975,0001,50
12211981000103,12211981,0001,03
06246061000110,06246061,0001,10
72060999000175,72060999,0001,75
01657436000625,01657436,0006,25
55625739000180,55625739,0001,80
00181221000960,00181221,0009,60
04833584000480,04833584,0004,80
41948065000140,41948065,0001,40
10256296000160,10256296,0001,60
17210644000107,17210644,0001,07
30090605000181,30090605,0001,81
17450360000198,17450360,0001,98
42465389000190,42465389,0001,90
28894029000183,28894029,0001,83
04266704000161,04266704,0001,61
07898948000155,07898948,0001,55
20662766000149,20662766,0001,49
04205348000680,04205348,0006,80
04205348000338,04205348,0003,38
32438772004002,32438772,0040,02
27486182013863,27486182,0138,63
86666716000229,86666716,0002,29
33300971000106,33300971,0001,06
36665147000148,36665147,0001,48
07484707000160,07484707,0001,60
48142882000156,48142882,0001,56
14232247000148,14232247,0001,48
31157610000127,31157610,0001,27
04295026000165,04295026,0001,65
08877756000206,08877756,0002,06
17429671000175,17429671,0001,75
19059849002102,19059849,0021,02
19059849002374,19059849,0023,74
86608114000649,86608114,0006,49
32161582000184,32161582,0001,84
15032995000140,15032995,0001,40
00002063976821,00002063,9768,21
05389137000101,05389137,0001,01
16667978000141,16667978,0001,41
37831567000543,37831567,0005,43
13550095000240,13550095,0002,40
22482228000793,22482228,0007,93
00060029269172,00060029,2691,72
15141799005253,15141799,0052,53
38505151000174,38505151,0001,74
18842271000150,18842271,0001,50
57262211000110,57262211,0001,10
56008934000124,56008934,0001,24
00338885001024,00338885,0010,24
40743674000109,40743674,0001,09
27739081000100,27739081,0001,00
47925043000303,47925043,0003,03
00002484381409,00002484,3814,09
42929315000249,42929315,0002,49
07173830000160,07173830,0001,60
38542705000103,38542705,0001,03
28690900000127,28690900,0001,27
23819297000117,23819297,0001,17
23122434000917,23122434,0009,17
57485033000277,57485033,0002,77
10197621000241,10197621,0002,41
51038713000185,51038713,0001,85
02649005000175,02649005,0001,75
48025693000101,48025693,0001,01
46509104000127,46509104,0001,27
14093288000605,14093288,0006,05
31799479000100,31799479,0001,00
18988028000144,18988028,0001,44
18627195001646,18627195,0016,46
26484540000181,26484540,0001,81
02158076000175,02158076,0001,75
39329236000101,39329236,0001,01
48363428000559,48363428,0005,59
44944577000631,44944577,0006,31
54323785000162,54323785,0001,62
06979521000542,06979521,0005,42
02216876000286,02216876,0002,86
09082724000287,09082724,0002,87
07191228008210,07191228,0082,10
25461857000130,25461857,0001,30
21314559015600,21314559,0156,00
94813102000170,94813102,0001,70
11113293000130,11113293,0001,30
90394107000405,90394107,0004,05
02633583000113,02633583,0001,13
03367101000517,03367101,0005,17
00028505140044,00028505,1400,44
04602431000189,04602431,0001,89
17979757000171,17979757,0001,71
76302157000133,76302157,0001,33
57006716000113,57006716,0001,13
02785831000141,02785831,0001,41
00037489615100,00037489,6151,00
12985159000191,12985159,0001,91
01251337000134,01251337,0001,34
35478685000403,35478685,0004,03
50619412000182,50619412,0001,82
30810486000194,30810486,0001,94
07360865000108,07360865,0001,08
09281188000168,09281188,0001,68
03096738000869,03096738,0008,69
17814074000407,17814074,0004,07
43894824000165,43894824,0001,65
36318624000107,36318624,0001,07
02091250000100,02091250,0001,00
27486182005259,27486182,0052,59
16565897000130,16565897,0001,30
22447684000530,22447684,0005,30
31819438000120,31819438,0001,20
19632116007770,19632116,0077,70
45813832000165,45813832,0001,65
53176007000125,53176007,0001,25
17281346000108,17281346,0001,08
31366649000154,31366649,0001,54
20584786000149,20584786,0001,49
02823335000992,02823335,0009,92
30554734000264,30554734,0002,64
34230979019125,34230979,0191,25
47962823000161,47962823,0001,61
00027226115891,00027226,1158,91
37325767000109,37325767,0001,09
40289239000148,40289239,0001,48
19059849000320,19059849,0003,20
47973689000102,47973689,0001,02
18485037000112,18485037,0001,12
43407597000104,43407597,0001,04
58428867000122,58428867,0001,22
03504437000584,03504437,0005,84
11184785001350,11184785,0013,50
01401630000726,01401630,0007,26
55704685000149,55704685,0001,49
00779059001797,00779059,0017,97
00779059001444,00779059,0014,44
61329181000512,61329181,0005,12
03994427000493,03994427,0004,93
03994427000302,03994427,0003,02
22399702000122,22399702,0001,22
21191338000148,21191338,0001,48
41434556000173,41434556,0001,73
00990842000138,00990842,0001,38
30653472000376,30653472,0003,76
32677726000150,32677726,0001,50
13829957001916,13829957,0019,16
00014938308487,00014938,3084,87
38542705000294,38542705,0002,94
07072909000285,07072909,0002,85
08419352001089,08419352,0010,89
05646631000872,05646631,0008,72
04833448000228,04833448,0002,28
05099585001215,05099585,0012,15
59499919000114,59499919,0001,14
10525283000149,10525283,0001,49
43533014000183,43533014,0001,83
59653926000129,59653926,0001,29
06855894000188,06855894,0001,88
60546801000260,60546801,0002,60
03120545000120,03120545,0001,20
61451654000126,61451654,0001,26
77591402002003,77591402,0020,03
40805770000126,40805770,0001,26
00348040000129,00348040,0001,29
28072750000198,28072750,0001,98
48194609000337,48194609,0003,37
59320820001770,59320820,0017,70
56851611000106,56851611,0001,06
01779939000169,01779939,0001,69
27462319000195,27462319,0001,95
07019511000102,07019511,0001,02
81159857003680,81159857,0036,80
76533777000698,76533777,0006,98
52548435022652,52548435,0226,52
23373000000809,23373000,0008,09
03647936000105,03647936,0001,05
83685354000144,83685354,0001,44
79469714000101,79469714,0001,01
03806553000558,03806553,0005,58
53640248000183,53640248,0001,83
55154371000624,55154371,0006,24
81804684000267,81804684,0002,67
13390962000146,13390962,0001,46
33337007000152,33337007,0001,52
07786727000195,07786727,0001,95
33295346000113,33295346,0001,13
09054601000151,09054601,0001,51
00357038004375,00357038,0043,75
00357038003646,00357038,0036,46
00357038012394,00357038,0123,94
12609494000276,12609494,0002,76
11676271000188,11676271,0001,88
17332857000101,17332857,0001,01
32836259000163,32836259,0001,63
16659619000223,16659619,0002,23
36414225000131,36414225,0001,31
07320618000188,07320618,0001,88
12351253000946,12351253,0009,46
12351253000199,12351253,0001,99
12351253001241,12351253,0012,41
08419352002727,08419352,0027,27
17870729000111,17870729,0001,11
32681371002116,32681371,0021,16
32681371007851,32681371,0078,51
09647168000168,09647168,0001,68
18279158001694,18279158,0016,94
20290896000106,20290896,0001,06
40587565000212,40587565,0002,12
43817093000154,43817093,0001,54
14198875000154,14198875,0001,54
61215364000264,61215364,0002,64
01676274000915,01676274,0009,15
00008230273928,00008230,2739,28
04763393000227,04763393,0002,27
23347420000306,23347420,0003,06
00438756001008,00438756,0010,08
53039634000114,53039634,0001,14
48821167000140,48821167,0001,40
20333363000156,20333363,0001,56
47603663000164,47603663,0001,64
07915660000141,07915660,0001,41
15201143000139,15201143,0001,39
38848107000671,38848107,0006,71
45514922000155,45514922,0001,55
21103907000156,21103907,0001,56
02191819000109,02191819,0001,09
05917434000255,05917434,0002,55
03614931000330,03614931,0003,30
03994427000221,03994427,0002,21
10681691000190,10681691,0001,90
35859228000116,35859228,0001,16
09524502002059,09524502,0020,59
28684229000101,28684229,0001,01
00000939438305,00000939,4383,05
08981770000255,08981770,0002,55
14053968001081,14053968,0010,81
14053968000867,14053968,0008,67
08419352001755,08419352,0017,55
08419352001593,08419352,0015,93
08419352001674,08419352,0016,74
01358086000272,01358086,0002,72
07568434000131,07568434,0001,31
21642529000260,21642529,0002,60
05099585000677,05099585,0006,77
00021912254387,00021912,2543,87
11427268000120,11427268,0001,20
11446113000131,11446113,0001,31
15748239000111,15748239,0001,11
51715706000413,51715706,0004,13
10307397000201,10307397,0002,01
07570829000411,07570829,0004,11
61414749000170,61414749,0001,70
07587275000112,07587275,0001,12
07502787000139,07502787,0001,39
34223624000190,34223624,0001,90
56071128000109,56071128,0001,09
37113180000802,37113180,0008,02
45598515000173,45598515,0001,73
13072388000188,13072388,0001,88
10267561001187,10267561,0011,87
10267561000458,10267561,0004,58
20658296000140,20658296,0001,40
02502379000163,02502379,0001,63
02162259000750,02162259,0007,50
03831403000170,03831403,0001,70
39830947000165,39830947,0001,65
02762121000287,02762121,0002,87
05724262000112,05724262,0001,12
10529896000405,10529896,0004,05
54423934000831,54423934,0008,31
66994450000155,66994450,0001,55
45985371003395,45985371,0033,95
50894070000109,50894070,0001,09
01593699000618,01593699,0006,18
43251230000489,43251230,0004,89
55753578002154,55753578,0021,54
51864996000114,51864996,0001,14
41759096000153,41759096,0001,53
23373000004120,23373000,0041,20
94638582000180,94638582,0001,80
91958108000147,91958108,0001,47
89317697000302,89317697,0003,02
05477173000208,05477173,0002,08
98593668000194,98593668,0001,94
08868097000322,08868097,0003,22
19843524000172,19843524,0001,72
03367101001831,03367101,0018,31
03367101000789,03367101,0007,89
07687870000120,07687870,0001,20
55219925000110,55219925,0001,10
52311529009690,52311529,0096,90
12407691000121,12407691,0001,21
07579025000130,07579025,0001,30
13773968000100,13773968,0001,00
00933558000120,00933558,0001,20
35835010000121,35835010,0001,21
01895390000178,01895390,0001,78
33923560000177,33923560,0001,77
00350232000170,00350232,0001,70
07430059000169,07430059,0001,69
30090575005334,30090575,0053,34
10431501000267,10431501,0002,67
00357038012122,00357038,0121,22
28927556000147,28927556,0001,47
18291095000105,18291095,0001,05
24232418000192,24232418,0001,92
05215135000600,05215135,0006,00
31479108000132,31479108,0001,32
36297810002908,36297810,0029,08
27193630000186,27193630,0001,86
21146066000164,21146066,0001,64
08419352002484,08419352,0024,84
00986410000153,00986410,0001,53
09452900001701,09452900,0017,01
18279158002313,18279158,0023,13
20468310009956,20468310,0099,56
08843214000131,08843214,0001,31
09618465000185,09618465,0001,85
38734810000144,38734810,0001,44
07277010000118,07277010,0001,18
66196866000128,66196866,0001,28
08870769000920,08870769,0009,20
10760580000179,10760580,0001,79
08657988000178,08657988,0001,78
07272615000205,07272615,0002,05
02325282000122,02325282,0001,22
17168634000312,17168634,0003,12
23357072002059,23357072,0020,59
07870995000190,07870995,0001,90
00005210504646,00005210,5046,46
41499197000132,41499197,0001,32
21204608000108,21204608,0001,08
20051181000192,20051181,0001,92
22335392000182,22335392,0001,82
00004146967864,00004146,9678,64
12431786000180,12431786,0001,80
03029662000182,03029662,0001,82
25431016000180,25431016,0001,80
14284188000151,14284188,0001,51
41823170000153,41823170,0001,53
14707364000544,14707364,0005,44
00064951723115,00064951,7231,15
32821183000283,32821183,0002,83
51515703000193,51515703,0001,93
29201747000190,29201747,0001,90
04802920000184,04802920,0001,84
01682695003389,01682695,0033,89
10483444004680,10483444,0046,80
72432727000159,72432727,0001,59
43332756000574,43332756,0005,74
43332756000736,43332756,0007,36
03006548000137,03006548,0001,37
53471219000135,53471219,0001,35
30129391000100,30129391,0001,00
01287588000845,01287588,0008,45
09603217000160,09603217,0001,60
33726160000171,33726160,0001,71
14746937000115,14746937,0001,15
21112261000173,21112261,0001,73
05476815000165,05476815,0001,65
08419352001240,08419352,0012,40
08419352002131,08419352,0021,31
08419352001160,08419352,0011,60
08419352002301,08419352,0023,01
07228748000195,07228748,0001,95
63716443000101,63716443,0001,01
13928488000163,13928488,0001,63
05574041000105,05574041,0001,05
05099585000758,05099585,0007,58
05832555000113,05832555,0001,13
01259730000689,01259730,0006,89
01676897000211,01676897,0002,11
08886407000170,08886407,0001,70
58926754000157,58926754,0001,57
02786494000298,02786494,0002,98
61658147000168,61658147,0001,68
03785719000173,03785719,0001,73
40331592000149,40331592,0001,49
45214103000192,45214103,0001,92
48600191000159,48600191,0001,59
39830947000670,39830947,0006,70
52247381000535,52247381,0005,35
92660604014132,92660604,0141,32
09358882000136,09358882,0001,36
05826986000258,05826986,0002,58
56220791000110,56220791,0001,10
05311552000134,05311552,0001,34
02516147000164,02516147,0001,64
08385744000183,08385744,0001,83
07078042001751,07078042,0017,51
56431521000158,56431521,0001,58
19700243000160,19700243,0001,60
34660849000294,34660849,0002,94
59225698000196,59225698,0001,96
35732217000170,35732217,0001,70
36111732000104,36111732,0001,04
15709473000130,15709473,0001,30
01255050000425,01255050,0004,25
02195100000146,02195100,0001,46
52867298000135,52867298,0001,35
03509978001305,03509978,0013,05
07191228000740,07191228,0007,40
07191228008806,07191228,0088,06
50152869000120,50152869,0001,20
20791886000146,20791886,0001,46
37254148000162,37254148,0001,62
05477173001271,05477173,0012,71
94012481000107,94012481,0001,07
02649132000174,02649132,0001,74
31499115000104,31499115,0001,04
04983701000149,04983701,0001,49
28891664000107,28891664,0001,07
76576396000181,76576396,0001,81
06272683000112,06272683,0001,12
23110922000157,23110922,0001,57
10492887000136,10492887,0001,36
10492887000217,10492887,0002,17
01502510000391,01502510,0003,91
52606798000113,52606798,0001,13
75195297000197,75195297,0001,97
13520896000181,13520896,0001,81
86183449000158,86183449,0001,58
76012012000106,76012012,0001,06
82648742000354,82648742,0003,54
82648742000940,82648742,0009,40
78388402000607,78388402,0006,07
52973303000194,52973303,0001,94
13114396000492,13114396,0004,92
77371789002246,77371789,0022,46
80858053000349,80858053,0003,49
77525673000190,77525673,0001,90
77525673000270,77525673,0002,70
58752131000105,58752131,0001,05
27790783000100,27790783,0001,00
08629324000103,08629324,0001,03
55384381000141,55384381,0001,41
42354972000396,42354972,0003,96
28515300000122,28515300,0001,22
05219549000195,05219549,0001,95
60717657000104,60717657,0001,04
33150608000151,33150608,0001,51
08847399000152,08847399,0001,52
10840738000110,10840738,0001,10
40285967000181,40285967,0001,81
02102394000114,02102394,0001,14
10547330000155,10547330,0001,55
01868396000156,01868396,0001,56
19064035000112,19064035,0001,12
40261035003467,40261035,0034,67
47367504000108,47367504,0001,08
12950140000100,12950140,0001,00
28578649000294,28578649,0002,94
24829836000161,24829836,0001,61
46447673000195,46447673,0001,95
29225976000144,29225976,0001,44
12351253000784,12351253,0007,84
08588911000193,08588911,0001,93
82647884000305,82647884,0003,05
82647884000135,82647884,0001,35
22447684003041,22447684,0030,41
24286169000118,24286169,0001,18
15619326000179,15619326,0001,79
09475363000158,09475363,0001,58
26183699000832,26183699,0008,32
23143522000652,23143522,0006,52
47129568000170,47129568,0001,70
25388869000186,25388869,0001,86
21483359001028,21483359,0010,28
24790661000126,24790661,0001,26
22432769000111,22432769,0001,11
16587435000114,16587435,0001,14
00007619901604,00007619,9016,04
03906433000107,03906433,0001,07
71229405000497,71229405,0004,97
13996019000181,13996019,0001,81
49914641000493,49914641,0004,93
00001486999107,00001486,9991,07
18356390000100,18356390,0001,00
00014940388549,00014940,3885,49
06912544000106,06912544,0001,06
00059090057587,00059090,0575,87
15821899000180,15821899,0001,80
10806990000294,10806990,0002,94
00338885000990,00338885,0009,90
34803364000121,34803364,0001,21
24471108000120,24471108,0001,20
00779059000634,00779059,0006,34
00779059001606,00779059,0016,06
10275054000385,10275054,0003,85
22553497000108,22553497,0001,08
27976081000116,27976081,0001,16
00255218000197,00255218,0001,97
08488717000136,08488717,0001,36
00063457270325,00063457,2703,25
10772915000179,10772915,0001,79
07175375000131,07175375,0001,31
02518353000294,02518353,0002,94
03006548001885,03006548,0018,85
00005396630426,00005396,6304,26
49785497000190,49785497,0001,90
17416722000124,17416722,0001,24
42489453000173,42489453,0001,73
62832070000163,62832070,0001,63
04992714000427,04992714,0004,27
04992714002551,04992714,0025,51
14053968001677,14053968,0016,77
16896097000100,16896097,0001,00
30486042000226,30486042,0002,26
00061436209382,00061436,2093,82
21579836000162,21579836,0001,62
00001469154536,00001469,1545,36
20395342000165,20395342,0001,65
57343468000287,57343468,0002,87
61970279000120,61970279,0001,20
06065767000185,06065767,0001,85
39978755000281,39978755,0002,81
49472451000110,49472451,0001,10
55420970000480,55420970,0004,80
60546801002394,60546801,0023,94
10267561000105,10267561,0001,05
44770207000110,44770207,0001,10
28568392000702,28568392,0007,02
59530832000162,59530832,0001,62
06984234000369,06984234,0003,69
59320820002076,59320820,0020,76
02502762000111,02502762,0001,11
55969428000139,55969428,0001,39
29708128000196,29708128,0001,96
04507739000226,04507739,0002,26
29306736000174,29306736,0001,74
10640173000470,10640173,0004,70
59069348000188,59069348,0001,88
56029784000135,56029784,0001,35
44650563000362,44650563,0003,62
11357110000121,11357110,0001,21
01449914000105,01449914,0001,05
96508130000109,96508130,0001,09
00055191177800,00055191,1778,00
23636967000160,23636967,0001,60
41852236000133,41852236,0001,33
06915161000191,06915161,0001,91
08191086000199,08191086,0001,99
43493124000169,43493124,0001,69
56395510000160,56395510,0001,60
10667654000712,10667654,0007,12
64178536000184,64178536,0001,84
07191228000660,07191228,0006,60
44993632009559,44993632,0095,59
87606372000306,87606372,0003,06
94366796000144,94366796,0001,44
18339696000140,18339696,0001,40
00303837000100,00303837,0001,00
52508742000126,52508742,0001,26
31659735000155,31659735,0001,55
11150969000246,11150969,0002,46
12336613000183,12336613,0001,83
86183449000581,86183449,0005,81
86183449001049,86183449,0010,49
19151953000189,19151953,0001,89
73500480000123,73500480,0001,23
04335788000148,04335788,0001,48
01956509000175,01956509,0001,75
09247343000120,09247343,0001,20
33588168000119,33588168,0001,19
76578202000187,76578202,0001,87
44026037001055,44026037,0010,55
15378979000103,15378979,0001,03
15380245000169,15380245,0001,69
11169419000783,11169419,0007,83
11169419000945,11169419,0009,45
32079726000239,32079726,0002,39
28670958000109,28670958,0001,09
30161582000825,30161582,0008,25
08932787000565,08932787,0005,65
00913233000428,00913233,0004,28
05302000000160,05302000,0001,60
33841370000100,33841370,0001,00
21478597000154,21478597,0001,54
33921435000128,33921435,0001,28
60999412000109,60999412,0001,09
15120702000500,15120702,0005,00
06175064000703,06175064,0007,03
19638964000198,19638964,0001,98
66301334000456,66301334,0004,56
13796559000111,13796559,0001,11
71241731000843,71241731,0008,43
49576415000105,49576415,0001,05
42603554000204,42603554,0002,04
13697410000266,13697410,0002,66
31889563000106,31889563,0001,06
49401457000288,49401457,0002,88
21204608000299,21204608,0002,99
23778652000157,23778652,0001,57
01669679000179,01669679,0001,79
07190108000133,07190108,0001,33
26549889000154,26549889,0001,54
15003110000184,15003110,0001,84
01037501000377,01037501,0003,77
00083266054504,00083266,0545,04
00001800021550,00001800,0215,50
02262991000106,02262991,0001,06
03082308000111,03082308,0001,11
24143877000108,24143877,0001,08
14930847000180,14930847,0001,80
08220952000122,08220952,0001,22
19625463000177,19625463,0001,77
09686157000197,09686157,0001,97
13741456000235,13741456,0002,35
05564306000194,05564306,0001,94
00076105946368,00076105,9463,68
43332756000221,43332756,0002,21
43332756000302,43332756,0003,02
00000410693316,00000410,6933,16
00098458191334,00098458,1913,34
00016670639368,00016670,6393,68
01004450000115,01004450,0001,15
00016694295391,00016694,2953,91
03433003000298,03433003,0002,98
00026721066300,00026721,0663,00
57641376000100,57641376,0001,00
19495243000176,19495243,0001,76
16936685000112,16936685,0001,12
33841727000231,33841727,0002,31
48822201000109,48822201,0001,09
12447077000355,12447077,0003,55
04385585000166,04385585,0001,66
27515154001730,27515154,0017,30
02709163000173,02709163,0001,73
50667613000155,50667613,0001,55
00004972685310,00004972,6853,10
13226507000100,13226507,0001,00
19558802000573,19558802,0005,73
07263666000181,07263666,0001,81
18093112000108,18093112,0001,08
03116586000576,03116586,0005,76
61243119000180,61243119,0001,80
21249330000195,21249330,0001,95
57149146000110,57149146,0001,10
07210049000380,07210049,0003,80
41663288000161,41663288,0001,61
08531518000244,08531518,0002,44
05922371000497,05922371,0004,97
23323690000115,23323690,0001,15
10156615000165,10156615,0001,65
02998301000262,02998301,0002,62
14630184000188,14630184,0001,88
03083792000527,03083792,0005,27
07078042001832,07078042,0018,32
07509106000164,07509106,0001,64
30735389000184,30735389,0001,84
07259555000100,07259555,0001,00
25318354000100,25318354,0001,00
35855877000149,35855877,0001,49
30272428000154,30272428,0001,54
37600741000113,37600741,0001,13
33050196000188,33050196,0001,88
28662477000151,28662477,0001,51
07191228003502,07191228,0035,02
07191228008300,07191228,0083,00
26277170000101,26277170,0001,01
94580479000126,94580479,0001,26
17568859000102,17568859,0001,02
43713923000101,43713923,0001,01
00019110790004,00019110,7900,04
08944802000161,08944802,0001,61
