cnpj_14,cnpj_basico,cnpj_ordem,cnpj_dv,identificador_matriz_filial,situacao_cadastral,uf,municipio,cnae_fiscal_principal,cnae_principal_descricao,cnae_fiscal_secundaria
00046364455034,00046364,4550,34,,,,,,,
00000035029113,00000035,0291,13,,,,,,,
00000080229513,00000080,2295,13,,,,,,,
00000017112513,00000017,1125,13,,,,,,,
00000065261312,00000065,2613,12,,,,,,,
00000050157712,00000050,1577,12,,,,,,,
00000011831813,00000011,8318,13,,,,,,,
00000084894112,00000084,8941,12,,,,,,,
00000019350213,00000019,3502,13,,,,,,,
00000073588211,00000073,5882,11,,,,,,,
00000093830812,00000093,8308,12,,,,,,,
00000024048513,00000024,0485,13,,,,,,,
00000023514813,00000023,5148,13,,,,,,,
00000033479213,00000033,4792,13,,,,,,,
00000052417212,00000052,4172,12,,,,,,,
00000050634611,00000050,6346,11,,,,,,,
00000013012713,00000013,0127,13,,,,,,,
00000018279213,00000018,2792,13,,,,,,,
00000039397713,00000039,3977,13,,,,,,,
00000005613913,00000005,6139,13,,,,,,,
00000029106212,00000029,1062,12,,,,,,,
00000032336813,00000032,3368,13,,,,,,,
00000020969712,00000020,9697,12,,,,,,,
00000008046512,00000008,0465,12,,,,,,,
00000088111212,00000088,1112,12,,,,,,,
00000020895413,00000020,8954,13,,,,,,,
00000017277613,00000017,2776,13,,,,,,,
00000092693813,00000092,6938,13,,,,,,,
00000030751613,00000030,7516,13,,,,,,,
00000001847912,00000001,8479,12,,,,,,,
00000027242112,00000027,2421,12,,,,,,,
00000015191813,00000015,1918,13,,,,,,,
00000058188813,00000058,1888,13,,,,,,,
00000010650313,00000010,6503,13,,,,,,,
00000000197713,00000000,1977,13,,,,,,,
00000096654913,00000096,6549,13,,,,,,,
00000018926612,00000018,9266,12,,,,,,,
00000027099912,00000027,0999,12,,,,,,,
00000014783813,00000014,7838,13,,,,,,,
00000015104613,00000015,1046,13,,,,,,,
00000000801711,00000000,8017,11,,,,,,,
00000096825613,00000096,8256,13,,,,,,,
00000045036612,00000045,0366,12,,,,,,,
00000026198813,00000026,1988,13,,,,,,,
00000062096112,00000062,0961,12,,,,,,,
00000057717512,00000057,7175,12,,,,,,,
00000017221813,00000017,2218,13,,,,,,,
00000057622513,00000057,6225,13,,,,,,,
00000023445513,00000023,4455,13,,,,,,,
00000081451513,00000081,4515,13,,,,,,,
00000055788412,00000055,7884,12,,,,,,,
00000050115513,00000050,1155,13,,,,,,,
00000066702313,00000066,7023,13,,,,,,,
00000045782912,00000045,7829,12,,,,,,,
00000050629912,00000050,6299,12,,,,,,,
00000040515212,00000040,5152,12,,,,,,,
00000074367912,00000074,3679,12,,,,,,,
00000026335913,00000026,3359,13,,,,,,,
00000003102313,00000003,1023,13,,,,,,,
00000034967612,00000034,9676,12,,,,,,,
00000062379813,00000062,3798,13,,,,,,,
00000072875812,00000072,8758,12,,,,,,,
00000016756212,00000016,7562,12,,,,,,,
00000057582813,00000057,5828,13,,,,,,,
00000070639512,00000070,6395,12,,,,,,,
00000022366413,00000022,3664,13,,,,,,,
00000019166213,00000019,1662,13,,,,,,,
00000012713813,00000012,7138,13,,,,,,,
00000097417113,00000097,4171,13,,,,,,,
00000033899213,00000033,8992,13,,,,,,,
00000050941912,00000050,9419,12,,,,,,,
00000013987713,00000013,9877,13,,,,,,,
00000022034513,00000022,0345,13,,,,,,,
00000017964312,00000017,9643,12,,,,,,,
00000000798712,00000000,7987,12,,,,,,,
00000017905113,00000017,9051,13,,,,,,,
00000033554113,00000033,5541,13,,,,,,,
00000044343813,00000044,3438,13,,,,,,,
00000024852113,00000024,8521,13,,,,,,,
00000060832613,00000060,8326,13,,,,,,,
00000072724212,00000072,7242,12,,,,,,,
00000069678712,00000069,6787,12,,,,,,,
00000039701813,00000039,7018,13,,,,,,,
00000048691712,00000048,6917,12,,,,,,,
00000000724312,00000000,7243,12,,,,,,,
00000036710411,00000036,7104,11,,,,,,,
00000047548212,00000047,5482,12,,,,,,,
00000072670712,00000072,6707,12,,,,,,,
00000022735113,00000022,7351,13,,,,,,,
00000023510112,00000023,5101,12,,,,,,,
00000018236612,00000018,2366,12,,,,,,,
00000030359212,00000030,3592,12,,,,,,,
00000041329113,00000041,3291,13,,,,,,,
00000078266613,00000078,2666,13,,,,,,,
00000022437713,00000022,4377,13,,,,,,,
00000082194812,00000082,1948,12,,,,,,,
00000094458313,00000094,4583,13,,,,,,,
00000010269212,00000010,2692,12,,,,,,,
00000000440713,00000000,4407,13,,,,,,,
00000007458312,00000007,4583,12,,,,,,,
00000019224113,00000019,2241,13,,,,,,,
00000047816712,00000047,8167,12,,,,,,,
00000023594512,00000023,5945,12,,,,,,,
00000017989413,00000017,9894,13,,,,,,,
00000090752412,00000090,7524,12,,,,,,,
00000031688413,00000031,6884,13,,,,,,,
00000057705113,00000057,7051,13,,,,,,,
00000095090512,00000095,0905,12,,,,,,,
00000016843313,00000016,8433,13,,,,,,,
00000021412812,00000021,4128,12,,,,,,,
00000025920512,00000025,9205,12,,,,,,,
00000027776713,00000027,7767,13,,,,,,,
00000036933713,00000036,9337,13,,,,,,,
00000010441512,00000010,4415,12,,,,,,,
00000010307913,00000010,3079,13,,,,,,,
00000020858412,00000020,8584,12,,,,,,,
00000012605713,00000012,6057,13,,,,,,,
00000004147212,00000004,1472,12,,,,,,,
00000010471312,00000010,4713,12,,,,,,,
00000014763312,00000014,7633,12,,,,,,,
00000077092213,00000077,0922,13,,,,,,,
00000023693513,00000023,6935,13,,,,,,,
00000070176413,00000070,1764,13,,,,,,,
00000058824712,00000058,8247,12,,,,,,,
00000086247512,00000086,2475,12,,,,,,,
00000016290812,00000016,2908,12,,,,,,,
00000014781313,00000014,7813,13,,,,,,,
00000011062612,00000011,0626,12,,,,,,,
00000048979713,00000048,9797,13,,,,,,,
00000010976313,00000010,9763,13,,,,,,,
00000010808713,00000010,8087,13,,,,,,,
00000014197113,00000014,1971,13,,,,,,,
00000045817513,00000045,8175,13,,,,,,,
00000094543312,00000094,5433,12,,,,,,,
00000051485313,00000051,4853,13,,,,,,,
00000060077313,00000060,0773,13,,,,,,,
00000012216213,00000012,2162,13,,,,,,,
00000082017612,00000082,0176,12,,,,,,,
00000046770211,00000046,7702,11,,,,,,,
00000072582112,00000072,5821,12,,,,,,,
00000033130513,00000033,1305,13,,,,,,,
00000047856113,00000047,8561,13,,,,,,,
00000045176913,00000045,1769,13,,,,,,,
00000034972113,00000034,9721,13,,,,,,,
00000038067812,00000038,0678,12,,,,,,,
00000000805512,00000000,8055,12,,,,,,,
00000044977612,00000044,9776,12,,,,,,,
00000039325413,00000039,3254,13,,,,,,,
00000004180513,00000004,1805,13,,,,,,,
00000046001513,00000046,0015,13,,,,,,,
00000078543312,00000078,5433,12,,,,,,,
00000007222312,00000007,2223,12,,,,,,,
00000019371613,00000019,3716,13,,,,,,,
00000073615812,00000073,6158,12,,,,,,,
00000034655412,00000034,6554,12,,,,,,,
00000000195613,00000000,1956,13,,,,,,,
00000042849513,00000042,8495,13,,,,,,,
00000011995113,00000011,9951,13,,,,,,,
00000031643913,00000031,6439,13,,,,,,,
00000011603913,00000011,6039,13,,,,,,,
00000096178213,00000096,1782,13,,,,,,,
00000033230313,00000033,2303,13,,,,,,,
00000014672413,00000014,6724,13,,,,,,,
00000068499912,00000068,4999,12,,,,,,,
00000003232113,00000003,2321,13,,,,,,,
00000003861913,00000003,8619,13,,,,,,,
00000018591813,00000018,5918,13,,,,,,,
00000023821112,00000023,8211,12,,,,,,,
00000007490411,00000007,4904,11,,,,,,,
00000047477912,00000047,4779,12,,,,,,,
00000004364713,00000004,3647,13,,,,,,,
00000008025312,00000008,0253,12,,,,,,,
00000022635213,00000022,6352,13,,,,,,,
00000086883212,00000086,8832,12,,,,,,,
00000056998413,00000056,9984,13,,,,,,,
00000050308113,00000050,3081,13,,,,,,,
00000055309112,00000055,3091,12,,,,,,,
00000013956512,00000013,9565,12,,,,,,,
00000017350213,00000017,3502,13,,,,,,,
00000013410313,00000013,4103,13,,,,,,,
00000014644212,00000014,6442,12,,,,,,,
00000046090213,00000046,0902,13,,,,,,,
00000034404413,00000034,4044,13,,,,,,,
00000016625213,00000016,6252,13,,,,,,,
00000055078813,00000055,0788,13,,,,,,,
00000018224113,00000018,2241,13,,,,,,,
00000037589213,00000037,5892,13,,,,,,,
00000016733713,00000016,7337,13,,,,,,,
00000039115513,00000039,1155,13,,,,,,,
00000072302413,00000072,3024,13,,,,,,,
00000002785213,00000002,7852,13,,,,,,,
00000013051613,00000013,0516,13,,,,,,,
00000021185613,00000021,1856,13,,,,,,,
00000060776912,00000060,7769,12,,,,,,,
00000050958413,00000050,9584,13,,,,,,,
00000062534212,00000062,5342,12,,,,,,,
00000015181713,00000015,1817,13,,,,,,,
00000011591113,00000011,5911,13,,,,,,,
00000039929312,00000039,9293,12,,,,,,,
00000001089213,00000001,0892,13,,,,,,,
00000077922712,00000077,9227,12,,,,,,,
00000011266213,00000011,2662,13,,,,,,,
00000052063411,00000052,0634,11,,,,,,,
00000043635513,00000043,6355,13,,,,,,,
00000039805813,00000039,8058,13,,,,,,,
00000026865913,00000026,8659,13,,,,,,,
00000018144113,00000018,1441,13,,,,,,,
00000046699312,00000046,6993,12,,,,,,,
00000010842713,00000010,8427,13,,,,,,,
00000060201412,00000060,2014,12,,,,,,,
00000053269613,00000053,2696,13,,,,,,,
00000011113313,00000011,1133,13,,,,,,,
00000043894813,00000043,8948,13,,,,,,,
00000041420913,00000041,4209,13,,,,,,,
00000061215413,00000061,2154,13,,,,,,,
00000053640213,00000053,6402,13,,,,,,,
00000015748213,00000015,7482,13,,,,,,,
00000054771712,00000054,7717,12,,,,,,,
00000010492913,00000010,4929,13,,,,,,,
00000024232413,00000024,2324,13,,,,,,,
00000053471213,00000053,4712,13,,,,,,,
00000014284213,00000014,2842,13,,,,,,,
00000052151412,00000052,1514,12,,,,,,,
00000010699313,00000010,6993,13,,,,,,,
00000035099812,00000035,0998,12,,,,,,,
00000043493113,00000043,4931,13,,,,,,,
00000010547313,00000010,5473,13,,,,,,,
00000004026113,00000004,0261,13,,,,,,,
00000078132613,00000078,1326,13,,,,,,,
00000072100512,00000072,1005,12,,,,,,,
00000013697413,00000013,6974,13,,,,,,,
00000002101912,00000002,1019,12,,,,,,,
00000057641413,00000057,6414,13,,,,,,,
00000001096313,00000001,0963,13,,,,,,,
00000001963913,00000001,9639,13,,,,,,,
00000015120713,00000015,1207,13,,,,,,,
00000015416513,00000015,4165,13,,,,,,,
00000026444813,00000026,4448,13,,,,,,,
00000027688213,00000027,6882,13,,,,,,,
00000060375912,00000060,3759,12,,,,,,,
00000001357613,00000001,3576,13,,,,,,,
00000036130413,00000036,1304,13,,,,,,,
00000010652113,00000010,6521,13,,,,,,,
00000022009212,00000022,0092,12,,,,,,,
00000082575412,00000082,5754,12,,,,,,,
00000016684813,00000016,6848,13,,,,,,,
00000024374713,00000024,3747,13,,,,,,,
00000026004112,00000026,0041,12,,,,,,,
00000078817913,00000078,8179,13,,,,,,,
00000017256113,00000017,2561,13,,,,,,,
00000042458313,00000042,4583,13,,,,,,,
00000035226912,00000035,2269,12,,,,,,,
00000020658513,00000020,6585,13,,,,,,,
00000060821513,00000060,8215,13,,,,,,,
00000022709213,00000022,7092,13,,,,,,,
00000058312413,00000058,3124,13,,,,,,,
00000041265113,00000041,2651,13,,,,,,,
00000013538212,00000013,5382,12,,,,,,,
00000064429413,00000064,4294,13,,,,,,,
00000007519113,00000007,5191,13,,,,,,,
00000056633813,00000056,6338,13,,,,,,,
00000065900213,00000065,9002,13,,,,,,,
00000060618413,00000060,6184,13,,,,,,,
00000062863112,00000062,8631,12,,,,,,,
00000062042512,00000062,0425,12,,,,,,,
00000059848113,00000059,8481,13,,,,,,,
00000079381513,00000079,3815,13,,,,,,,
00000020217113,00000020,2171,13,,,,,,,
00000031451113,00000031,4511,13,,,,,,,
00021162280697,00021162,2806,97,,,,,,,
00007201001434,00007201,0014,34,,,,,,,
00008719497687,00008719,4976,87,,,,,,,
00090386280304,00090386,2803,04,,,,,,,
00063684470449,00063684,4704,49,,,,,,,
00080963501372,00080963,5013,72,,,,,,,
00040439640300,00040439,6403,00,,,,,,,
00070647518600,00070647,5186,00,,,,,,,
00099930846387,00099930,8463,87,,,,,,,
00065798783634,00065798,7836,34,,,,,,,
00004146967864,00004146,9678,64,,,,,,,
00014940388549,00014940,3885,49,,,,,,,
00083266054504,00083266,0545,04,,,,,,,
00000627068375,00000627,0683,75,,,,,,,
00021192227034,00021192,2270,34,,,,,,,
00000010426513,00000010,4265,13,,,,,,,
00000055712312,00000055,7123,12,,,,,,,
00000084697113,00000084,6971,13,,,,,,,
00000023640213,00000023,6402,13,,,,,,,
00000015141813,00000015,1418,13,,,,,,,
00000020372113,00000020,3721,13,,,,,,,
00000002719113,00000002,7191,13,,,,,,,
00000010861513,00000010,8615,13,,,,,,,
00000015102113,00000015,1021,13,,,,,,,
00000096005312,00000096,0053,12,,,,,,,
00000060484712,00000060,4847,12,,,,,,,
00000012241612,00000012,2416,12,,,,,,,
00000002714212,00000002,7142,12,,,,,,,
00000053882312,00000053,8823,12,,,,,,,
00000049217313,00000049,2173,13,,,,,,,
00000054360613,00000054,3606,13,,,,,,,
00000001221713,00000001,2217,13,,,,,,,
00000030761712,00000030,7617,12,,,,,,,
00000061114312,00000061,1143,12,,,,,,,
00000033060313,00000033,0603,13,,,,,,,
00000047021212,00000047,0212,12,,,,,,,
00000016784312,00000016,7843,12,,,,,,,
00000011681513,00000011,6815,13,,,,,,,
00000060101313,00000060,1013,13,,,,,,,
00000013254113,00000013,2541,13,,,,,,,
00000060963412,00000060,9634,12,,,,,,,
00000053281212,00000053,2812,12,,,,,,,
00000047879412,00000047,8794,12,,,,,,,
00000099959111,00000099,9591,11,,,,,,,
00000016942213,00000016,9422,13,,,,,,,
00000045212213,00000045,2122,13,,,,,,,
00000036627212,00000036,6272,12,,,,,,,
00000020350113,00000020,3501,13,,,,,,,
00000051080812,00000051,0808,12,,,,,,,
00000080432713,00000080,4327,13,,,,,,,
00000019498313,00000019,4983,13,,,,,,,
00000088602812,00000088,6028,12,,,,,,,
00000017305313,00000017,3053,13,,,,,,,
00000003802412,00000003,8024,12,,,,,,,
00000030741813,00000030,7418,13,,,,,,,
00000060691212,00000060,6912,12,,,,,,,
00000020775512,00000020,7755,12,,,,,,,
00000058130113,00000058,1301,13,,,,,,,
00000091597613,00000091,5976,13,,,,,,,
00000057593313,00000057,5933,13,,,,,,,
00000027721912,00000027,7219,12,,,,,,,
00000027019912,00000027,0199,12,,,,,,,
00000076002912,00000076,0029,12,,,,,,,
00000027175312,00000027,1753,12,,,,,,,
00000010561413,00000010,5614,13,,,,,,,
00000026401413,00000026,4014,13,,,,,,,
00000024887711,00000024,8877,11,,,,,,,
00000090428312,00000090,4283,12,,,,,,,
00000010810713,00000010,8107,13,,,,,,,
00000031874412,00000031,8744,12,,,,,,,
00000069625313,00000069,6253,13,,,,,,,
00000074335312,00000074,3353,12,,,,,,,
00000043614813,00000043,6148,13,,,,,,,
00000043207213,00000043,2072,13,,,,,,,
00000012929412,00000012,9294,12,,,,,,,
00000042793213,00000042,7932,13,,,,,,,
00000030251813,00000030,2518,13,,,,,,,
00000008093512,00000008,0935,12,,,,,,,
00000013233713,00000013,2337,13,,,,,,,
00000001175912,00000001,1759,12,,,,,,,
00000070410112,00000070,4101,12,,,,,,,
00000020292313,00000020,2923,13,,,,,,,
00000016992213,00000016,9922,13,,,,,,,
00000088276713,00000088,2767,13,,,,,,,
00000084481413,00000084,4814,13,,,,,,,
00000083050813,00000083,0508,13,,,,,,,
00000037084612,00000037,0846,12,,,,,,,
00000044632613,00000044,6326,13,,,,,,,
00000078749512,00000078,7495,12,,,,,,,
00000045992513,00000045,9925,13,,,,,,,
00000057773212,00000057,7732,12,,,,,,,
00000046229512,00000046,2295,12,,,,,,,
00000021498612,00000021,4986,12,,,,,,,
00000031198912,00000031,1989,12,,,,,,,
00000067679712,00000067,6797,12,,,,,,,
00000041605412,00000041,6054,12,,,,,,,
00000037363813,00000037,3638,13,,,,,,,
00000004594111,00000004,5941,11,,,,,,,
00000076667713,00000076,6677,13,,,,,,,
00000005225212,00000005,2252,12,,,,,,,
00000008331813,00000008,3318,13,,,,,,,
00000010471513,00000010,4715,13,,,,,,,
00000030914112,00000030,9141,12,,,,,,,
00000096263413,00000096,2634,13,,,,,,,
00000062528311,00000062,5283,11,,,,,,,
00000046842913,00000046,8429,13,,,,,,,
00000013245713,00000013,2457,13,,,,,,,
00000017417612,00000017,4176,12,,,,,,,
00000041716513,00000041,7165,13,,,,,,,
00000026169313,00000026,1693,13,,,,,,,
00000059105313,00000059,1053,13,,,,,,,
00000013158813,00000013,1588,13,,,,,,,
00000081703113,00000081,7031,13,,,,,,,
00000016668213,00000016,6682,13,,,,,,,
00000023612313,00000023,6123,13,,,,,,,
00000012187413,00000012,1874,13,,,,,,,
00000017587413,00000017,5874,13,,,,,,,
00000058554112,00000058,5541,12,,,,,,,
00000017799412,00000017,7994,12,,,,,,,
00000019183313,00000019,1833,13,,,,,,,
00000018045213,00000018,0452,13,,,,,,,
00000056182113,00000056,1821,13,,,,,,,
00000027319512,00000027,3195,12,,,,,,,
00000025725112,00000025,7251,12,,,,,,,
00000015237113,00000015,2371,13,,,,,,,
00000087440413,00000087,4404,13,,,,,,,
00000093392912,00000093,3929,12,,,,,,,
00000006007812,00000006,0078,12,,,,,,,
00000086641912,00000086,6419,12,,,,,,,
00000044749312,00000044,7493,12,,,,,,,
00000013647913,00000013,6479,13,,,,,,,
00000022873613,00000022,8736,13,,,,,,,
00000035389213,00000035,3892,13,,,,,,,
00000019543113,00000019,5431,13,,,,,,,
00000002543113,00000002,5431,13,,,,,,,
00000069778312,00000069,7783,12,,,,,,,
00000080443412,00000080,4434,12,,,,,,,
00000090296712,00000090,2967,12,,,,,,,
00000016838412,00000016,8384,12,,,,,,,
00000050134413,00000050,1344,13,,,,,,,
00000028126713,00000028,1267,13,,,,,,,
00000010823513,00000010,8235,13,,,,,,,
00000017364513,00000017,3645,13,,,,,,,
00000019440312,00000019,4403,12,,,,,,,
00000002032813,00000002,0328,13,,,,,,,
00000072710112,00000072,7101,12,,,,,,,
00000004713911,00000004,7139,11,,,,,,,
00000002119212,00000002,1192,12,,,,,,,
00000082665712,00000082,6657,12,,,,,,,
00000069293112,00000069,2931,12,,,,,,,
00000038170712,00000038,1707,12,,,,,,,
00000000142713,00000000,1427,13,,,,,,,
00000021831113,00000021,8311,13,,,,,,,
00000011860713,00000011,8607,13,,,,,,,
00000092732212,00000092,7322,12,,,,,,,
00000088175613,00000088,1756,13,,,,,,,
00000095833612,00000095,8336,12,,,,,,,
00000089560412,00000089,5604,12,,,,,,,
00000021308712,00000021,3087,12,,,,,,,
00000081611912,00000081,6119,12,,,,,,,
00000014359813,00000014,3598,13,,,,,,,
00000083969412,00000083,9694,12,,,,,,,
00000083951213,00000083,9512,13,,,,,,,
00000013057413,00000013,0574,13,,,,,,,
00000005436612,00000005,4366,12,,,,,,,
00000033888511,00000033,8885,11,,,,,,,
00000095595112,00000095,5951,12,,,,,,,
00000080410313,00000080,4103,13,,,,,,,
00000031296812,00000031,2968,12,,,,,,,
00000029141813,00000029,1418,13,,,,,,,
00000010932713,00000010,9327,13,,,,,,,
00000076987513,00000076,9875,13,,,,,,,
00000030983613,00000030,9836,13,,,,,,,
00000021487713,00000021,4877,13,,,,,,,
00000020469113,00000020,4691,13,,,,,,,
00000070955112,00000070,9551,12,,,,,,,
00000051689913,00000051,6899,13,,,,,,,
00000019567413,00000019,5674,13,,,,,,,
00000059753212,00000059,7532,12,,,,,,,
00041745833315,00041745,8333,15,,,,,,,
00000095569612,00000095,5696,12,,,,,,,
00000005760412,00000005,7604,12,,,,,,,
00000072981312,00000072,9813,12,,,,,,,
00000050318513,00000050,3185,13,,,,,,,
00000079444212,00000079,4442,12,,,,,,,
00000052771513,00000052,7715,13,,,,,,,
00000039980213,00000039,9802,13,,,,,,,
00000065364613,00000065,3646,13,,,,,,,
00000012447113,00000012,4471,13,,,,,,,
00000015527113,00000015,5271,13,,,,,,,
00000034790313,00000034,7903,13,,,,,,,
00000061460313,00000061,4603,13,,,,,,,
00000086730312,00000086,7303,12,,,,,,,
00000011069413,00000011,0694,13,,,,,,,
00000041820713,00000041,8207,13,,,,,,,
00000012393313,00000012,3933,13,,,,,,,
00000003227913,00000003,2279,13,,,,,,,
00000001432613,00000001,4326,13,,,,,,,
00000052671812,00000052,6718,12,,,,,,,
00000054481313,00000054,4813,13,,,,,,,
00000032205213,00000032,2052,13,,,,,,,
00000084301712,00000084,3017,12,,,,,,,
00000010827613,00000010,8276,13,,,,,,,
00000036154212,00000036,1542,12,,,,,,,
00000019231912,00000019,2319,12,,,,,,,
00000040102713,00000040,1027,13,,,,,,,
00000025662912,00000025,6629,12,,,,,,,
00000010529913,00000010,5299,13,,,,,,,
00000044939812,00000044,9398,12,,,,,,,
00000024665213,00000024,6652,13,,,,,,,
00000034618812,00000034,6188,12,,,,,,,
00000072271713,00000072,2717,13,,,,,,,
00000062166912,00000062,1669,12,,,,,,,
00000095965612,00000095,9656,12,,,,,,,
00000085400512,00000085,4005,12,,,,,,,
00000035224613,00000035,2246,13,,,,,,,
00000041426513,00000041,4265,13,,,,,,,
00000004340713,00000004,3407,13,,,,,,,
00000058669812,00000058,6698,12,,,,,,,
00000032540613,00000032,5406,13,,,,,,,
00000057978513,00000057,9785,13,,,,,,,
00000057155213,00000057,1552,13,,,,,,,
00000021752913,00000021,7529,13,,,,,,,
00000001552512,00000001,5525,12,,,,,,,
00000028612613,00000028,6126,13,,,,,,,
00000019299813,00000019,2998,13,,,,,,,
00000051600613,00000051,6006,13,,,,,,,
00000087547713,00000087,5477,13,,,,,,,
00000044935713,00000044,9357,13,,,,,,,
00000041634613,00000041,6346,13,,,,,,,
00000033284913,00000033,2849,13,,,,,,,
00000047064212,00000047,0642,12,,,,,,,
00000007206113,00000007,2061,13,,,,,,,
00000013599613,00000013,5996,13,,,,,,,
00000042465413,00000042,4654,13,,,,,,,
00000014093313,00000014,0933,13,,,,,,,
00000073056513,00000073,0565,13,,,,,,,
00000051038713,00000051,0387,13,,,,,,,
00000036665113,00000036,6651,13,,,,,,,
00000075573312,00000075,5733,12,,,,,,,
00000040743713,00000040,7437,13,,,,,,,
00000070195112,00000070,1951,12,,,,,,,
00000027462313,00000027,4623,13,,,,,,,
00000020912512,00000020,9125,12,,,,,,,
00000073608712,00000073,6087,12,,,,,,,
00000050894113,00000050,8941,13,,,,,,,
00000093355811,00000093,3558,11,,,,,,,
00000055154413,00000055,1544,13,,,,,,,
00000028684213,00000028,6842,13,,,,,,,
00000016659613,00000016,6596,13,,,,,,,
00000075872812,00000075,8728,12,,,,,,,
00000056071113,00000056,0711,13,,,,,,,
00000036111713,00000036,1117,13,,,,,,,
00000012550512,00000012,5505,12,,,,,,,
00000034660813,00000034,6608,13,,,,,,,
00000020051213,00000020,0512,13,,,,,,,
00000014707413,00000014,7074,13,,,,,,,
00000058926813,00000058,9268,13,,,,,,,
00000055740412,00000055,7404,12,,,,,,,
00000096184712,00000096,1847,12,,,,,,,
00000016936713,00000016,9367,13,,,,,,,
00000018339713,00000018,3397,13,,,,,,,
00000049914613,00000049,9146,13,,,,,,,
00000024829813,00000024,8298,13,,,,,,,
00000031659713,00000031,6597,13,,,,,,,
00000069125412,00000069,1254,12,,,,,,,
00000044770213,00000044,7702,13,,,,,,,
00000017183613,00000017,1836,13,,,,,,,
00000013278111,00000013,2781,11,,,,,,,
00000011169413,00000011,1694,13,,,,,,,
00000087233413,00000087,2334,13,,,,,,,
00000015003113,00000015,0031,13,,,,,,,
00000013741513,00000013,7415,13,,,,,,,
00000023323713,00000023,3237,13,,,,,,,
00000024143913,00000024,1439,13,,,,,,,
00000056836412,00000056,8364,12,,,,,,,
00000005955712,00000005,9557,12,,,,,,,
00000019312513,00000019,3125,13,,,,,,,
00000014924112,00000014,9241,12,,,,,,,
00000036359713,00000036,3597,13,,,,,,,
00000000150213,00000000,1502,13,,,,,,,
00000019238213,00000019,2382,13,,,,,,,
00000044335713,00000044,3357,13,,,,,,,
00000077147413,00000077,1474,13,,,,,,,
00000049770313,00000049,7703,13,,,,,,,
00000077048811,00000077,0488,11,,,,,,,
00000048426213,00000048,4262,13,,,,,,,
00000004201913,00000004,2019,13,,,,,,,
00000009362312,00000009,3623,12,,,,,,,
00000047946813,00000047,9468,13,,,,,,,
00000087788913,00000087,7889,13,,,,,,,
00000012687413,00000012,6874,13,,,,,,,
00000017155313,00000017,1553,13,,,,,,,
00000017404913,00000017,4049,13,,,,,,,
00000028955613,00000028,9556,13,,,,,,,
00000079988512,00000079,9885,12,,,,,,,
00000038328913,00000038,3289,13,,,,,,,
00000062501112,00000062,5011,12,,,,,,,
00000061683713,00000061,6837,13,,,,,,,
00000065096113,00000065,0961,13,,,,,,,
00000041823512,00000041,8235,12,,,,,,,
00000012510412,00000012,5104,12,,,,,,,
00000011285713,00000011,2857,13,,,,,,,
00000009488211,00000009,4882,11,,,,,,,
00000067893112,00000067,8931,12,,,,,,,
00000054430813,00000054,4308,13,,,,,,,
00000012810913,00000012,8109,13,,,,,,,
00000018442813,00000018,4428,13,,,,,,,
00000052617112,00000052,6171,12,,,,,,,
00031727492315,00031727,4923,15,,,,,,,
00045503427300,00045503,4273,00,,,,,,,
00004088282345,00004088,2823,45,,,,,,,
00009786808630,00009786,8086,30,,,,,,,
00001577011155,00001577,0111,55,,,,,,,
00083520139391,00083520,1393,91,,,,,,,
00002651667480,00002651,6674,80,,,,,,,
00005830377390,00005830,3773,90,,,,,,,
00006529068341,00006529,0683,41,,,,,,,
00047215186334,00047215,1863,34,,,,,,,
00098475320368,00098475,3203,68,,,,,,,
00015861804877,00015861,8048,77,,,,,,,
00051259338304,00051259,3383,04,,,,,,,
00000063485612,00000063,4856,12,,,,,,,
00000083874913,00000083,8749,13,,,,,,,
00000003159913,00000003,1599,13,,,,,,,
00000087203712,00000087,2037,12,,,,,,,
00000010691812,00000010,6918,12,,,,,,,
00000024994913,00000024,9949,13,,,,,,,
00000058910313,00000058,9103,13,,,,,,,
00000060492612,00000060,4926,12,,,,,,,
00000028908813,00000028,9088,13,,,,,,,
00000031987713,00000031,9877,13,,,,,,,
00000028564513,00000028,5645,13,,,,,,,
00000060500213,00000060,5002,13,,,,,,,
00000042991512,00000042,9915,12,,,,,,,
00000087359411,00000087,3594,11,,,,,,,
00000009609612,00000009,6096,12,,,,,,,
00000069717613,00000069,7176,13,,,,,,,
00000020709413,00000020,7094,13,,,,,,,
00000015752713,00000015,7527,13,,,,,,,
00000045523713,00000045,5237,13,,,,,,,
00000045318413,00000045,3184,13,,,,,,,
00000040361113,00000040,3611,13,,,,,,,
00000071120112,00000071,1201,12,,,,,,,
00000044801913,00000044,8019,13,,,,,,,
00000010803813,00000010,8038,13,,,,,,,
00000073514513,00000073,5145,13,,,,,,,
00000033185313,00000033,1853,13,,,,,,,
00000036259313,00000036,2593,13,,,,,,,
00000082837313,00000082,8373,13,,,,,,,
00000034925313,00000034,9253,13,,,,,,,
00000014233413,00000014,2334,13,,,,,,,
00000043721811,00000043,7218,11,,,,,,,
00000080240512,00000080,2405,12,,,,,,,
00000039450211,00000039,4502,11,,,,,,,
00000091208412,00000091,2084,12,,,,,,,
00000010883213,00000010,8832,13,,,,,,,
00000049502812,00000049,5028,12,,,,,,,
00000006044712,00000006,0447,12,,,,,,,
00000083529512,00000083,5295,12,,,,,,,
00000058746713,00000058,7467,13,,,,,,,
00000076099912,00000076,0999,12,,,,,,,
00000022768813,00000022,7688,13,,,,,,,
