cnpj_14,cnpj_basico,cnpj_ordem,cnpj_dv,identificador_matriz_filial,situacao_cadastral,uf,municipio,cnae_fiscal_principal,cnae_principal_descricao,cnae_fiscal_secundaria
57485033000277,57485033,0002,77,2,02,PA,0473,0810006,"Extração de areia, cascalho ou pedregulho e beneficiamento associado","0230600,0810099,2399199,4120400,4211102,4212000,4213800,4221901,4222701,4222702,4313400,7732201"
52060377000130,52060377,0001,30,1,02,PB,0446,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,"3314711,3314712,3314716,3314717,4520001,4520002,4520003,4520004,4520007,4530704,4661300,4662100"
40261035003467,40261035,0034,67,2,02,ES,5625,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4930204,5211799"
89317697004804,89317697,0048,04,2,02,RS,8943,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4930203,5211701,5211799,5250803,5250804"
09082724000287,09082724,0002,87,2,02,SP,6875,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","3811400,4687702,4930201,4930203,7711000,7830200"
62267317000146,62267317,0001,46,1,02,AP,0603,9499500,Atividades associativas não especificadas anteriormente,"0311604,1099604,4633801,4681801,4681802,4722902,4724500,4729699,4789099,4930201,4930202,5021102,5212500,9411100"
07031916004579,07031916,0045,79,2,02,MG,5403,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",4930201
19368927006148,19368927,0061,48,2,02,GO,9301,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,5212500,5250804,7820500"
64957900000104,64957900,0001,04,1,02,SC,8027,4731800,Comércio varejista de combustíveis para veículos automotores,"4520001,4520005,4520007,4530703,4530705,4732600,4930202"
03302394000120,03302394,0001,20,1,02,SP,7131,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","0161001,0161003,2930101,4120400,4313400,4399199,7112000,7731400,7739099,8129000"
04945406000106,04945406,0001,06,1,02,SP,7107,4789099,Comércio varejista de outros produtos não especificados anteriormente,"3314705,4321500,7112000"
92587062000160,92587062,0001,60,1,02,RS,8683,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,"0990403,4211101,7732201,4213800"
92769470000132,92769470,0001,32,1,02,RS,8801,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","4110700,4921301,4921302,4924800,4929901,4929902,4929904,4930202,5091201,5091202,5240199,6810201"
03327988000196,03327988,0001,96,1,02,MS,9063,0723501,Extração de minério de manganês,0710301
04979687000100,04979687,0001,00,1,02,RJ,5833,4930203,Transporte rodoviário de produtos perigosos,"4930202,4930201"
93315000000161,93315000,0001,61,1,02,RS,8801,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",
93384311000182,93384311,0001,82,1,02,RS,8537,2211100,Fabricação de pneumáticos e de câmaras-de-ar,
03405415000133,03405415,0001,33,1,02,MG,4179,0710301,Extração de minério de ferro,0990401
05062988000137,05062988,0001,37,1,02,MT,9167,1013902,Preparação de subprodutos do abate,"1066000,3811400,3821100,3839499,4623102,4637103,4930201,4930202,4930203,5211701,5211799,5250803,5250804,7020400,7719599,7739099,8211300"
00158230000183,00158230,0001,83,1,02,SP,6239,2330301,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",
01829874000119,01829874,0001,19,1,02,RJ,6001,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4520001,4921302,5223100,7719599"
01834378000153,01834378,0001,53,1,02,DF,9701,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","4930202,4930203"
01847902000120,01847902,0001,20,1,02,SP,6435,2061400,Fabricação de sabões e detergentes sintéticos,"2063100,3600601,8599604,4772500"
05215888000101,05215888,0001,01,1,02,PA,0411,3511501,Geração de energia elétrica,3512300
01909512000138,01909512,0001,38,1,02,CE,1373,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,"2392300,0810006,2330305,0810002,2320600,4211101,0810004,4212000,4213800,4313400,4221901,4222702,4292801,4292802,4322301,4211102,4679699,4399199,4312600,4222701"
03585304000156,03585304,0001,56,1,02,DF,9701,4299599,Outras obras de engenharia civil não especificadas anteriormente,4399199
96225768000132,96225768,0001,32,1,02,SP,6639,2790299,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente,"2840200,3321000,3314713"
03614931000178,03614931,0001,78,1,02,PE,2531,4530701,Comércio por atacado de peças e acessórios novos para veículos automotores,"2823200,2949299,3314707,4520007,4618499,4669999,7739099"
05370882000109,05370882,0001,09,1,02,SP,7005,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930203,5250804,4930201"
02019761000110,02019761,0001,10,1,02,PB,1965,4679699,Comércio atacadista de materiais de construção em geral,"4530702,4530705,4649499,4672900,4673700,4679601,4679604,4741500,4742300,4744001,4744002,4744003,4744005,4744006,4744099,4754702,4759899,4763604,4789007,4930202"
05388226000125,05388226,0001,25,1,02,CE,1549,5231102,Atividades do Operador Portuário,"4930201,5212500,5231101,7739099"
02035105000101,02035105,0001,01,1,02,ES,5699,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","4211101,4211102,4313400,4921301,4922101,4923002,4924800,4929901,4929902,4929903,4929904,4930201,4930202,5229002,5250804,6462000,7711000,7719599,7732201,7739099,7820500"
03753733000195,03753733,0001,95,1,02,MG,5253,2093200,Fabricação de aditivos de uso industrial,"2029100,0210108,0210107,0210101,4671100,8292000"
05436332000137,05436332,0001,37,1,04,AM,0255,8211300,Serviços combinados de escritório e apoio administrativo,
02102394000114,02102394,0001,14,1,02,RJ,0786,0810006,"Extração de areia, cascalho ou pedregulho e beneficiamento associado","0990403,4744099,4930202,7732201,7739099"
05505390000175,05505390,0001,75,1,02,SP,7107,7210000,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,"6204000,7020400,7120100,8230001,8532500,8550302,9529105"
01593821001032,01593821,0010,32,2,02,MG,4601,2399199,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,"2099199,4930203"
01657436000463,01657436,0004,63,2,02,GO,9373,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",
03886930000182,03886930,0001,82,1,02,MG,4371,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,5211701,5211799,6810201,6810202,7711000"
02174951000293,02174951,0002,93,2,02,GO,9541,0810004,Extração de calcário e dolomita e beneficiamento associado,"0990403,0899199"
05621860000328,05621860,0003,28,2,02,PB,1981,0810002,Extração de granito e beneficiamento associado,"0990403,4930201"
05597399000153,05597399,0001,53,1,02,SP,7107,7711000,Locação de automóveis sem condutor,
05603629000140,05603629,0001,40,1,02,CE,1389,4299599,Outras obras de engenharia civil não especificadas anteriormente,"3811400,4399199,7732201"
00632572000193,00632572,0001,93,1,02,MT,9067,2219600,Fabricação de artefatos de borracha não especificados anteriormente,"7719502,7719599,7711000,2869100"
05616550000153,05616550,0001,53,1,02,MG,5403,4929901,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal","4520001,4921301,4923002,4929902,4929904,4930201,4930202,7711000,7739099,7911200,7912100"
05634414000196,05634414,0001,96,1,02,PI,1180,2342702,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",
03327988000358,03327988,0003,58,2,02,MS,9063,0710301,Extração de minério de ferro,"0990401,4689301,5231102"
02303346000194,02303346,0001,94,1,02,GO,9397,3312102,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle","2731700,2790299,3313901,3314799,3321000,4321500,4742300,7112000,8599604"
02315076000131,02315076,0001,31,1,02,MA,0763,4211101,Construção de rodovias e ferrovias,"4120400,4211102,4212000,4213800,4221901,4221902,4221903,4221905,4222701,4291000,4292801,4299501,4299599,4311801,4311802,4312600,4313400,4329104,4329199,4330404,4391600,4399101,4399105,4399199,5231101,5250804,7112000,7119701,7119702,7119799,7732201,7810800,7820500"
04335535000255,04335535,0002,55,2,02,AM,0255,5211799,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis","5022001,5022002,5212500,5231102,5239799,6810202"
04503660001380,04503660,0013,80,2,02,PA,0535,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4930203,5011401,5021102,5030101,5030102,5091202,5231102,6462000"
05441551000457,05441551,0004,57,2,02,RS,1128,3511501,Geração de energia elétrica,3513100
02370080000100,02370080,0001,00,1,02,BA,3913,4321500,Instalação e manutenção elétrica,4649402
05724262000112,05724262,0001,12,1,02,SP,7107,4313400,Obras de terraplenagem,"3314717,3811400,3812200,3821100,4110700,4120400,4311801,4319300,4399101,4399103,4520001,4930201,4930202,4930203,7112000,7732201"
05756643000183,05756643,0001,83,1,02,ES,5677,2391502,"Aparelhamento de pedras para construção, exceto associado à extração","2391503,4679602,7820500"
00779059000120,00779059,0001,20,1,02,RN,1759,4212000,Construção de obras de arte especiais,"0161099,4211101,4222701,4299599,4313400,4319300,4399199,7111100,7112000,7820500"
04140159000162,04140159,0001,62,1,02,PR,7657,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",4930201
00860573000195,00860573,0001,95,1,02,PB,1981,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4930201,4930202,4929901,4929902,7711000,7732202,4399104"
02488357000196,02488357,0001,96,1,02,RS,8847,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930203,4930204,5211799,5250803,6810202,7719599,7731400,7732201,7739099"
05863916000199,05863916,0001,99,1,02,CE,1389,1099604,Fabricação de gelo comum,"0111302,1020101,1020102,6810201,7711000"
14414973000262,14414973,0002,62,2,02,BA,3413,3822000,Tratamento e disposição de resíduos perigosos,"2099199,3821100,4684299,7120100"
00892555000195,00892555,0001,95,1,02,RJ,6001,4663000,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças,"4614100,4649499,4664800"
05904360000131,05904360,0001,31,1,02,PI,1219,2342702,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",
02528096000190,02528096,0001,90,1,02,SP,6831,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","4930202,4930203,3811400,3812200,7739099"
18710988003406,18710988,0034,06,2,02,RJ,5869,2330305,Preparação de massa de concreto e argamassa para construção,"6463800,7112000,7732201"
05917434000174,05917434,0001,74,1,02,PE,2435,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4921301,4921302,4922101,4922102,4922103,4923002,4924800,4929901,4929903,4929904,4930201,4930202,4930203,4930204,7711000,7820500,7912100"
04259456000121,04259456,0001,21,1,02,CE,1389,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",
17766825000203,17766825,0002,03,2,02,MG,5229,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,"0990403,4313400,4744099,4930201,4930202"
05938517000140,05938517,0001,40,1,02,CE,1591,0891600,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos","2392300,0810004,0899102,0810002,0810003,0810099,0990403,4930202"
00932703000158,00932703,0001,58,1,02,MG,4371,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4929901,4929902"
00933558000120,00933558,0001,20,1,02,PR,7481,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4520007,4530703,4530704,4530705,4687703,4930203,5212500,5223100,5250803,5250804,7711000"
19564343000530,19564343,0005,30,2,02,MG,4385,0810004,Extração de calcário e dolomita e beneficiamento associado,"0899199,2013402,4520001,4683400"
19712504000243,19712504,0002,43,2,02,MG,4123,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","4921301,4921302,4929901,4929902,4929904"
20698684000235,20698684,0002,35,2,02,MG,4133,4930203,Transporte rodoviário de produtos perigosos,
00951459000170,00951459,0001,70,1,02,MT,9117,0810004,Extração de calcário e dolomita e beneficiamento associado,"0891600,0899199,0990403,2392300,4622200,4623106,4623199,4679699,4683400,4930201,4930202,6810202"
00956574000138,00956574,0001,38,1,02,PR,7435,5212500,Carga e descarga,"4663000,5211701,7490103,7731400,7739099"
02592857000173,02592857,0001,73,1,02,PR,7777,0810004,Extração de calcário e dolomita e beneficiamento associado,"0990403,2013401,2013402,4930201,4930202"
04322728000190,04322728,0001,90,1,02,SP,2953,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",4930201
24946352000364,24946352,0003,64,2,08,DF,9701,4211101,Construção de rodovias e ferrovias,"0230600,4120400,4211102,4212000,4213800,4221901,4222702,4313400,7312200,7732201"
25388869000429,25388869,0004,29,2,02,MG,4133,4211101,Construção de rodovias e ferrovias,
25634551000480,25634551,0004,80,2,02,SP,7107,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual","4922101,4929901,4929902,5320202,4929904,4930202,5229099,4929999,4923002,4921301,4921302"
04354297000144,04354297,0001,44,1,02,MG,4723,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","4930202,7732201,7719599"
06051717000149,06051717,0001,49,1,02,CE,0991,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,"0990403,4930201"
30069314000535,30069314,0005,35,2,02,RJ,5813,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","4921301,4921302,4922102,4929901,4929902,4930201,4930202,5222200,5229099,7490104"
04391491000108,04391491,0001,08,1,02,ES,5699,2599302,Serviço de corte e dobra de metais,5212500
02677998000199,02677998,0001,99,1,02,SC,8171,1066000,Fabricação de alimentos para animais,"1061902,1069400,4619200,4623109,4623199,4632001,4632002,4637101,4693100,4729699,4772500,4789004,4930202"
06103087000109,06103087,0001,09,1,02,SP,6831,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",4930201
04431749000144,04431749,0001,44,1,02,ES,2929,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","0810006,4120400,4213800,4222701,4299599,4311802,4312600,4313400,4319300,4744004,4744099,7732201,8130300"
01071353000145,01071353,0001,45,1,02,MT,9871,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,5250803"
02699552000165,02699552,0001,65,1,02,AM,0255,2031200,Fabricação de resinas termoplásticas,3832700
04444217000141,04444217,0001,41,1,02,GO,9555,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","5212500,7711000,8020001"
07433768000106,07433768,0001,06,1,02,RJ,5877,5250804,Organização logística do transporte de carga,"1622699,1623400,1629301,2512800,2532201,2539001,2543800,2599302,2822401,2869100,2930103,3042300,3101200,3313999,3314708,4329199,4330402,4399104,4530703,4530704,4789099,4921301,4921302,4922102,4922103,4923002,4929901,4929902,4929999,4930201,4930202,4930203,5211799,5212500,5250803,7020400,7711000,7719599,7732201,7739099,7810800,7820500,7830200,8130300,8299799,9529104,9529199"
17766825000114,17766825,0001,14,1,02,MG,5441,8211300,Serviços combinados de escritório e apoio administrativo,"0810099,0990403,4299599,4399199,4744099"
17997420000197,17997420,0001,97,1,02,MG,5401,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","4921301,4921302,4922102,4922103,4923002,4924800,4929901,4929902,4929903,4929904,4930201,4930202"
18041863000172,18041863,0001,72,1,02,MG,4985,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","0139399,0151201,0159899,4930203,5212500,5229099,5250804,7739099"
01145821000189,01145821,0001,89,1,02,CE,1373,2511000,Fabricação de estruturas metálicas,2599302
42234005001443,42234005,0014,43,2,02,RJ,6001,1012101,Abate de aves,"1013901,1013902"
06199077000119,06199077,0001,19,1,02,AM,0255,5250804,Organização logística do transporte de carga,"5021102,5229099,4930203"
42934489000461,42934489,0004,61,2,02,SP,6639,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4930203,5211799,5250803,5250804,7719599,8211300"
43363381000771,43363381,0007,71,2,02,PR,7777,0899199,Extração de outros minerais não-metálicos não especificados anteriormente,"2013402,2399199,2392300,4679604,0990403,4930202,8211300"
06216544000171,06216544,0001,71,1,02,SP,6715,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,
02797481000133,02797481,0001,33,1,02,SP,6155,8211300,Serviços combinados de escritório e apoio administrativo,
04548536000105,04548536,0001,05,1,02,SP,2967,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","4313400,4391600,4120400,8121400,7732201,4110700,6810203"
02799488000194,02799488,0001,94,1,02,GO,9373,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","5212500,4930201,4930203"
44914992001100,44914992,0011,00,2,02,MG,5403,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",
46014122001452,46014122,0014,52,2,02,SP,6291,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","4921302,4921301,4929902,4924800"
36297810000107,36297810,0001,07,1,02,ES,5697,0230600,Atividades de apoio à produção florestal,"0161001,0210106,0220906,3311200,3314710,3314711,3314712,3314716,3321000,4211101,4299599,4520001,4520002,4930202,4930203,5590603,7719599,7731400,8111700,8121400,8122200,8129000,8130300,9601701"
04585921000114,04585921,0001,14,1,02,MA,0921,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4530703,4742300,4930202,4929999,4930201,7711000,4923002,7820500"
48194609000337,48194609,0003,37,2,02,SP,2951,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",4929999
56560345000154,56560345,0001,54,1,02,SP,6969,4313400,Obras de terraplenagem,4213800
04616801000137,04616801,0001,37,1,02,AM,0255,5021102,"Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia","4930201,4930203,5011401,5012201,5021101,5099899,5211799,5231102,6810201,6810202,7719501,7719599"
52105491000210,52105491,0002,10,2,02,PE,2357,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930203,4399104,5211799,5211701"
52234556000308,52234556,0003,08,2,02,SP,6249,0131800,Cultivo de laranja,"0111302,0115600"
19721208000128,19721208,0001,28,1,02,MG,4959,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",
02875301000194,02875301,0001,94,1,02,ES,5699,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4929901,4921302,4929902"
57420598000195,57420598,0001,95,1,02,SP,7017,2812700,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas","2513600,2521700,2539001,2539002,3314702,3321000,4662100,4663000,4930202,6810201,6810202,7112000,7119799"
20292256000127,20292256,0001,27,1,02,MG,0592,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",
04692152000153,04692152,0001,53,1,02,BA,3849,8513900,Ensino fundamental,"8512100,6810202,7020400,8550301,8550302,8520100"
20343885000139,20343885,0001,39,1,02,MG,4877,0899199,Extração de outros minerais não-metálicos não especificados anteriormente,0990403
59591974000300,59591974,0003,00,1,02,MG,5415,2412100,Produção de ferroligas,
38003364000106,38003364,0001,06,1,02,DF,9701,4120400,Construção de edifícios,"2330301,3701100,3702900,4211101,4313400,4319300"
57582793000111,57582793,0001,11,1,02,SP,7107,2829199,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios","3299099,3314799,3321000,4669999,4761001,6201501,6202300,6204000,6810202,7112000,7739099,8599699"
57622466000146,57622466,0001,46,1,02,SP,6635,1013901,Fabricação de produtos de carne,"4634601,4634602,4634699,4930201,4930202,6810202"
60500246001630,60500246,0016,30,2,02,SP,6131,2211100,Fabricação de pneumáticos e de câmaras-de-ar,"2219600,4751201,6203100,7490104,7490199"
60853942001388,60853942,0013,88,2,02,SP,6915,2312500,Fabricação de embalagens de vidro,"4663000,4689301"
02959423000169,02959423,0001,69,1,02,ES,5623,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","7732201,7739001,7739099,3811400,7719599,4313400"
61079232000252,61079232,0002,52,2,02,SP,6371,2022300,"Fabricação de intermediários para plastificantes, resinas e fibras","2031200,4683400,4693100,5211799"
61084018002238,61084018,0022,38,2,02,SP,6969,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",4921301
61442737000230,61442737,0002,30,2,02,SP,6897,2341900,Fabricação de produtos cerâmicos refratários,
76436146000146,76436146,0001,46,1,02,PR,7535,4211101,Construção de rodovias e ferrovias,"0810099,0990403,3314717,3511501,3512300,3514000,3811400,3812200,3821100,4120400,4221901,4221902,4221904,4222701,4291000,4292802,4313400,4322301,4399199,5221400,6810201,6810202,6810203,6822600,7020400,7112000,7320300,7732201,8129000"
58322512000154,58322512,0001,54,1,02,SP,7107,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4923002,4924800,4929901,4929902,5022001,5091201,5099801"
58435827000108,58435827,0001,08,1,02,SP,7107,4663000,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças,"9521500,7739099,3313999,3321000"
64700735000291,64700735,0002,91,2,02,SP,7035,2342701,Fabricação de azulejos e pisos,
01401630000130,01401630,0001,30,1,02,PE,2457,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4929901,4929999"
66473554000203,66473554,0002,03,2,02,SP,7095,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","4929902,4924800,4921301,4929901,4922101,4922102,4930202,4520001,4520005,7911200,3811400"
58569302000165,58569302,0001,65,1,02,SP,6711,2710402,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios","3313901,4742300,4221902,7739099"
77092245000110,77092245,0001,10,1,02,PR,7583,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,5212500,5250803,5250804,8211300,8219999"
21566120000120,21566120,0001,20,1,02,MG,4733,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","4520001,4520002,4921301,4922102,4929901,4929902,4930201,4930202,4930203,6810202,7312200,7711000,7719599"
01413347000129,01413347,0001,29,1,02,CE,1447,2593400,Fabricação de artigos de metal para uso doméstico e pessoal,"4649499,4759899,4930202"
07015824000184,07015824,0001,84,1,02,MG,4815,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","5223100,4520005,4731800"
01082569000297,01082569,0002,97,2,02,GO,9227,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","7312200,7711000,7719599,8211300"
40361123000172,40361123,0001,72,1,02,RJ,5833,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","4921301,4922102,4929902,4929999"
59126045000150,59126045,0001,50,1,02,SP,6377,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4922102,4924800,4929901,4930202,7711000,7719599"
07037123000146,07037123,0001,46,1,02,SP,7107,3811400,Coleta de resíduos não-perigosos,"3812200,3821100,3839401,3822000"
59320820000103,59320820,0001,03,1,02,SP,7107,2591800,Fabricação de embalagens metálicas,"2222600,3314710,3319800,4686902,4689302,6462000,8211300"
22282628000160,22282628,0001,60,1,02,MG,5053,0810004,Extração de calcário e dolomita e beneficiamento associado,"0111302,0119905,0151201,0151202,0161099,0210101,0721901,0810099,0899199,0990403,4683400,4930202"
40775447000157,40775447,0001,57,1,02,RN,1759,0892401,Extração de sal marinho,"0892403,0990403,3600601,3600602"
03116586000142,03116586,0001,42,1,02,SP,7121,2399199,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,
59708503000169,59708503,0001,69,1,02,SP,7099,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4921302,4922101,4922102,4929901,4929902,4929999,4930201,4930202,4930203,7711000,7719599,7739099"
82743832000243,82743832,0002,43,2,02,SC,5583,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,"0891600,2013401,2330305,2330399,3811400,4120400,4211101,4212000,4213800,4223500,4291000,4313400,4319300,4744004,4744005,4930202,4930203,7111100,7112000,7739099,8299799"
41151184000178,41151184,0001,78,1,02,PB,2117,2392300,Fabricação de cal e gesso,
04938407000115,04938407,0001,15,1,02,SP,6209,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4921301,4924800,4929901,4929999"
59965038000141,59965038,0001,41,1,02,SP,7097,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","0230600,4921301,4921302,4922102,4929901,4929902,4930202,7490104,7719599"
01552504000187,01552504,0001,87,1,02,GO,9373,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual","4921301,4921302,4922101,4922103,4923001,4924800,4929902,4930202,6810202,7719599,7733100,7739099"
79111779000172,79111779,0001,72,1,02,PR,7691,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual","4520001,4921302,4922101,4929901,4929902,4930202,7990200"
03222609000101,03222609,0001,01,1,02,RS,8599,1322700,"Tecelagem de fios de fibras têxteis naturais, exceto algodão",
42030064000185,42030064,0001,85,1,02,BA,3965,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",
03257777000124,03257777,0001,24,1,02,SC,8205,4211101,Construção de rodovias e ferrovias,"0990403,2330305,2391501,2399199,3511501,3513100,4120400,4211102,4212000,4213800,4313400,4744005,4930202,4930203,6463800,7112000,7732201"
42445403000194,42445403,0001,94,1,02,GO,9329,0724301,Extração de minério de metais preciosos,0724302
60997905000100,60997905,0001,00,1,02,SP,6163,2840200,"Fabricação de máquinas-ferramenta, peças e acessórios","2424502,7739099,3314710,3321000,4663000"
42502203000126,42502203,0001,26,1,02,RJ,6001,2219600,Fabricação de artefatos de borracha não especificados anteriormente,"6810201,6810202"
42509257000113,42509257,0001,13,2,02,BA,3655,0729404,"Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente","0990402,4689301,6463800"
79776654000161,79776654,0001,61,1,02,PR,7535,4742300,Comércio varejista de material elétrico,"2731700,2732500,3321000,4321500,4619200,7112000,7120100,7739099,8599604"
07259555000100,07259555,0001,00,1,02,SP,2965,4744099,Comércio varejista de materiais de construção em geral,"4744001,4744002,4744003,4744004,4744005,4744006"
07263666000181,07263666,0001,81,1,02,SP,6789,1811302,"Impressão de livros, revistas e outras publicações periódicas","1731100,1732000,1813001,1822999,2222600,3240099,7490199,8292000"
07267068000180,07267068,0001,80,1,02,BA,3823,1312000,"Preparação e fiação de fibras têxteis naturais, exceto algodão",4930202
