Código Cliente,nome_cliente,cnae_descricao,estado_cliente,cluster,familia_principal,frequencia_mensal,nivel_frequencia,margem_pct_ponderada,nivel_margem,frete_por_m3,receita_liquida_total
1914210,CENTRAL FISH COMERCIO DE PESCADOS L,"Preservação de peixes, crustáceos e moluscos",Pará,0,COMPSOR RF,1.0,Ocasionais,0.2274812517535013,Alta,329.65000000000003,2637.58
1912219,M.G. CINDIO MANUTENCAO DE BOMBAS LT,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças,São Paulo,0,HYDRA XP,1.0,Ocasionais,0.0593945170699398,Baixa,519.7857142857143,9421.24
1481,COMANDO DA MARINHA,Defesa,Ceará,0,MARBRAX CCD,1.0,Ocasionais,0.1778956228004513,Média,385.8545454545454,30071.51
1469,COMANDO DA MARINHA,Defesa,Rio de Janeiro,0,EXTRA TURBO,2.888888888888889,Regulares,0.2286682165827946,Alta,302.0989583333333,24465.84
1439,COMANDO DO EXERCITO,Defesa,Amazonas,0,EXTRA TURBO,1.0,Ocasionais,0.0523751737654109,Baixa,232.66049382716045,17552.4
1007,CENTRAIS ELETRICAS DO NORTE DO BRAS,Transmissão de energia elétrica,Pará,0,EXTRA TURBO,1.0,Ocasionais,0.2957894463757588,Alta,293.8333333333333,770.92
1006,CENTRAIS ELETRICAS DO NORTE DO BRAS,Transmissão de energia elétrica,Rondônia,0,TURBINA X,1.0,Ocasionais,0.1262012568963018,Baixa,990.2525,45736.47
924,TRANSPORTADORA PLANALTO LTDA,Transporte rodoviário de produtos perigosos,Rondônia,0,TOP TURBO,2.0,Regulares,0.1542065375488019,Média,912.46875,4572.05
618,CARAMURU ALIMENTOS  S/A,"Fabricação de óleos vegetais refinados, exceto óleo de milho",Goiás,0,TURBINA EP,1.1923076923076923,Ocasionais,0.1584559177389427,Média,568.0460227272729,171324.81
574,CIPLAN CIMENTO PLANALTO SA,Preparação de massa de concreto e argamassa para construção,Goiás,0,HYDRA,1.45,Ocasionais,0.143318381843181,Média,259.6809210526316,127684.04
1647969,CRISTINA EXT. E COM. DE AR. E PEDRA,Comércio atacadista especializado de materiais de construção não especificados anteriormente,São Paulo,0,LITH EP,1.0,Ocasionais,0.1159710788173813,Baixa,629.0526315789473,2933.49
1647550,ACO VERDE DO BRASIL S/A,Produção de carvão vegetal - florestas plantadas,Maranhão,0,HYDRA XP,2.0,Regulares,0.0872310651575163,Baixa,582.5,2022.33
1647213,VILASA CONSTRUTORA S/A.,Construção de rodovias e ferrovias,Minas Gerais,0,HYDRA,3.3333333333333335,Regulares,0.1125472606095716,Baixa,491.5880281690141,31450.61
1647116,ZB - TRANSPORTES E LOGISTICA LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Bahia,0,GL 5,1.6923076923076923,Regulares,0.1778445442524187,Média,456.6231884057972,53972.53
1647111,D'GRANEL TRANSPORTES E COMERCIO LTD,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Minas Gerais,0,TOP TURBO PRO,1.8571428571428572,Regulares,0.1492546622255557,Média,28.35489361702128,167390.55
1647020,EXPRESSO NEPOMUCENO S/A,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Bahia,0,HYDRA XP,1.1428571428571428,Ocasionais,0.0828790307737265,Baixa,1090.3350253807107,44931.51
1900048,LAMINADOS MG LTDA,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",Santa Catarina,0,HYDRA,1.0,Ocasionais,0.0684473495089148,Baixa,640.0,2922.1
1898410,CONSTRUTORA CATHIO LTDA,Construção de obras de arte especiais,Paraná,0,TOP TURBO,1.0,Ocasionais,0.0915835962618786,Baixa,662.2499999999999,5327.81
1905514,BRAULIO DE SOUSA MAIA LAMOUNIER,,Minas Gerais,0,TOP TURBO,1.0,Ocasionais,0.0735209038577381,Baixa,0.0,130847.14
2345,EXPRESSO MARLY LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",Goiás,0,TOP TURBO,1.1666666666666667,Ocasionais,0.1107475671068995,Baixa,236.94600938967136,48742.38
2252,BRAVO SERVICOS LOGISTICOS LTDA,Transporte rodoviário de produtos perigosos,Minas Gerais,0,GL 5,1.0,Ocasionais,0.05022892231008,Baixa,524.8855421686746,19628.93
2228,REALSI SERVICOS E TRANSPORTES LITOR,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",Bahia,0,TOP TURBO,1.5384615384615385,Regulares,0.1395467312323672,Média,1033.7421171171172,108491.04
2174,CASTELO CONSTRUCOES E ADMINISTRACAO,Construção de edifícios,Goiás,0,HYDRA,1.2307692307692308,Ocasionais,0.1981147224576196,Alta,384.8144853875476,92975.17
1836,KARINA PISOS E REVESTIMENTOS CERAMI,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",São Paulo,0,TOP TURBO,1.1111111111111112,Ocasionais,0.2299280583284663,Alta,346.9203980099502,26008.57
1823,CAENGE S.A - CONSTRUCAO ADMINISTRAC,Construção de edifícios,Brasília,0,TOP TURBO,1.0,Ocasionais,0.1657645277284291,Média,277.12784090909093,80307.29
1775,GW CONSTRUCOES E INCORPORACOES LTDA,Obras de terraplenagem,Brasília,0,TOP TURBO,1.0,Ocasionais,0.1431613391249674,Média,263.0926573426573,66958.65
1711,CONSTRUTORA ENGETRAN LTDA,Obras de terraplenagem,Minas Gerais,0,UTILE,1.0,Ocasionais,0.2769939797787691,Alta,77.22580645161291,34324.32
571,CIPLAN CIMENTO PLANALTO SA,Preparação de massa de concreto e argamassa para construção,Goiás,0,HYDRA,1.5294117647058822,Regulares,0.1658064283748012,Média,393.35424940428913,138260.14
255,SERGIPE JET SERVICE COMERCIAL LTDA,Comércio varejista de combustíveis para veículos automotores,Sergipe,0,EXTRA TURBO,2.0,Regulares,0.1534756075163587,Média,882.5333333333333,3811.42
233,ARCOM S/A,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",Minas Gerais,0,GL 5,1.0,Ocasionais,0.0961479203330244,Baixa,561.4591346153846,60783.53
1914915,SOLUCAO AMBIENTAL E SERVICOS LTDA,Serviços de engenharia,Rio de Janeiro,0,HYDRA,1.0,Ocasionais,0.2322263110523737,Alta,228.125,4388.65
211,MILDO ALVES ADMINISTRACAO COMERCIO,Transporte rodoviário de produtos perigosos,Minas Gerais,0,TOP TURBO,1.1111111111111112,Ocasionais,0.2049789200266273,Alta,555.9354838709678,15322.6
3704,CAVALO MARINHO COMBUSTIVEIS LTDA,Comércio atacadista de combustíveis realizado por transportador retalhista (T.R.R.),Bahia,0,TOP TURBO,1.0,Ocasionais,0.0431679678782784,Baixa,641.2137628111274,143035.92
3549,CONTRACTOR ENGENHARIA LTDA,Construção de rodovias e ferrovias,Espírito Santo,0,HYDRA XP,1.4444444444444444,Ocasionais,0.1691326642762221,Média,481.86401673640165,103724.08
3533,BRASTRAFO DO BRASIL LTDA,Testes e análises técnicas,São Paulo,0,HYDRA XP,1.0,Ocasionais,0.0747938321038957,Baixa,650.4333333333332,11493.06
3446,DJC BRAZIL LTDA,"Fabricação de impermeabilizantes, solventes e produtos afins",Santa Catarina,0,UTILE,1.0,Ocasionais,0.3335639701905047,Alta,491.12499999999994,31391.34
3302,VIACAO JAUA LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",Bahia,0,ATF TA,1.5,Ocasionais,0.0972394254391667,Baixa,717.6712328767122,8767.74
1892177,EDSON VINICIUS JORGE CRISTINO,Cultivo de soja,São Paulo,0,TOP TURBO,1.5,Ocasionais,0.1138451608495124,Baixa,0.0,117964.61
1892125,TRANSPORTES GABARDO LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Rio de Janeiro,0,HYDRA,1.0,Ocasionais,0.1473393799273868,Média,320.46666666666664,8144.53
1892032,EVA IOLANDA TRANSPORTES LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Minas Gerais,0,AUTOLITH,1.0,Ocasionais,0.1668622313085793,Média,639.7894736842105,2778.28
1891298,SS SERVICOS DE GUINDASTES LTDA,Carga e descarga,Rio Grande do Sul,0,TOP TURBO,1.0,Ocasionais,0.0652533382110846,Baixa,1049.3,2733.5
1889346,AGTHERM REFRIGERACAO INDUSTRIAL LTD,Comércio varejista de outros produtos não especificados anteriormente,Ceará,0,COMPSOR RF,1.0,Ocasionais,0.1904995252202591,Alta,436.45,4918.07
1889068,BETUNEL INDUSTRIA E COMERCIO S/A,Fabricação de outros produtos químicos não especificados anteriormente,Rio de Janeiro,0,UTILE,4.0,Frequentes,0.044429597376081,Baixa,228.12448979591835,137415.83
1889054,CONSORCIO EXPRESSO 2 DE JULHO,Construção de rodovias e ferrovias,Bahia,0,HYDRA XP,3.0,Regulares,0.099404627067401,Baixa,458.99,14523.67
1888929,FSALLMAC DO BRASIL IMP. E EXP. DE M,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",São Paulo,0,HYDRA,1.0,Ocasionais,0.2267886165619856,Alta,0.0,48810.21
1888778,PINA FUNDACOES LTDA,Obras de fundações,São Paulo,0,HYDRA,3.0,Regulares,0.215488614851818,Alta,103.27167630057804,46454.38
3156,VALMONT INDUSTRIA E COMERCIO LTDA,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",Minas Gerais,0,GEAR,1.0,Ocasionais,0.1017261392848247,Baixa,594.1666666666665,4255.74
3091,FERROVIA TEREZA CRISTINA S.A.,Transporte ferroviário de carga,Santa Catarina,0,TURBINA X,1.0,Ocasionais,0.1253645833159463,Baixa,516.3744493392071,29955.43
6077,REFRIGERANTES MARAJA S.A.,Fabricação de refrigerantes,Mato Grosso,0,HYDRA XP,1.0,Ocasionais,0.243070961133206,Alta,590.0999999999999,9723.21
5942,PAESAN - PAVIMENTACAO ENGENHARIA E,"Obras de urbanização - ruas, praças e calçadas",Minas Gerais,0,TOP TURBO,1.5,Ocasionais,0.2404823922416964,Alta,492.8499999999999,14949.66
5730,ITAMARATI NORTE SA AGRO PECUARIA,Geração de energia elétrica,Mato Grosso,0,TURBINA X,1.0,Ocasionais,0.142744054482113,Média,1144.0220588235295,103244.16
5672,VIACAO GUAIANAZES DE TRANSPORTE LTD,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",São Paulo,0,GL 5,2.0,Regulares,0.0763502884111169,Baixa,537.45,4290.75
5643,CAIEIRA NOSSA SENHORA DA GUIA MINER,Extração de calcário e dolomita e beneficiamento associado,Mato Grosso,0,TOP TURBO,2.6363636363636362,Regulares,0.1636786938261535,Média,3.1161369193154034,104825.25
5458,LHG MINING CORUMBA S.A,Extração de minério de manganês,Mato Grosso do Sul,0,GEAR,2.1666666666666665,Regulares,0.151413123342612,Média,297.2650176678445,40217.65
5402,CENTRAIS CONSTRUCOES PESADAS S/A,Construção de barragens e represas para geração de energia elétrica,Goiás,0,TOP TURBO,2.0,Regulares,0.1334212993983361,Média,0.0,11656.01
5303,VIACAO CIDADE MORENA LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Mato Grosso do Sul,0,TOP TURBO,1.2,Ocasionais,0.1248838974444009,Baixa,956.4418604651163,175372.97
5182,"UNIMETAL SAO VICENTE INDUSTRIA, COM",Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,São Paulo,0,TOP TURBO,5.6,Frequentes,0.1505956436627035,Média,338.1732522796352,80941.85
5171,MARIA LUIZA CONSTRUCOES E EMPREENDI,Incorporação de empreendimentos imobiliários,São Paulo,0,TOP TURBO,1.3636363636363635,Ocasionais,0.1644208369711622,Média,385.4,57234.23
4706,RODOVIARIO CONFIANCA LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Goiás,0,TOP TURBO,1.0,Ocasionais,0.1012006994998867,Baixa,217.67241379310343,29455.33
4664,R.J. ASFALTO ENGENHARIA LTDA.,"Obras de urbanização - ruas, praças e calçadas",Rio de Janeiro,0,EXTRA TURBO,1.0,Ocasionais,0.2502165335386392,Alta,225.74999999999997,2493.84
4460,CARBOBRAS - CARBONOS BRASILEIROS LT,Fabricação de produtos do refino de petróleo,Santa Catarina,0,EXTRA TURBO,1.0,Ocasionais,0.1497416888424859,Média,554.0840707964602,100529.92
4459,T V V - TERMINAL DE VILA VELHA S.A,Atividades do Operador Portuário,Espírito Santo,0,GEAR,1.3333333333333333,Ocasionais,0.1977138187841672,Alta,522.7571428571429,31525.06
4245,ENGIE BRASIL ENERGIA S.A.,Geração de energia elétrica,Rio Grande do Sul,0,HYDRA XP,1.0,Ocasionais,0.2241146818762005,Alta,952.5928571428573,15269.37
4242,ENGIE BRASIL ENERGIA S.A.,Geração de energia elétrica,Paraná,0,TURBINA X,1.5,Ocasionais,0.2002403771675255,Alta,653.5167464114834,154923.2
1876597,ENCOPAV ENGENHARIA LTDA,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,Rio Grande do Sul,0,UTILE,2.0,Regulares,0.129425914086746,Baixa,899.975,8164.98
1876594,AXIA ENERGIA NORTE S.A.,Geração de energia elétrica,Amazonas,0,TURBINA X,1.0,Ocasionais,-0.133380678196232,Baixa,805.3769230769232,89809.11
7327,CERPA CERVEJARIA PARAENSE SA,Fabricação de cervejas e chopes,Pará,0,TOP TURBO,1.0,Ocasionais,0.2004349947047419,Alta,253.11666666666667,7912.740000000001
7095,NAVEGACAO CUNHA LTDA,"Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia",Amazonas,0,TURBO ME,2.45,Regulares,0.2763444651344103,Alta,49.01298701298701,62284.62
7026,TRANSURB LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Pará,0,TOP TURBO PRO,1.0,Ocasionais,0.1522176770198607,Média,0.0,29660.09
6979,TRANSPORTES BERTOLINI LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",São Paulo,0,TOP TURBO,1.7333333333333334,Regulares,0.0486905752302764,Baixa,509.758273381295,164604.34
6431,ARM-TRANSPORTES LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Paraná,0,TOP TURBO,1.0,Ocasionais,0.1859640461003219,Alta,0.0,9560.02
1888467,OTIMA TRANSPORTES DE SALVADOR SPE S,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Bahia,0,TOP TURBO,1.0,Ocasionais,0.1700318809776833,Média,376.49999999999994,2352.5
1888381,CARGO BRASIL TRANSPORTES LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Espírito Santo,0,TOP TURBO,1.0,Ocasionais,0.0666911242888244,Baixa,284.15000000000003,8313.7
1888348,BARRETO AGRICULTURA LTDA,Cultivo de frutas de lavoura permanente não especificadas anteriormente,Ceará,0,TOP TURBO,1.0,Ocasionais,0.1336989409984871,Média,0.0,1480.64
1887391,TRANSAGRO TRANSPORTE MANUTENCAO LTD,Manutenção e reparação de tratores agrícolas,Bahia,0,TOP TURBO,1.0,Ocasionais,0.0934992781243433,Baixa,1305.4804878048783,53111.64
1887380,J A DA SILVA LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Minas Gerais,0,TOP TURBO,1.25,Ocasionais,0.0608611181787348,Baixa,0.0,80728.06000000001
1887377,CASTILHO ENGENHARIA E EMPREENDIMENT,Serviços combinados de escritório e apoio administrativo,São Paulo,0,UTILE,1.0,Ocasionais,-0.0004082634574723,Baixa,665.3142857142858,15602.67
1886601,SAMUEL SANTOS DE OLIVEIRA TRANSPORT,Recuperação de materiais não especificados anteriormente,São Paulo,0,HYDRA,1.0,Ocasionais,0.1682068944802106,Média,430.625,998.77
1884346,JORGE DOVIGI,,Rio Grande do Sul,0,TOP TURBO,1.0,Ocasionais,0.0928184429280289,Baixa,1480.865,28949.85
1884322,MINERACAO AREIAS LTDA,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",Paraná,0,TOP TURBO,1.0,Ocasionais,0.1789307233631398,Média,463.69999999999993,4471.06
1873373,ANTONIO MIGUEL SERAFIM,Cultivo de café,São Paulo,0,TOP TURBO,1.0,Ocasionais,0.1504056411703915,Média,0.0,56578.33
1873272,SINAL SERVICOS DE INTEGRACAO INDUST,Organização logística do transporte de carga,Goiás,0,TOP AUTO SINTÉTICO,1.0,Ocasionais,0.0404361470990584,Baixa,808.4090909090909,2982.48
1873249,IMPERIO DO GAS LTDA,Comércio varejista de gás liqüefeito de petróleo (GLP),Bahia,0,TOP TURBO,1.0,Ocasionais,0.092996057870932,Baixa,0.0,2513.87
1873246,CONSORCIO CONSTRUTOR ARCO VIARIO ME,Construção de rodovias e ferrovias,Pernambuco,0,TOP TURBO,1.25,Ocasionais,0.1518827996825169,Média,0.0,60500.86
7775,CAJUINA SAO GERALDO LTDA,Fabricação de refrigerantes,Ceará,0,COMPSOR RF,1.4285714285714286,Ocasionais,0.1608483414538987,Média,858.9967948717948,43829.05
7737,SOCIMOL INDUSTRIA DE COLCHOES E MOV,Fabricação de colchões,Piauí,0,HYDRA XP,1.1875,Ocasionais,0.3035519400066788,Alta,611.9033613445378,66119.36
7670,GUADALAJARA SA INDUSTRIA DE ROUPAS,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",Piauí,0,HYDRA XP,1.0,Ocasionais,0.3519004097867462,Alta,670.8695652173913,6315.48
7625,ITAJUBARA S/A ACUCAR E ALCOOL,Fabricação de açúcar em bruto,Maranhão,0,HYDRA XP,2.0,Regulares,0.3011108506384245,Alta,0.0,11048.29
1883406,PARATY LOTEAMENTOS LTDA,Loteamento de imóveis próprios,São Paulo,0,TOP TURBO,1.0,Ocasionais,0.1903658236236848,Alta,550.8,8404.869999999999
1883223,OTIMA TRANSPORTES DE SALVADOR SPE S,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Bahia,0,TRM 5,2.0,Regulares,0.1706178044849216,Média,376.48333333333323,7736.59
1882999,RESIDENCIAL JARDIM TROPICAL ITAPIPO,Compra e venda de imóveis próprios,Ceará,0,TOP TURBO,1.0,Ocasionais,0.1977935313897459,Alta,611.8101265822785,11538.8
1881961,TERMINAL CORREDOR NORTE S.A,Atividades do Operador Portuário,Maranhão,0,HYDRA XP,1.0,Ocasionais,0.1399253477748901,Média,572.6746031746032,59590.99
1881473,S C DISTRIBUIDORA DE MATERIAL DE CO,Comércio atacadista de materiais de construção em geral,Ceará,0,HYDRA XP,1.5,Ocasionais,0.2031007805164419,Alta,0.0,17476.89
1881383,VIACAO ITAPETINGA LTDA.,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Rio de Janeiro,0,TOP TURBO PRO,2.0,Regulares,0.1663997078402603,Média,323.5833333333333,3121.58
1881201,VIA GROUP LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Minas Gerais,0,TOP TURBO,1.3333333333333333,Ocasionais,0.1725911357749411,Média,974.74,7184.61
1880780,CENTRO OESTE GOLD MINE S.A.,Extração de minério de metais preciosos,Goiás,0,GEAR,1.6666666666666667,Regulares,0.1219869244711591,Baixa,0.0,34537.8
8081,CEMAG - CEARA MAQUINAS AGRICOLAS LT,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",Ceará,0,HYDRA XP,1.25,Ocasionais,0.2195798397596192,Alta,397.62592592592586,59265.96
8070,COSMAC - INDUSTRIA E COMERCIO DE MA,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",Ceará,0,AUTOLITH,1.0,Ocasionais,0.1678678501277488,Média,548.7777777777777,5416.88
7927,CERAMA TRANSPORTES LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Bahia,0,TOP TURBO,1.3846153846153846,Ocasionais,0.1450187836760029,Média,0.0,91539.59
7909,AUTO VIACAO FORTALEZA LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Ceará,0,FLUIDO PARA RADIADOR,1.7241379310344827,Regulares,0.1393646320344683,Média,433.7394540942928,174495.42
7879,ISELETRICA LTDA,"Manutenção e reparação de geradores, transformadores e motores elétricos",Ceará,0,HYDRA XP,1.0,Ocasionais,0.2356431468403052,Alta,383.8262910798122,61371.91
7877,CHAVES SA MINERACAO E INDUSTRIA,Extração de gesso e caulim,Ceará,0,HYDRA XP,1.0,Ocasionais,0.2008811885121657,Alta,810.7370370370371,116540.33
7858,CORAL CONSTRUTORA RODOVALHO ALENCAR,Construção de rodovias e ferrovias,Ceará,0,GRANS TAC 4,1.0,Ocasionais,0.2400285291051736,Alta,338.43333333333334,4374.48
7851,STARGESSO INDUSTRIAL LTDA,Fabricação de cal e gesso,Ceará,0,HYDRA XP,1.0833333333333333,Ocasionais,0.2124980979779399,Alta,801.8829113924049,141888.47
7848,VIACAO PERNAMBUCANA TRANSPORTE E TU,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",Ceará,0,TOP TURBO PRO,1.0,Ocasionais,0.0754774504039546,Baixa,817.0,459.21
1875571,MASTER PERFURACOES E DESMONTES LTDA,Obras de terraplenagem,Amazonas,0,UTILE,1.0,Ocasionais,-0.2662426197683716,Baixa,0.0,22912.56
1873898,MINERADORA VARGEAO LTDA,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",Santa Catarina,0,HYDRA,1.0,Ocasionais,0.1488705714176961,Média,592.025,11822.35
1873727,FX MINAS CONSTRUCOES E EMPREENDIMEN,Serviços de preparação do terreno não especificados anteriormente,Minas Gerais,0,HYDRA XP,1.0,Ocasionais,0.2033672960963159,Alta,804.15,3933.72
1873718,AGROALANO ALIMENTOS LTDA,Beneficiamento de arroz,Santa Catarina,0,TOP TURBO,1.0,Ocasionais,0.2508298889530998,Alta,612.7333333333332,8184.83
1873517,LEOFRAN TRANSPORTES LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",São Paulo,0,TOP TURBO,1.0,Ocasionais,0.1110826688914802,Baixa,466.60576923076917,12657.24
1873452,OLIMPIO FRANCISCO DE SOUSA,Criação de bovinos para corte,São Paulo,0,TOP AUTO SINTÉTICO,2.0,Regulares,0.1248889740105993,Baixa,544.0166666666667,7779.71
1873434,BRITAMIX CONCRETOS E SERVICOS PARA,Serviços especializados para construção não especificados anteriormente,Pernambuco,0,HYDRA XP,2.0,Regulares,0.0853882741707727,Baixa,1032.7381974248929,31145.26
8374,VIACAO SANTA ROSA LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Paraíba,0,TOP TURBO,1.25,Ocasionais,0.1993440695829553,Alta,830.2835209825998,134950.29
8324,MINERADORA DE CALCARIO ANTONIO ALME,Extração de calcário e dolomita e beneficiamento associado,Piauí,0,UTILE,1.0,Ocasionais,0.1299096873029235,Baixa,0.0,99533.07
8309,REAL ARAPIRACA VIACAO LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Alagoas,0,TOP TURBO,1.2307692307692308,Ocasionais,0.1284839511284164,Baixa,1244.5607235142118,102604.41
8285,TRANSNACIONAL TRANSPORTES URBANOS L,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Rio Grande do Norte,0,TOP TURBO,1.0909090909090908,Ocasionais,0.0903977319126424,Baixa,832.6947368421053,90127.04
1873211,DMLA HIDRAULICA LTDA,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",São Paulo,0,HYDRA,1.0,Ocasionais,0.211529961482604,Alta,667.3833333333333,5701.32
1873202,CONSTRUTORA ATERPA S/A.,Construção de rodovias e ferrovias,Minas Gerais,0,GL 5,1.0,Ocasionais,0.1356971033201287,Média,635.5838509316769,34270.96
1873145,REI MINAS TRANSPORTES LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Minas Gerais,0,TOP TURBO,1.0,Ocasionais,0.2109513989495491,Alta,758.8333333333333,25429.08
1873012,IPEPAM INDUSTRIA DE PEDRAS PADUA MI,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,Rio de Janeiro,0,GEAR,1.0,Ocasionais,0.2585008687019111,Alta,343.5,483.48
1873001,COMPORTA MINERACAO LTDA,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,Pernambuco,0,GEAR,2.0,Regulares,0.2873835877111073,Alta,423.83870967741933,14982.31
1872997,"ARMAC LOCACAO, LOGISTICA E SERVICOS","Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Tocantins,0,HYDRA,1.5,Ocasionais,0.0196948866912058,Baixa,691.590909090909,6764.7
1872992,"LE MIX BRASIL PREPARACAO DE MASSA,",Preparação de massa de concreto e argamassa para construção,Alagoas,0,TOP TURBO,1.0,Ocasionais,0.0990218579234972,Baixa,1011.6250000000001,1830.0
1872976,"LE MIX BRASIL PREPARACAO DE MASSA,",Preparação de massa de concreto e argamassa para construção,Alagoas,0,TOP TURBO,2.0,Regulares,0.1029773080843302,Baixa,1004.1250000000001,932.05
1872955,"LE MIX BRASIL PREPARACAO DE MASSA,",Preparação de massa de concreto e argamassa para construção,Alagoas,0,TOP TURBO,1.0,Ocasionais,0.1124522464668244,Baixa,1000.375,853.34
1871913,PEDRA BRANCA TRANSPORTES LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Espírito Santo,0,TOP TURBO PRO,1.0,Ocasionais,0.2054753385151099,Alta,593.3963963963964,16650.66
1871782,MATISA DO BRASIL PROJETOS DE VIA FE,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças,Espírito Santo,0,HYDRA HV,1.0,Ocasionais,0.1580597973647704,Média,568.9,5557.77
8128,TEXTIL UNIAO S A,Preparação e fiação de fibras de algodão,Ceará,0,HYDRA XP,1.0,Ocasionais,0.2183356291089075,Alta,366.87280701754383,31877.39
1871281,JOAO LUIZ DE ANDRADE,,Minas Gerais,0,GL 5,1.0,Ocasionais,0.1519738466825663,Média,661.375,5790.47
1870947,ERNESTO LEO PREDEBON,,Rio Grande do Sul,0,TOP TURBO,2.0,Regulares,0.1112302275725643,Baixa,1001.5744680851064,33449.99
1870918,F. E. BRITAGEM LTDA,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,Ceará,0,UTILE,1.0,Ocasionais,0.2468615463248737,Alta,748.4999999999999,2543.45
1870813,POTIGUAR CONSTRUTORA LTDA,Construção de rodovias e ferrovias,Rio Grande do Norte,0,HYDRA XP,5.0,Frequentes,0.193269626728204,Alta,789.8888888888888,11340.53
1870087,SERRALUB COMERCIO E SERVICO LTDA,Comércio varejista de lubrificantes,Rio de Janeiro,0,HYDRA XP,1.0,Ocasionais,0.1597751332218542,Média,327.3522727272727,10758.37
1869995,ZOPONE ENGENHARIA E COMERCIO LTDA,Construção de edifícios,Maranhão,0,HYDRA,2.25,Regulares,0.137802948780059,Média,642.5542168674699,23324.9
1869848,CENTRAIS ELETRICAS DO NORTE DO BRAS,Geração de energia elétrica,Maranhão,0,EXTRA TURBO,4.0,Frequentes,0.2609073045923192,Alta,592.375,17384.68
1869822,EXE MINERACAO MARANHAO LTDA,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,Maranhão,0,GEAR,2.0,Regulares,0.1720610803802446,Média,398.3412698412698,47456.810000000005
1869792,MAURO TEODORO NEVES,Cultivo de café,São Paulo,0,TOP TURBO,1.0,Ocasionais,0.1493817325245192,Média,0.0,84327.58
