Código Cliente,nome_cliente,cnae_descricao,estado_cliente,cluster,familia_principal,frequencia_mensal,nivel_frequencia,margem_pct_ponderada,nivel_margem,frete_por_m3,receita_liquida_total
67498,EXPRESSO TRANSAMAZONICA LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",Amazonas,0,TOP TURBO,1.0,Ocasionais,0.1990536169063155,Alta,224.96601941747574,31388.980000000003
67447,TRANSPORTE COLETIVO JUATUBA LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",Minas Gerais,0,FLUIDO PARA RADIADOR,1.2,Ocasionais,0.1000986697693004,Baixa,678.2528571428572,87787.78
70185,QUIMITRANS LOGISTICA & TRANSPORTES,Transporte rodoviário de produtos perigosos,São Paulo,0,TOP TURBO,1.1428571428571428,Ocasionais,0.1593643294233844,Média,547.5724137931035,34991.08
70173,TRANSPORTES COLETIVO FARROUPILHA LT,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Rio Grande do Sul,0,HYDRA,1.0,Ocasionais,0.0954238777915883,Baixa,780.0238095238095,18077.97
70142,ENGARRAFAMENTO PITU LTDA,Fabricação de aguardente de cana-de-açúcar,Pernambuco,0,ESSENCIAL,1.3333333333333333,Ocasionais,0.1985207056792258,Alta,20.000865051903116,161440.49
69997,EMFLORA SERVICOS E EMPREENDIMENTOS,Atividades de apoio à produção florestal,Espírito Santo,0,HYDRA XP,1.0,Ocasionais,0.1412616963477211,Média,588.5555555555554,1656.5
69969,TRANSPORTES POLONI LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Espírito Santo,0,LITH EP,1.0,Ocasionais,0.107294403776556,Baixa,424.00869565217386,93236.27
69927,PEDREIRA MURIAE LTDA,Extração de outros minerais não-metálicos não especificados anteriormente,Minas Gerais,0,EXTRA TURBO,1.0,Ocasionais,0.1901191577430899,Alta,349.49999999999994,24961.03
69909,LUIZINHO TRANSPORTES E LOGISTICA LT,Transporte rodoviário de produtos perigosos,São Paulo,0,TOP TURBO PRO,1.0,Ocasionais,0.1084979020979021,Baixa,270.7,2681.25
69865,IMPACTO SUSPENSOES ESPECIAIS LTDA,Comércio a varejo de peças e acessórios novos para veículos automotores,São Paulo,0,HYDRA XP,1.0,Ocasionais,0.3103351292288199,Alta,599.68,17315.41
69856,METALFAMA INDUSTRIA E COMERCIO DE M,Produção de outros tubos de ferro e aço,São Paulo,0,GEAR,1.125,Ocasionais,0.2716904783491133,Alta,553.9137055837564,179015.07
69850,CELESTE TRANSPORTES COLETIVOS LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Minas Gerais,0,TOP TURBO,1.0,Ocasionais,0.1713925189133392,Média,603.2535211267606,105401.8
69805,FRIGORIFICO NORDESTE ALIMENTOS LTDA,Frigorífico - abate de bovinos,Bahia,0,HYDRA XP,1.25,Ocasionais,0.1792086989168752,Média,1294.5296296296297,32548.42
69789,GUIDONI BRASIL S/A,"Aparelhamento de pedras para construção, exceto associado à extração",Espírito Santo,0,UTILE,1.2,Ocasionais,0.1990616804205622,Alta,554.9136363636363,85333.4
69694,VITAPELLI LTDA,Curtimento e outras preparações de couro,São Paulo,0,HYDRA,1.0,Ocasionais,0.2168329491445695,Alta,655.9255319148937,10034.13
69683,RTK LAMINACAO DE METAIS LTDA,Fundição de metais não-ferrosos e suas ligas,São Paulo,0,HYDRA XP,1.0,Ocasionais,0.1753015000008286,Média,547.6630565583633,90509.95
69682,M. S. AMBROGIO DO BRASIL LTDA.,Produção de artefatos estampados de metal,São Paulo,0,HYDRA XP,1.0,Ocasionais,0.4007328050434013,Alta,266.6728110599078,65403.48
69616,SUPERMIX CONCRETO S/A,Outras obras de engenharia civil não especificadas anteriormente,Rio Grande do Sul,0,GL 5,1.0,Ocasionais,0.106197033898305,Baixa,790.8,2303.36
1827267,JSL S.A.,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",São Paulo,0,TOP TURBO PRO,1.0,Ocasionais,0.0867847404421581,Baixa,633.34375,3880.06
1827180,CHP BRASIL INDUSTRIA E COMERCIO DE,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios",Sergipe,0,GAS,1.0,Ocasionais,0.0823385004318157,Baixa,1086.5,10664.27
71295,VITOR BALDASSO,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Rio Grande do Sul,0,TOP TURBO PRO,1.2083333333333333,Ocasionais,0.1278517112486259,Baixa,718.5765432098766,107041.43
71269,RODOVIARIO CAMILO DOS SANTOS FILHO,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",São Paulo,0,TOP TURBO,1.0,Ocasionais,0.0989230872996245,Baixa,644.35,2223.95
71103,LIDERMAC CONSTRUCOES E EQUIPAMENTOS,Obras de terraplenagem,Pernambuco,0,HYDRA XP,1.8275862068965518,Regulares,0.3955320116034402,Alta,568.1301369863014,23496.48
71037,INTERMARITIMA PORTOS E LOGISTICA S/,Atividades do Operador Portuário,Bahia,0,HYDRA XP,1.0,Ocasionais,0.2485878035706922,Alta,859.6666666666666,727.59
71003,TQUIM TRANSPORTES LTDA.,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",São Paulo,0,GL 5,1.368421052631579,Ocasionais,0.1462935103465014,Média,539.3228511530397,108520.74
70960,ANTONIO CESAR BRAGA DE COUTO,,Ceará,0,EXTRA TURBO,1.0,Ocasionais,0.1268221249265946,Baixa,487.5555555555556,4035.81
70898,COMERCIO LUBRIFICANTES PECAS LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",Minas Gerais,0,TOP TURBO,1.0,Ocasionais,0.2086672466906462,Alta,613.395,24401.29
70742,EMPRESA GAZOMETRO DE TRANSPORTES LT,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Rio Grande do Sul,0,TRM 5,1.0,Ocasionais,0.1232522359544862,Baixa,510.50000000000006,591.47
70696,MARIA LIDIANE COUTO DA SILVA,,Piauí,0,EXTRA TURBO,1.0,Ocasionais,0.1215507400317851,Baixa,0.0,16127.01
70689,MANUEL MESSIAS MOURA,,Piauí,0,EXTRA TURBO,1.0,Ocasionais,0.1145268890401633,Baixa,0.0,1836.25
70630,ROUXINOL VIAGENS E TURISMO LTDA,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",Minas Gerais,0,GL 5,1.64,Regulares,0.1569325644445212,Média,585.5539696699375,165457.82
70471,ICOARACI PESCADOS E EXPORTACAO LTDA,Pesca de peixes em água doce,Pará,0,TOP TURBO,5.5,Frequentes,0.1482328046733139,Média,0.0,188334.02
70364,RAPIDO FENIX VIACAO LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",São Paulo,0,ATF,2.0,Regulares,0.1040625876784574,Baixa,652.9875,12296.35
70249,VALETUR TRANSPORTES E TURISMO LTDA,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",São Paulo,0,TOP TURBO,1.1578947368421053,Ocasionais,0.1976958330979568,Alta,490.7548161120841,65674.93000000001
1826052,NUTEC IBAR FIBRAS CERAMICAS LTDA,Fabricação de produtos cerâmicos refratários,São Paulo,0,HYDRA XP,1.0,Ocasionais,0.1924208066786469,Alta,451.5454545454545,2465.17
1826047,JVP SERVICOS E LOCACOES LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Minas Gerais,0,TOP TURBO,2.0,Regulares,0.1406733000723473,Média,590.7857142857142,3192.93
1825880,CARLOS MAURICIO VASCONCELOS GONZAGA,,Minas Gerais,0,TOP TURBO,1.9090909090909092,Regulares,0.2125113186635737,Alta,609.830540037244,72579.23999999999
1825855,ABILIO PEDRO INDUSTRIA E COMERCIO L,Extração de calcário e dolomita e beneficiamento associado,São Paulo,0,TOP TURBO,1.0,Ocasionais,0.1268706528205528,Baixa,545.3290598290598,25079.480000000003
1825846,LUCANO INFRAESTRUTURA LTDA,Obras de terraplenagem,São Paulo,0,UTILE,1.0,Ocasionais,0.1259556006507706,Baixa,602.5055555555556,17148.9
71778,TCS TERRAPLENAGEM LTDA,Obras de terraplenagem,Minas Gerais,0,HYDRA,1.0,Ocasionais,0.1586151759041284,Média,653.0799086757991,48480.67
71748,ARISMILDO GONZAGA DE OLIVEIRA,,Ceará,0,EXTRA TURBO,1.0,Ocasionais,0.1591314717661681,Média,0.0,133698.82
71571,EXPRESSO PALMARES TURISMO LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",Rio Grande do Sul,0,TRM 4,1.1111111111111112,Ocasionais,0.1125486278231525,Baixa,507.2801556420233,33591.88
71535,M S TRANSPORTES E TURISMO LTDA,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",Ceará,0,TOP TURBO,1.0625,Ocasionais,0.1585193654921999,Média,711.2484848484847,72222.28
71522,AMBIPAR ENVIRONMENTAL SOLUTIONS - S,Coleta de resíduos não-perigosos,Espírito Santo,0,TOP TURBO,1.0,Ocasionais,0.1937173576399555,Alta,554.5305263157894,60094.46
1827641,S.MAGALHAES S.A. LOGISTICA EM COMER,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",São Paulo,0,HYDRA XP,1.0,Ocasionais,0.2101561450935781,Alta,307.7,3946.97
1827614,DINEX ENGENHARIA MINERAL LTDA,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Minas Gerais,0,UTILE,1.6666666666666667,Regulares,0.1643701334709276,Média,449.921664626683,97290.85
1827594,PERFILADOS RIO DOCE LTDA,Produção de tubos de aço com costura,Espírito Santo,0,HYDRA,1.25,Ocasionais,0.1129312927460838,Baixa,544.5650723025583,86119.0
1827286,CHP BRASIL INDUSTRIA E COMERCIO DE,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios",Alagoas,0,GAS,1.0,Ocasionais,0.0927412943599565,Baixa,1031.5749999999998,10880.59
1827284,VIDEOLAR-INNOVA S/A,Fabricação de resinas termoplásticas,São Paulo,0,HYDRA XP,1.0,Ocasionais,0.2393557249596486,Alta,320.0,8320.67
1827275,ENCOPAV ENGENHARIA LTDA,Construção de rodovias e ferrovias,Rio Grande do Sul,0,HYDRA,1.5,Ocasionais,0.1263211571157441,Baixa,1013.7666666666665,7687.389999999999
72247,COOPERATIVA DOS TRANSPORTADORES DE,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",Pernambuco,0,TOP TURBO,1.0,Ocasionais,0.105007792040872,Baixa,431.5,27386.92
72181,VIACAO GETULIO VARGAS LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Minas Gerais,0,TOP TURBO,1.7272727272727273,Regulares,0.1748818570363745,Média,980.5945205479452,89525.01
72099,EXPRESSO FLOR DE MINAS LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Minas Gerais,0,TOP TURBO,3.0,Regulares,0.1246430746208421,Baixa,520.1333333333333,5599.91
72081,LENARGE TRANSPORTES E SERVICOS LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Minas Gerais,0,CHASSIS,2.3333333333333335,Regulares,0.0245126150000111,Baixa,630.9104938271606,71426.08
72041,CIDADE BH TRANSPORTES LTDA.,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Minas Gerais,0,GL 5,1.3333333333333333,Ocasionais,0.1555215122917058,Média,640.0366088631984,125931.26
72035,SAO DIMAS TRANSPORTES LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Minas Gerais,0,ATF,1.4,Ocasionais,0.1405620064059296,Média,526.0863095238095,39897.41
72003,"HYTEC CONSTRUCOES, TERRAPLENAGEM E",Construção de rodovias e ferrovias,Brasília,0,TOP TURBO,1.0,Ocasionais,0.1150084710676394,Baixa,254.32330827067668,43524.62
71828,VESPA TRANSPORTE E LOGISTICA LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",Paraná,0,GL 5,1.0,Ocasionais,0.3277267426640329,Alta,440.49999999999994,13446.08
71822,TRANSPORTE FABIO S LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",Rio de Janeiro,0,TOP TURBO,2.4285714285714284,Regulares,0.105681167753125,Baixa,320.7685060565276,173853.87
1826713,CARLOS DONIZETE DE OLIVEIRA REZENDE,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",São Paulo,0,FLUIDO PARA RADIADOR,1.0,Ocasionais,0.1542674225770373,Média,385.0,1037.16
1826590,CONSORCIO SANCHES TRIPOLONI - JARDI,Construção de rodovias e ferrovias,Maranhão,0,GRANS TAC 4,1.1428571428571428,Ocasionais,0.1052196448161279,Baixa,0.0,6918.67
1826578,"ARMAC LOCACAO, LOGISTICA E SERVICOS","Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Pernambuco,0,TOP TURBO,1.0,Ocasionais,0.124634773886878,Baixa,574.0,687.93
1826484,EXE MINERAL - ENGENHARIA E MINERACA,Outras obras de engenharia civil não especificadas anteriormente,Minas Gerais,0,GEAR,1.5,Ocasionais,0.1500750527342048,Média,361.9742268041237,24329.56
1826480,TOP MINAS TRANSPORTE E LOGISTICA LT,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Minas Gerais,0,TOP TURBO,1.1428571428571428,Ocasionais,0.2160146952687271,Alta,684.4310344827585,17028.61
1826464,D'ANGELOS AREAL LTDA,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",Rio de Janeiro,0,TOP TURBO,1.3333333333333333,Ocasionais,0.1827191585496833,Alta,245.0,6750.25
1826068,CONSTRUTORA TRIPOLONI LTDA,Construção de rodovias e ferrovias,São Paulo,0,UTILE,1.0,Ocasionais,0.2710654271768695,Alta,602.5071428571429,15029.84
72460,AGRIMEX AGRO INDUSTRIAL MERCANTIL E,Comércio atacadista de madeira e produtos derivados,Pernambuco,0,GRANS THF,4.5,Frequentes,0.2667863159863216,Alta,597.8163265306123,23368.29
72402,JOSE MARIA RODRIGUES & FILHOS LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",Minas Gerais,0,TOP TURBO,1.0,Ocasionais,0.1606291429780208,Média,325.12359550561797,10683.74
1825556,EMPRESA DE TRANSPORTES MARTINS LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Minas Gerais,0,GEAR,1.0,Ocasionais,0.1666558648976455,Média,0.0,2160.14
1825445,MRS SOLUCAO TRANSPORTES E TURISMO L,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",Minas Gerais,0,TOP TURBO PRO,1.0,Ocasionais,0.214084883761658,Alta,581.4090909090909,3140.53
1825421,ALIA TRANSPORTES LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",Mato Grosso do Sul,0,TOP TURBO,1.0,Ocasionais,0.0332099038148332,Baixa,686.7499999999999,2670.89
1825415,BOM JESUS LOCACAO DE CACAMBAS LTDA,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Minas Gerais,0,TOP TURBO,1.3636363636363635,Ocasionais,0.1314481082426833,Média,685.5826972010178,56795.34
1825325,GEOCONTROLE BR SONDAGENS S.A.,Perfurações e sondagens,Minas Gerais,0,HYDRA,4.0,Frequentes,0.3024332210564867,Alta,0.0,35169.02
1825323,PEMA BENEFICIAMENTO DE MINERIOS LTD,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",Minas Gerais,0,UTILE,1.6666666666666667,Regulares,0.1801497039147283,Alta,607.8146853146853,35484.71
1825099,MINERACAO MARIA ROSA LTDA,Extração de outros minerais não-metálicos não especificados anteriormente,São Paulo,0,TOP TURBO,1.0,Ocasionais,0.1437723884845459,Média,780.26,4567.08
1825085,MINERACAO QUATRO SIMOES LTDA,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",São Paulo,0,TOP TURBO,1.2,Ocasionais,0.1577413936372826,Média,620.2142857142857,10674.37
1825048,DINEX ENGENHARIA MINERAL LTDA,Serviços de preparação do terreno não especificados anteriormente,Minas Gerais,0,HYDRA,1.4444444444444444,Ocasionais,0.1866798643771191,Alta,325.28106508875743,45715.0
1824946,UNIMETAL INDUSTRIA COMERCIO E EMPRE,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,Santa Catarina,0,GL 5,2.230769230769231,Regulares,0.1189934033988417,Baixa,588.0600000000001,39476.39
1824823,MAGE MINERACAO LTDA,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,São Paulo,0,UTILE,1.0,Ocasionais,0.4985465508781974,Alta,0.0,24070.33
1824819,TRANSAUTO TRANSPORTES ESPECIALIZADO,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",São Paulo,0,TOP TURBO,3.5,Regulares,0.1765614812765122,Média,565.1019830028328,44234.28
1824733,"T S SERVICOS, TRANSPORTE E LOGISTIC",Carga e descarga,Amazonas,0,TOP TURBO,1.25,Ocasionais,0.2352728202609331,Alta,295.4339622641509,15798.68
72362,VIACAO BASSAMAR LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",Minas Gerais,0,TOP TURBO PRO,1.1666666666666667,Ocasionais,0.164304796919465,Média,503.1908237747654,143058.27
73400,TRANSPORTADORA TRANSBABI LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",São Paulo,0,TOP TURBO,2.0,Regulares,0.1948353794642857,Alta,461.4583333333333,3584.0
73142,VIACAO GATO PRETO LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",São Paulo,0,TOP TURBO,1.25,Ocasionais,0.0890493155773052,Baixa,510.85185185185185,76245.28
73108,LAGUNA AUTO ONIBUS LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",Minas Gerais,0,TOP TURBO,1.5,Ocasionais,0.1315627206237356,Média,703.9144230769231,116133.81
73077,CIPLAN CIMENTO PLANALTO SA,Preparação de massa de concreto e argamassa para construção,Tocantins,0,HYDRA,1.0,Ocasionais,0.1516882197529928,Média,538.95,3955.35
73036,CIPLAN CIMENTO PLANALTO SA,Preparação de massa de concreto e argamassa para construção,Minas Gerais,0,HYDRA XP,1.0,Ocasionais,0.1736683524519729,Média,562.1607378129117,87373.72
72987,JANIO PESSOA DO NASCIMENTO,,Ceará,0,TOP TURBO,1.0,Ocasionais,0.1788553773520604,Média,731.1125,23180.74
72948,EXPRESSO SAO GERALDO LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Minas Gerais,0,TOP TURBO,1.0,Ocasionais,0.195350316991847,Alta,527.1696428571428,14206.99
72822,SOLOTEST APARELHOS PARA MECANICA DO,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores",São Paulo,0,UTILE,1.0,Ocasionais,0.2524405973518208,Alta,616.171052631579,9923.8
72776,TOMBINI & CIA. LTDA.,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",São Paulo,0,TRM 5,1.0,Ocasionais,0.1259154746404262,Baixa,0.0,39676.14
72554,COOPERATIVA DOS TRANSPORTADORES DE,Atividades associativas não especificadas anteriormente,Minas Gerais,0,GL 5,1.0,Ocasionais,0.0856817124193357,Baixa,570.4294117647058,18437.54
72530,ASTRA S A INDUSTRIA E COMERCIO,Fabricação de artefatos de material plástico para uso pessoal e doméstico,São Paulo,0,HYDRA XP,1.625,Regulares,0.2326840789108085,Alta,624.0944881889764,122366.0
72529,ARFRIO S/A ARMAZENS GERAIS FRIGORIF,Armazéns gerais - emissão de warrant,Rio de Janeiro,0,COMPSOR RF,1.0,Ocasionais,0.2236528867312828,Alta,198.05714285714282,14882.75
72525,GRECA DISTRIBUIDORA DE ASFALTOS LTD,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,Paraná,0,UTILE,1.0,Ocasionais,0.2124460231071365,Alta,203.06833333333336,61475.38
72494,VIACAO RIO GUAMA LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Pará,0,TRM 5,1.3571428571428572,Ocasionais,0.1272288616745134,Baixa,286.780834914611,134166.02
72481,SANTA BRANCA TRANSPORTES LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",São Paulo,0,ATF,1.0,Ocasionais,0.101397288784977,Baixa,288.1153846153846,7245.46
72461,AUTO LOTACAO PRINCESA DO NORTE LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Minas Gerais,0,FLUIDO PARA RADIADOR,1.3333333333333333,Ocasionais,0.1032678908507404,Baixa,973.8703703703703,56536.16
73753,MASTROTTO BRASIL S/A,Curtimento e outras preparações de couro,Bahia,0,EXTRA TURBO,2.0,Regulares,0.1293982762710524,Baixa,737.5999999999999,1264.7
73654,PAVSANTOS CONSTRUTORA LTDA,Construção de rodovias e ferrovias,Goiás,0,HYDRA,1.0,Ocasionais,0.1376208790533649,Média,244.725,4069.15
1824707,LUMER INDUSTRIA E COMERCIO DE PECAS,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,São Paulo,0,TOP TURBO,1.0,Ocasionais,0.1318520621849932,Média,275.53846153846155,2817.4
1824689,SAO MIGUEL INCORPORACOES E PARTICIP,Atividades de pós-colheita,Tocantins,0,HYDRA,5.0,Frequentes,0.2155790808214275,Alta,618.3718749999999,38113.16
1824683,CEREALISTA RIGON LTDA,Comércio atacadista de cereais e leguminosas beneficiados,Rio Grande do Sul,0,HYDRA XP,1.0,Ocasionais,0.0645145880939939,Baixa,1154.0314136125653,20515.36
1824662,TERRAM ENGENHARIA DE INFRAESTRUTURA,Obras de terraplenagem,Paraná,0,TOP TURBO,2.3333333333333335,Regulares,0.1099409488987697,Baixa,553.8653846153845,28668.39
1824656,FUNDACAO DE APOIO AO INSTITUTO DE P,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,São Paulo,0,HYDRA XP,1.0,Ocasionais,0.1764472346912848,Média,644.35,1889.12
1824481,MINERACAO DE CALCARIO MONTIVIDIU LT,Extração de calcário e dolomita e beneficiamento associado,Goiás,0,HYDRA XP,1.0,Ocasionais,0.1633588495557725,Média,273.4,10116.44
1824308,GEIL FREITAS NOGUEIRA,Comércio a varejo de peças e acessórios novos para veículos automotores,Rio de Janeiro,0,HYDRA XP,1.5,Ocasionais,0.1272636922322096,Baixa,414.2555555555556,12718.16
1824306,AURABRASIL - TRANSPORTES MAQUINAS E,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Pernambuco,0,HYDRA,1.0,Ocasionais,0.0706527074295221,Baixa,582.6333333333333,5806.43
1824303,AURABRASIL - TRANSPORTES MAQUINAS E,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",São Paulo,0,HYDRA,1.0,Ocasionais,0.143800401048113,Média,483.2625,7869.38
1824302,AURABRASIL - TRANSPORTES MAQUINAS E,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Ceará,0,HYDRA,1.0,Ocasionais,0.1270266287973092,Baixa,400.79999999999995,3936.34
1824062,AURABRASIL - TRANSPORTES MAQUINAS E,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Mato Grosso do Sul,0,HYDRA,1.0,Ocasionais,0.1285770114992718,Baixa,521.1249999999999,4580.29
1824040,AURABRASIL - TRANSPORTES MAQUINAS E,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Paraná,0,HYDRA,1.0,Ocasionais,0.1929733162060733,Alta,438.75,7543.53
73533,RIMA AGROFLORESTAL LTDA,Criação de bovinos para corte,Minas Gerais,0,VALORA,1.0,Ocasionais,0.1434409972768316,Média,0.0,2243.71
73489,LIGAS DE ALUMINIO SA LIASA,Produção de ferroligas,Minas Gerais,0,HYDRA XP,1.2307692307692308,Ocasionais,0.180426717956681,Alta,534.9326315789473,53645.27
74794,TRANSPORTADORA TRANS VARZEA LTDA,Transporte rodoviário de produtos perigosos,Bahia,0,TOP TURBO,1.1333333333333333,Ocasionais,0.1600601602381297,Média,1196.3409090909092,112772.16
74713,VIACAO TINDIQUERA LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Paraná,0,TRM 4,1.0,Ocasionais,0.2238724868683209,Alta,383.81249999999994,1877.14
74542,LOURENCO TRANSPORTE E COMERCIO LTDA,Transporte rodoviário de produtos perigosos,São Paulo,0,TOP TURBO,1.0,Ocasionais,0.1003009027081243,Baixa,296.59090909090907,2193.4
74452,EXPRESSO FENIX VIACAO LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",São Paulo,0,TOP TURBO,1.1111111111111112,Ocasionais,0.1536836034473877,Média,611.2734225621415,130842.26
74369,TATUZAO TRANSPORTES RODOVIARIO LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Pernambuco,0,TOP TURBO,1.0,Ocasionais,0.1692559649168771,Média,355.95741324921136,79390.88
74310,LINAVE TRANSPORTES LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Rio de Janeiro,0,TRM 5,1.5,Ocasionais,0.090957558591546,Baixa,157.47101449275362,19319.34
74308,EMPRESA RODOVIARIA PIRACICABANA LTD,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",São Paulo,0,GL 5,3.0,Regulares,0.1690245813890354,Média,222.05,7809.16
74304,EXPRESSO FENIX VIACAO LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",São Paulo,0,ATF,1.0,Ocasionais,0.1135679085202756,Baixa,201.79999999999998,2609.54
74302,EXPRESSO FENIX VIACAO LTDA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",São Paulo,0,TOP TURBO,1.0,Ocasionais,0.2155643335893329,Alta,260.7458333333333,31601.61
74271,ALDORO INDUSTRIA DE POS E PIGMENTOS,Metalurgia do pó,São Paulo,0,UTILE,1.0,Ocasionais,0.2144821596928887,Alta,610.2335766423357,31470.03
74231,TRANSPORTADORA ELOS DE OURO LTDA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",São Paulo,0,TOP TURBO,1.0666666666666667,Ocasionais,0.1709963577089022,Média,568.304389312977,130302.6
74124,"COMERCIO, INDUSTRIA E TRANSPORTE LO",Fabricação de móveis com predominância de madeira,Minas Gerais,0,HYDRA,1.0,Ocasionais,0.2187966551886775,Alta,329.218954248366,33838.68
74080,STN - SISTEMA DE TRANSMISSAO NORDES,Transmissão de energia elétrica,Ceará,0,UTILE,1.0,Ocasionais,0.2657865550427534,Alta,0.0,2515.59
74007,ADEMIR COMERCIO DE VEICULOS E TRANS,Transporte rodoviário de produtos perigosos,São Paulo,0,TOP TURBO PRO,1.1818181818181819,Ocasionais,0.078746068989815,Baixa,368.48191978961205,191871.8
73893,HP MOBILIDADE LTDA.,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",Goiás,0,TOP TURBO,1.55,Regulares,0.1210634624080699,Baixa,253.5525291828794,159311.32
